temperature,cte,mix_name,rubber_content
25.0,1.1841396820602006e-05,Control,0
30.80808080808081,1.1608360827966703e-05,Control,0
36.61616161616162,1.180859562439967e-05,Control,0
42.42424242424242,1.2725846375314341e-05,Control,0
48.23232323232323,1.224257335881426e-05,Control,0
54.04040404040404,1.167091585286731e-05,Control,0
59.848484848484844,1.1495629779503339e-05,Control,0
65.65656565656565,1.3058044862765449e-05,Control,0
71.46464646464646,1.2914351123328292e-05,Control,0
77.27272727272728,1.2530309857065558e-05,Control,0
83.08080808080808,1.2725327547004764e-05,Control,0
88.88888888888889,1.3071723430084093e-05,Control,0
94.69696969696969,1.2103753616257173e-05,Control,0
100.5050505050505,1.120295364914321e-05,Control,0
106.31313131313131,1.2634314586503102e-05,Control,0
112.12121212121212,1.1942594735030997e-05,Control,0
117.92929292929293,1.2237632140979525e-05,Control,0
123.73737373737373,1.2725734158527544e-05,Control,0
129.54545454545456,1.1554748654553729e-05,Control,0
135.35353535353534,1.256541318906661e-05,Control,0
141.16161616161617,1.0988106974367267e-05,Control,0
146.96969696969697,1.222204191415333e-05,Control,0
152.77777777777777,1.2545779914259362e-05,Control,0
158.58585858585857,1.3313343840541024e-05,Control,0
164.39393939393938,1.1894869776004676e-05,Control,0
170.2020202020202,1.2486228699430687e-05,Control,0
176.010101010101,1.2568947727659194e-05,Control,0
181.8181818181818,1.1965166835647185e-05,Control,0
187.62626262626262,1.2152998994648579e-05,Control,0
193.43434343434342,1.1744086670674254e-05,Control,0
199.24242424242425,1.3041869125205979e-05,Control,0
205.05050505050505,1.2400961124718697e-05,Control,0
210.85858585858585,1.2504191355083322e-05,Control,0
216.66666666666666,1.22718443342075e-05,Control,0
222.47474747474746,1.3667187319707549e-05,Control,0
228.2828282828283,1.2660470039585371e-05,Control,0
234.0909090909091,1.120811740641954e-05,Control,0
239.8989898989899,1.1513152632042984e-05,Control,0
245.7070707070707,1.2551320089171567e-05,Control,0
251.5151515151515,1.3068339372234612e-05,Control,0
257.32323232323233,1.3683552977149525e-05,Control,0
263.13131313131316,1.2983578542896144e-05,Control,0
268.93939393939394,1.270153134826044e-05,Control,0
274.7474747474747,1.2419506527315848e-05,Control,0
280.55555555555554,1.2563623328497518e-05,Control,0
286.3636363636364,1.2568335633083257e-05,Control,0
292.17171717171715,1.3137538148430577e-05,Control,0
297.979797979798,1.2548310280522503e-05,Control,0
303.78787878787875,1.2591569614964126e-05,Control,0
309.5959595959596,1.3312915006626063e-05,Control,0
315.4040404040404,1.281218238554009e-05,Control,0
321.2121212121212,1.2953671338203029e-05,Control,0
327.020202020202,1.2291554263929649e-05,Control,0
332.8282828282828,1.2856886834223213e-05,Control,0
338.6363636363636,1.2332624600239312e-05,Control,0
344.44444444444446,1.3327024343296247e-05,Control,0
350.25252525252523,1.2574758510598867e-05,Control,0
356.06060606060606,1.2578052935654216e-05,Control,0
361.86868686868684,1.275066052267638e-05,Control,0
367.67676767676767,1.2210339765195323e-05,Control,0
373.4848484848485,1.209787642447966e-05,Control,0
379.2929292929293,1.3245171965560496e-05,Control,0
385.1010101010101,1.3339670388401632e-05,Control,0
390.9090909090909,1.3202276123629815e-05,Control,0
396.7171717171717,1.3705360406955285e-05,Control,0
402.52525252525254,1.291831561466608e-05,Control,0
408.3333333333333,1.2613327228349038e-05,Control,0
414.14141414141415,1.2795471695850807e-05,Control,0
419.9494949494949,1.3629681789547564e-05,Control,0
425.75757575757575,1.2184632516245542e-05,Control,0
431.5656565656566,1.2939968784790704e-05,Control,0
437.37373737373736,1.2970160467735968e-05,Control,0
443.1818181818182,1.2591414245334326e-05,Control,0
448.98989898989896,1.2544544311333604e-05,Control,0
454.7979797979798,1.296970565843039e-05,Control,0
460.6060606060606,1.2109410533614799e-05,Control,0
466.4141414141414,1.2878906310285254e-05,Control,0
472.22222222222223,1.3066837537453865e-05,Control,0
478.030303030303,1.3944454121841072e-05,Control,0
483.83838383838383,1.3686345751423767e-05,Control,0
489.64646464646466,1.3165761413297365e-05,Control,0
495.45454545454544,1.3565610167389699e-05,Control,0
501.26262626262627,1.2969085799120344e-05,Control,0
507.07070707070704,1.2526183091753445e-05,Control,0
512.8787878787879,1.308087810829868e-05,Control,0
518.6868686868686,1.2839131121734933e-05,Control,0
524.4949494949494,1.4516305814197826e-05,Control,0
530.3030303030303,1.2988116604908587e-05,Control,0
536.1111111111111,1.3001523038725881e-05,Control,0
541.9191919191919,1.2977845394298319e-05,Control,0
547.7272727272727,1.3413082915729236e-05,Control,0
553.5353535353536,1.3100962445585124e-05,Control,0
559.3434343434343,1.3832934803725871e-05,Control,0
565.1515151515151,1.4289833678625445e-05,Control,0
570.959595959596,1.2390521262947531e-05,Control,0
576.7676767676768,1.2709829619090285e-05,Control,0
582.5757575757575,1.3207607623939034e-05,Control,0
588.3838383838383,1.2151160072289221e-05,Control,0
594.1919191919192,1.3184416969528181e-05,Control,0
600.0,1.2628734271670976e-05,Control,0
