temperature,heat_flow_mW_mg
20.0,0.04247405924648005
21.0,0.02079600170837698
22.0,0.028874363916230123
23.0,-0.009666263078029296
24.0,0.017139090014676058
25.0,0.001153221821992859
26.0,0.00805912428191833
27.0,-0.0363613657320378
28.0,-0.02115857720088279
29.0,0.05644889355089342
30.0,0.00058670325973071
31.0,-0.034506823948155046
32.0,0.028142947982978617
33.0,0.12348463119560614
34.0,0.09660513619957542
35.0,0.04586246436392338
36.0,0.0032187866436899854
37.0,0.0006658756791871729
38.0,-0.03345432108618487
39.0,-0.012343021165526488
40.0,-0.011501612752106207
41.0,0.033507652599272186
42.0,-0.033057581951196936
43.0,0.07209936387161997
44.0,-0.014135443063168891
45.0,0.06766105495903174
46.0,0.00940592976078846
47.0,0.006007892288813294
48.0,0.007595745199334347
49.0,0.032448123204390014
50.0,0.06020700665066708
51.0,-0.016983134764339325
52.0,0.009442681227249537
53.0,-0.01505743801685637
54.0,-0.04580290574396585
55.0,0.10570982959260912
56.0,-0.025853937334980554
57.0,-0.018343242775331253
58.0,0.006543678497271307
59.0,0.09966351945000251
60.0,0.03211322016571369
61.0,0.01220938371360726
62.0,0.003340500033293785
63.0,-0.06698840123317618
64.0,-0.014753335578091508
65.0,-0.08927906365081312
66.0,-0.05952032236744625
67.0,-0.011887087734745054
68.0,-0.022924966937266363
69.0,-0.07977166034182714
70.0,-0.0007084408272754776
71.0,-0.009172342850141967
72.0,-0.08867845368307488
73.0,0.09355836800845715
74.0,-0.07609024143504735
75.0,-0.04451407108438329
76.0,0.05310372319266166
77.0,0.010653496823023818
78.0,-0.037569857286499836
79.0,0.06752826339759364
80.0,-0.08579637154753939
81.0,0.0489865346739479
82.0,-0.01550843837766613
83.0,0.044054832988906334
84.0,0.10466636178967598
85.0,0.007494032642087054
86.0,0.06241805392831605
87.0,0.01661763729113046
88.0,0.09140242059751458
89.0,0.05213759418233521
90.0,0.02038601321090705
91.0,0.07013449619782607
92.0,0.017356189117234848
93.0,0.011238577215832334
94.0,-0.07433882488707806
95.0,0.10222260315690612
96.0,-0.020005408035891223
97.0,-0.03386336193634525
98.0,-0.023331989269817294
99.0,-0.082106880036053
100.0,-0.10027641811520582
101.0,-0.0392656338434506
102.0,0.10515073026493978
103.0,0.049370289386372765
104.0,-0.020079797579945192
105.0,0.008841716682060729
106.0,0.07698231034967733
107.0,0.025667139821393098
108.0,-0.06872979437075563
109.0,-0.056931386160178364
110.0,0.07084441547034018
111.0,0.010044046957167744
112.0,0.012623108004821252
113.0,-0.05368326676026616
114.0,-0.09181838907276335
115.0,-0.021198821934377172
116.0,0.008315674901789355
117.0,-0.11343877100192715
118.0,0.0346672831466576
119.0,0.014709301691389388
120.0,-0.008639035257685208
121.0,-0.011178282371371166
122.0,0.07005293352065328
123.0,-0.015130690928853278
124.0,0.024516694188740827
125.0,0.08494304800474768
126.0,-0.0068231074737353185
127.0,0.03141231514254675
128.0,0.049930417543213285
129.0,-0.029976949377585604
130.0,0.05072759800871006
131.0,0.07069065961630572
132.0,0.07312270022235473
133.0,0.07005373168255685
134.0,-0.06755890621442937
135.0,0.04835401652446282
136.0,0.04330647518707267
137.0,0.07322457449169262
138.0,-0.013444975237670699
139.0,-0.05756039586008486
140.0,0.05820579163065828
141.0,0.010148234240603666
142.0,0.05197673753378944
143.0,0.011755080879406734
144.0,0.039725259719146644
145.0,0.022496140619633627
146.0,0.06300026822345459
147.0,-0.0638700881610507
148.0,-0.0021338599660483803
149.0,-0.023184691965005486
150.0,-0.029910912055192567
151.0,-0.002900510364854055
152.0,0.048438916897928064
153.0,0.023531835617466017
154.0,-0.015620358539648228
155.0,-0.007150180588911974
156.0,0.07782593468420962
157.0,0.005693707427962328
158.0,0.06419561803247581
159.0,-0.10722848969719236
160.0,0.04066061035214042
161.0,0.07273300632632787
162.0,0.02217516448823255
163.0,-0.04243575782234851
164.0,0.07841788811297042
165.0,0.013176722112538668
166.0,-0.05019036980708094
167.0,-0.007266459674189504
168.0,-0.008096033599100806
169.0,0.03426626446569976
170.0,0.04691183480708636
171.0,0.04806627053322949
172.0,0.037277948450016904
173.0,-0.05323495005367878
174.0,-0.029004498529289432
175.0,0.05732601992128966
176.0,-0.01308572769975712
177.0,-0.005042803034936316
178.0,-0.023993097316374473
179.0,0.028370487685124995
180.0,-0.057927819600798916
181.0,0.02275328494465871
182.0,0.04802239020202362
183.0,0.00929794794114483
184.0,0.028530075028634902
185.0,0.11966165237472375
186.0,-0.029274170410898293
187.0,0.06440062861763061
188.0,0.0003583066527685398
189.0,-0.017849148491862664
190.0,-0.036069746130030014
191.0,-0.013011532947480697
192.0,-0.06999209585521513
193.0,-0.028565212927289443
194.0,0.054310046445903704
195.0,-0.02868609744552373
196.0,0.07200920071513235
197.0,0.02773318239290148
198.0,-0.03926904028269575
199.0,-0.08727162498666628
200.0,-0.05562231028464937
201.0,-0.03061769002744154
202.0,-0.010133089308078852
203.0,-0.05867457965315319
204.0,0.029122666657007024
205.0,0.061152759795731974
206.0,-0.04241944750832832
207.0,0.10966118531286675
208.0,0.07069718514930431
209.0,-0.057243488947854304
210.0,0.03972137888420203
211.0,-0.02933719523833909
212.0,0.08081545031211523
213.0,0.04289660731243276
214.0,-0.022932540344965835
215.0,0.050990459119229434
216.0,0.04223614934850327
217.0,0.014716243209074376
218.0,0.19706061553150872
219.0,-0.006851431557926946
220.0,-0.124932875445541
221.0,-0.019287592983448957
222.0,-0.056900186552388876
223.0,0.001419653680518631
224.0,0.034212522633570844
225.0,-0.008616809014576576
226.0,0.03945354804699407
227.0,0.06134079441209188
228.0,0.04469573767425916
229.0,-0.023138470051445845
230.0,-0.05810815719106675
231.0,-0.018109288062519973
232.0,0.14047312299257655
233.0,-0.042762087652613495
234.0,0.14564745156237371
235.0,-0.029688961557437756
236.0,0.10847840270057471
237.0,0.09638345114562206
238.0,-0.06217612852168927
239.0,0.04900605766990605
240.0,-0.007197672001544194
241.0,0.033572513558336355
242.0,-0.08304064291378094
243.0,-0.08370231892790375
244.0,0.05075881631329994
245.0,-0.021268915796436257
246.0,0.14547779669476735
247.0,0.014970700881968434
248.0,-0.00822187286855311
249.0,0.08485542954348123
250.0,0.12094762637550079
251.0,-0.015422512243964976
252.0,0.04808794438771673
253.0,-0.04194427707713626
254.0,0.02391975586776468
255.0,0.06492619419045997
256.0,0.037132636368054195
257.0,-0.08376492966377151
258.0,0.039437898563406154
259.0,0.09599665197512854
260.0,-0.0937185515881534
261.0,-0.04526142550571541
262.0,-0.06540749690860465
263.0,0.05526789106664985
264.0,0.047601434722752585
265.0,0.0035488911596143063
266.0,-0.024821396141383772
267.0,0.03640673442343267
268.0,-0.013937720970894619
269.0,0.13000116550060584
270.0,0.06855484299065477
271.0,-0.023609184501889712
272.0,0.027048747188397216
273.0,-0.05504919344238858
274.0,0.032509284877306165
275.0,0.08264831748105766
276.0,-0.02544286684239073
277.0,-0.0969591862559836
278.0,0.05513047310880008
279.0,0.012694036243482247
280.0,0.027344128608217576
281.0,0.04012007152459424
282.0,0.05845630050409788
283.0,0.07513939658601283
284.0,-0.003759829637314707
285.0,0.05632285731784722
