Country_Code,Country_Name,Year,GDP_Growth,Inflation,Unemployment,Exchange_Rate,Interest_Rate,M2_Growth,Debt_to_GDP,Mobile_Subscriptions_per_100,Internet_Users_Percent,Secure_Servers_per_Million,GDP_Growth_Volatility,Exchange_Rate_Volatility,Inflation_Volatility
MLI,Mali,2010,3.78,2.31,8.43,50.5,3.76,12.47,60.0,46.43,9.21,2.66,,,
MLI,Mali,2011,4.45,0.52,12.99,50.93,3.0,7.62,61.23,127.29,58.67,13.2,0.4737615433949869,0.3040559159102127,1.26572113832392
MLI,Mali,2012,6.84,0.95,6.92,52.26,4.68,5.45,62.53,126.75,55.72,17.11,1.6085500717519905,0.9175510884958896,0.9343982020530648
MLI,Mali,2013,3.48,3.3,6.28,52.05,5.65,6.77,64.24,136.65,56.13,16.91,1.7292869436080678,0.715005827482069,1.4964290828502365
MLI,Mali,2014,6.94,0.77,8.12,54.71,3.0,13.02,66.06,143.71,61.77,17.72,1.9693992315763031,1.4788621752324709,1.4116066496490207
MLI,Mali,2015,4.17,3.8,7.55,54.86,4.89,9.44,69.5,146.26,66.37,17.08,1.831238196776524,1.5808331136882567,1.6243870638900484
MLI,Mali,2016,2.16,3.22,12.15,55.82,7.11,10.02,63.09,150.0,70.26,18.82,2.4000486106188217,0.6022457969965096,1.6083013813751863
MLI,Mali,2017,1.94,1.34,6.41,57.07,4.84,8.86,64.15,150.0,66.71,22.6,1.2289155110638574,1.108166654133433,1.2859756348132467
MLI,Mali,2018,4.39,2.23,9.73,58.96,5.48,4.5,73.05,150.0,73.36,24.13,1.355470398053756,1.580833113688244,0.9404431579491306
MLI,Mali,2019,5.9,2.45,7.44,59.52,6.11,14.3,68.17,150.0,74.21,23.01,1.998507776650704,1.283757505658001,0.5877357682950167
MLI,Mali,2020,-2.17,-1.33,16.31,60.02,3.0,-2.63,72.39,150.0,80.0,21.75,4.290271941652807,0.5302829433424232,2.1217288548099957
MLI,Mali,2021,2.08,1.14,7.53,61.78,4.34,7.4,76.37,150.0,80.0,25.57,4.036908883456914,1.187097300140089,1.919435680957644
MLI,Mali,2022,6.22,2.2,6.8,63.61,4.59,15.77,66.58,150.0,80.0,31.16,4.19512018103574,1.795113738272094,1.81132548151899
MLI,Mali,2023,1.01,2.37,11.52,63.52,3.53,3.43,79.99,150.0,80.0,25.17,2.7516237630412594,1.0315522284401726,0.6665083145267844
MLI,Mali,2024,5.81,-1.3,14.78,66.82,3.0,6.94,83.92,150.0,80.0,27.73,2.8969006426409134,1.8798138205683796,2.071545316907164
