Country_Code,Country_Name,Year,GDP_Growth,Inflation,Unemployment,Exchange_Rate,Interest_Rate,M2_Growth,Debt_to_GDP,Mobile_Subscriptions_per_100,Internet_Users_Percent,Secure_Servers_per_Million,GDP_Growth_Volatility,Exchange_Rate_Volatility,Inflation_Volatility
CIV,Cote d'Ivoire,2010,9.18,1.83,11.55,49.69,3.95,18.9,60.0,42.19,16.01,0.79,,,
CIV,Cote d'Ivoire,2011,10.56,-0.45,10.06,51.84,3.0,19.99,61.6,131.9,54.06,14.63,0.9758073580374356,1.5202795795510813,1.6122034611053284
CIV,Cote d'Ivoire,2012,7.65,1.56,10.74,51.91,4.11,11.54,62.08,124.22,56.67,17.75,1.4556441872930352,1.261995773896781,1.2457527844640766
CIV,Cote d'Ivoire,2013,6.83,3.21,6.38,53.64,4.6,11.69,62.56,137.39,52.29,18.51,1.9601615579674383,1.019624113746498,1.8329484444468156
CIV,Cote d'Ivoire,2014,6.48,3.85,9.74,53.4,5.35,14.03,62.22,144.24,65.1,21.43,0.6005275458572547,0.9372477438400912,1.1815385450053393
CIV,Cote d'Ivoire,2015,6.82,2.54,15.63,54.55,3.88,11.61,66.48,144.81,63.89,17.93,0.1992485884517227,0.6066575090884019,0.6550572494064938
CIV,Cote d'Ivoire,2016,6.62,2.67,11.45,56.21,5.22,12.66,67.4,145.64,68.35,19.12,0.1708800749063627,1.4126924647636585,0.7217340230306462
CIV,Cote d'Ivoire,2017,8.29,2.41,8.46,58.28,3.95,15.9,73.42,150.0,69.91,26.01,0.9119393254670708,1.8687518115933333,0.1300000000000023
CIV,Cote d'Ivoire,2018,8.93,2.46,12.36,57.92,5.44,17.49,68.73,150.0,73.75,25.01,1.1926580957396535,1.105938515470021,0.1379613472438345
CIV,Cote d'Ivoire,2019,6.5,2.51,14.54,60.66,4.72,15.06,75.41,150.0,77.88,25.27,1.259536951952318,1.48893698098119,0.0500000000000047
CIV,Cote d'Ivoire,2020,4.58,1.61,9.2,61.06,3.0,6.29,70.94,150.0,75.92,28.11,2.1799770640995293,1.7091518364381983,0.505799696849784
CIV,Cote d'Ivoire,2021,3.89,1.54,11.2,62.47,3.94,11.92,71.77,150.0,80.0,25.09,1.352442235365342,0.9508066750572508,0.540955943985583
CIV,Cote d'Ivoire,2022,6.96,0.26,6.69,63.62,3.0,16.11,80.63,150.0,80.0,27.78,1.6106623896190464,1.282198632557933,0.7600219295081774
CIV,Cote d'Ivoire,2023,6.62,2.83,3.47,64.12,4.75,11.33,82.16,150.0,80.0,31.03,1.6829240426511636,0.8460693430998814,1.285003242538062
CIV,Cote d'Ivoire,2024,8.55,1.1,3.84,65.13,4.14,13.86,81.89,150.0,80.0,27.13,1.0302588671461816,0.7692203845453799,1.3104324985795084
