Country_Code,Country_Name,Year,GDP_Growth,Inflation,Unemployment,Exchange_Rate,Interest_Rate,M2_Growth,Debt_to_GDP,Mobile_Subscriptions_per_100,Internet_Users_Percent,Secure_Servers_per_Million,GDP_Growth_Volatility,Exchange_Rate_Volatility,Inflation_Volatility
ETH,Ethiopia,2010,5.04,13.78,8.97,50.03,17.13,12.19,60.0,54.91,10.99,0.97,,,
ETH,Ethiopia,2011,10.09,6.87,12.3,50.98,8.86,11.18,60.61,128.35,49.55,16.98,3.570889244992065,0.6717514421272196,4.8861078579990425
ETH,Ethiopia,2012,9.99,6.84,8.26,51.38,7.96,16.51,61.51,125.92,54.04,14.13,2.8871843261789394,0.6934214687571594,3.998178752048653
ETH,Ethiopia,2013,8.12,8.23,8.48,52.08,11.63,11.02,65.43,136.07,61.13,16.76,1.109639581125333,0.5567764362830059,0.7939983207370948
ETH,Ethiopia,2014,7.03,10.32,6.68,54.38,12.42,5.12,64.78,144.26,58.46,19.06,1.4970303938130316,1.5695009822658126,1.751694417794762
ETH,Ethiopia,2015,10.44,4.11,9.59,55.28,5.84,13.17,62.65,137.89,61.1,18.69,1.7415797426474615,1.6502525059315558,3.1598153954516595
ETH,Ethiopia,2016,6.95,6.6,16.44,56.96,9.09,14.6,63.78,150.0,70.19,20.12,1.992260023189744,1.309503722789697,3.1252359910893115
ETH,Ethiopia,2017,11.66,6.45,7.63,57.77,9.16,12.47,64.57,150.0,68.63,20.75,2.444469949361892,1.2700787377167235,1.3963165830140336
ETH,Ethiopia,2018,7.74,6.35,7.92,58.37,10.29,10.24,65.34,150.0,72.6,23.47,2.5223864361618604,0.7076015828134637,0.125830573921139
ETH,Ethiopia,2019,9.05,5.1,10.89,60.78,7.77,9.04,74.89,150.0,74.02,22.0,1.99560350103254,1.5931206273642535,0.7522189397597766
ETH,Ethiopia,2020,4.06,-2.0,10.42,60.01,3.0,10.98,67.32,150.0,80.0,21.78,2.5871026264916503,1.2308939840620543,4.503609663370037
ETH,Ethiopia,2021,8.2,6.37,7.85,61.56,9.41,11.47,78.04,150.0,80.0,22.46,2.6696504140679784,0.7750053763255543,4.5107242581799785
ETH,Ethiopia,2022,6.43,8.68,6.95,62.31,11.9,14.94,68.52,150.0,80.0,28.18,2.0772337374498786,1.1729592206609465,5.619243721356103
ETH,Ethiopia,2023,7.86,6.72,13.58,64.32,10.36,19.09,74.15,150.0,80.0,26.65,0.9392727683337389,1.4271299870720342,1.2450033467157118
ETH,Ethiopia,2024,4.04,12.21,8.76,65.27,15.91,11.53,86.04,150.0,80.0,29.57,1.9299999999999975,1.5113018670449647,2.782163426783791
