Country_Code,Country_Name,Year,GDP_Growth,Inflation,Unemployment,Exchange_Rate,Interest_Rate,M2_Growth,Debt_to_GDP,Mobile_Subscriptions_per_100,Internet_Users_Percent,Secure_Servers_per_Million,GDP_Growth_Volatility,Exchange_Rate_Volatility,Inflation_Volatility
NGA,Nigeria,2010,3.99,11.52,10.65,96.56,12.69,9.95,60.0,57.9,12.3,0.5,,,
NGA,Nigeria,2011,4.13,10.38,7.34,105.26,12.67,11.58,60.71,117.38,50.13,13.18,0.0989949493661161,6.15182899632297,0.8061017305526627
NGA,Nigeria,2012,6.9,11.21,10.84,105.25,14.03,13.08,61.51,127.0,54.84,15.8,1.64116828306342,5.020063080612969,0.5894347574866384
NGA,Nigeria,2013,8.06,11.95,3.76,120.5,13.73,9.26,63.84,140.46,54.59,18.39,2.0192160194821485,8.801706273975148,0.7854298186343561
NGA,Nigeria,2014,4.72,12.6,4.37,118.77,16.09,4.97,64.14,141.72,56.14,19.65,1.6957594168985173,8.350107783735506,0.6954854419755995
NGA,Nigeria,2015,1.34,9.63,5.97,131.65,12.75,9.03,63.06,148.77,61.77,19.38,3.360019841211259,6.990586527609861,1.5612921998566858
NGA,Nigeria,2016,3.49,15.41,8.04,131.67,18.6,7.26,68.74,149.64,70.15,21.72,1.7107405803725275,7.442051688434698,2.890369065246396
NGA,Nigeria,2017,0.56,13.26,15.02,140.62,15.83,4.37,64.63,150.0,70.26,21.4,1.5174430247404131,5.173068077392153,2.9214094771759265
NGA,Nigeria,2018,2.78,5.04,13.27,151.52,6.73,3.29,64.92,150.0,71.35,24.83,1.5284741847127594,9.940950658765006,5.473082617075439
NGA,Nigeria,2019,3.49,10.15,14.7,155.74,13.57,7.56,65.99,150.0,74.54,21.07,1.5284741847127594,7.802059557151132,4.150353398607565
NGA,Nigeria,2020,-1.61,12.91,8.07,163.06,15.17,2.2,70.06,150.0,78.09,25.81,2.7624325029461505,5.838983929874535,3.9930481255969568
NGA,Nigeria,2021,8.16,12.61,8.61,167.63,14.47,8.14,66.11,150.0,80.0,25.62,4.886576852289681,5.997769029675367,1.5143315356948763
NGA,Nigeria,2022,3.4,11.88,13.1,174.95,14.89,6.08,79.11,150.0,80.0,24.2,4.885533065422169,5.99776902967534,0.529748367938335
NGA,Nigeria,2023,4.26,19.67,5.16,182.65,20.79,12.03,78.02,150.0,80.0,25.88,2.536638195197204,7.510801111288493,4.302336574467412
NGA,Nigeria,2024,3.92,8.78,16.69,190.82,10.81,7.85,80.86,150.0,80.0,31.61,0.4331281565541469,7.936159860621013,5.610796140774795
