Country_Code,Country_Name,Year,GDP_Growth,Inflation,Unemployment,Exchange_Rate,Interest_Rate,M2_Growth,Debt_to_GDP,Mobile_Subscriptions_per_100,Internet_Users_Percent,Secure_Servers_per_Million,GDP_Growth_Volatility,Exchange_Rate_Volatility,Inflation_Volatility
TZA,Tanzania,2010,6.34,7.11,7.89,49.33,10.33,11.42,60.0,42.83,11.74,0.5,,,
TZA,Tanzania,2011,5.7,8.18,6.65,51.14,10.61,12.18,61.6,125.92,54.68,12.96,0.4525483399593898,1.2798632739476528,0.7566042558696057
TZA,Tanzania,2012,6.49,4.18,12.69,51.2,5.41,9.39,63.18,139.88,55.57,13.88,0.4195632649950818,1.0627480102702327,2.0708210931898483
TZA,Tanzania,2013,6.1,6.5,12.75,52.58,9.27,8.92,65.63,133.76,54.61,17.55,0.3950105483823606,0.8146164741766522,2.0085152061493914
TZA,Tanzania,2014,7.56,5.74,13.16,54.54,9.29,15.81,63.5,132.37,61.25,20.64,0.7559320957158341,1.6783722272884911,1.182765121794404
TZA,Tanzania,2015,6.63,6.39,14.39,56.19,8.82,11.72,64.89,145.15,60.07,21.0,0.7390759997005268,1.807217013347685,0.4107310555582527
TZA,Tanzania,2016,5.46,8.06,11.97,56.4,11.43,9.14,65.87,150.0,67.99,18.3,1.0522832318344717,1.018675610780971,1.1967873662434758
TZA,Tanzania,2017,7.09,6.93,13.06,58.58,8.98,10.53,68.54,150.0,72.76,22.63,0.8403768995714566,1.323417293726099,0.8521932488193789
TZA,Tanzania,2018,4.82,1.98,11.75,58.24,3.84,8.97,67.56,150.0,69.23,20.86,1.1704272724095262,1.1728597529116531,3.233826422882548
TZA,Tanzania,2019,7.18,5.17,12.55,60.82,7.57,8.81,77.88,150.0,79.22,27.24,1.3373231970370263,1.4017607974734236,2.509189776269092
TZA,Tanzania,2020,-0.07,5.65,9.77,60.27,7.21,3.02,65.87,150.0,77.45,22.65,3.697841712855399,1.3589088760227184,1.9948015774340413
TZA,Tanzania,2021,7.3,7.6,5.71,61.48,10.21,14.19,75.28,150.0,80.0,25.27,4.220856943007349,0.6058327602014615,1.2869731931940158
TZA,Tanzania,2022,7.08,6.59,12.13,62.36,8.81,7.95,79.02,150.0,80.0,26.98,4.193006081560103,1.0493331215586352,0.9752093792275246
TZA,Tanzania,2023,7.19,3.38,5.74,64.63,6.16,15.76,82.58,150.0,80.0,24.72,0.110000000000001,1.6253102267977428,2.203504784050476
TZA,Tanzania,2024,6.96,5.98,12.04,66.9,9.58,14.42,81.65,150.0,80.0,32.06,0.1150362261782521,2.270000000000005,1.704709163855623
