Country_Code,Country_Name,Year,GDP_Growth,Inflation,Unemployment,Exchange_Rate,Interest_Rate,M2_Growth,Debt_to_GDP,Mobile_Subscriptions_per_100,Internet_Users_Percent,Secure_Servers_per_Million,GDP_Growth_Volatility,Exchange_Rate_Volatility,Inflation_Volatility
KEN,Kenya,2010,4.58,10.72,10.23,50.92,14.44,11.34,60.0,47.57,10.62,2.77,,,
KEN,Kenya,2011,4.8,5.26,11.43,51.26,8.89,12.24,60.92,128.15,54.51,14.58,0.1555634918610406,0.240416305603421,3.86080302527855
KEN,Kenya,2012,2.82,4.06,13.58,52.77,6.35,7.21,63.25,127.96,56.5,17.02,1.0852342297095745,0.9847334664770953,3.5498168966863632
KEN,Kenya,2013,6.9,5.45,15.38,52.83,6.49,12.87,65.78,134.35,64.31,20.13,2.040294096447863,0.8896253893259349,0.7536798613027482
KEN,Kenya,2014,2.81,5.61,10.02,54.75,8.98,10.19,62.55,136.5,61.4,14.82,2.358481149666737,1.1262326580240765,0.8524670081592584
KEN,Kenya,2015,8.16,5.88,7.38,54.42,9.17,10.69,63.13,146.22,62.99,20.41,2.7969685971303533,1.026596317936107,0.217332310836035
KEN,Kenya,2016,6.34,8.25,3.64,57.01,12.09,7.12,71.87,146.68,71.22,16.93,2.7201654361453835,1.4097635735587994,1.4525494828060077
KEN,Kenya,2017,7.86,5.9,9.68,56.41,7.25,13.82,71.33,150.0,71.48,22.18,0.9757731976916252,1.3557408798635788,1.3625833307850692
KEN,Kenya,2018,3.33,4.81,14.02,57.58,7.47,8.37,75.63,150.0,74.08,22.14,2.305478981325429,0.5850640990523609,1.758038679893022
KEN,Kenya,2019,8.29,8.9,16.74,58.67,10.74,19.86,68.24,150.0,75.24,21.29,2.7479507516208037,1.1302359635639352,2.1180258103557983
KEN,Kenya,2020,2.05,2.88,8.78,62.11,6.84,8.07,69.64,150.0,80.0,26.94,3.29589643850248,2.3644097219672657,3.073906309567681
KEN,Kenya,2021,6.61,9.45,10.95,63.38,10.9,10.21,75.3,150.0,80.0,26.55,3.2288697712976906,2.436890094635656,3.6448090942233633
KEN,Kenya,2022,5.92,1.6,6.38,62.29,5.19,10.93,79.84,150.0,80.0,23.8,2.457864927126794,0.6871923554096204,4.211606977548276
KEN,Kenya,2023,3.45,7.57,9.42,63.68,10.59,12.28,76.65,150.0,80.0,28.34,1.6614551854724626,0.731459727759118,4.098735577386438
KEN,Kenya,2024,7.23,8.55,9.28,65.01,9.64,14.17,81.79,150.0,80.0,28.32,1.9194356809576445,1.36011028964571,3.761732756766932
