Country_Code,Country_Name,Year,GDP_Growth,Inflation,Unemployment,Exchange_Rate,Interest_Rate,M2_Growth,Debt_to_GDP,Mobile_Subscriptions_per_100,Internet_Users_Percent,Secure_Servers_per_Million,GDP_Growth_Volatility,Exchange_Rate_Volatility,Inflation_Volatility
UGA,Uganda,2010,3.7,6.2,13.56,49.67,9.43,9.14,60.0,52.09,11.2,0.55,,,
UGA,Uganda,2011,5.01,7.04,12.58,51.27,8.82,11.94,61.67,135.82,53.66,15.2,0.9263098833543768,1.1313708498984796,0.5939696961966998
UGA,Uganda,2012,6.08,5.12,9.33,51.19,8.93,11.64,63.06,129.07,54.5,16.27,1.192015100575491,0.901554213566773,0.9624967532412771
UGA,Uganda,2013,5.35,0.48,12.66,52.1,4.09,8.67,64.91,136.89,58.18,13.93,0.5467174773134641,0.5038849074937656,3.3726745074693074
UGA,Uganda,2014,6.46,7.7,7.29,53.39,11.08,4.87,66.16,145.61,65.36,18.56,0.5641217362709317,1.1054561652699455,3.6586518464228512
UGA,Uganda,2015,2.71,4.71,12.34,54.98,6.54,7.57,69.21,146.22,62.15,18.66,1.9263177308014376,1.442601816164108,3.6277035895085663
UGA,Uganda,2016,5.15,4.43,8.56,57.36,5.98,13.5,70.82,150.0,69.31,21.92,1.9031640321667849,1.998057389899828,1.8125212642430808
UGA,Uganda,2017,6.22,2.64,5.81,58.4,5.49,10.95,64.73,150.0,71.12,20.49,1.7990089864515224,1.753206586039794,1.1230464519926755
UGA,Uganda,2018,2.28,4.21,10.11,58.04,7.6,5.24,67.72,150.0,72.78,22.65,2.037375763083482,0.52814139520899,0.976165969494944
UGA,Uganda,2019,3.62,11.18,7.17,60.22,14.76,5.72,67.77,150.0,80.0,23.95,2.003297281982882,1.168645940109016,4.545646268683915
UGA,Uganda,2020,1.05,9.45,8.1,60.53,12.01,5.31,65.5,150.0,78.03,23.54,1.2853922877212782,1.3569942274502405,3.629311229420811
UGA,Uganda,2021,5.39,2.34,11.04,61.34,3.66,12.11,76.0,150.0,80.0,26.79,2.1822541862334317,0.5783021125097676,4.684915509732629
UGA,Uganda,2022,6.36,3.55,14.78,62.35,7.24,15.32,74.14,150.0,80.0,31.37,2.8276197292658245,0.9118296624552455,3.804081141791449
UGA,Uganda,2023,4.26,5.51,4.63,65.64,7.17,7.81,85.53,150.0,80.0,29.24,1.0510153820631414,2.2484883811129373,1.5997187252764171
UGA,Uganda,2024,7.26,12.41,12.05,65.26,16.4,12.37,71.19,150.0,80.0,29.42,1.5394804318340634,1.7998425857094298,4.653872939104949
