Country_Code,Country_Name,Year,GDP_Growth,Inflation,Unemployment,Exchange_Rate,Interest_Rate,M2_Growth,Debt_to_GDP,Mobile_Subscriptions_per_100,Internet_Users_Percent,Secure_Servers_per_Million,GDP_Growth_Volatility,Exchange_Rate_Volatility,Inflation_Volatility
ZAF,South Africa,2010,-1.71,5.28,8.39,49.68,7.32,5.63,60.0,53.09,13.65,1.45,,,
ZAF,South Africa,2011,3.19,5.26,6.17,51.39,8.22,10.4,60.86,120.23,56.33,14.36,3.4648232278140827,1.2091525958289997,0.0141421356237309
ZAF,South Africa,2012,3.43,5.62,9.23,51.17,7.72,14.12,61.8,134.39,55.0,19.42,2.900781503893965,0.9302866941611816,0.2023198787399137
ZAF,South Africa,2013,2.58,9.1,8.14,53.04,10.69,4.69,61.61,139.89,55.36,18.96,0.4382160806421115,1.0220730567495429,2.1207545826898504
ZAF,South Africa,2014,1.05,6.07,8.71,55.13,9.63,5.83,63.77,145.23,60.4,17.15,1.20608181038159,1.98101825668856,1.892696489139239
ZAF,South Africa,2015,0.47,6.07,8.14,55.64,8.78,6.17,69.93,140.96,64.46,17.71,1.090061160363644,1.377691305530162,1.7493713156445665
ZAF,South Africa,2016,2.22,5.84,9.62,55.99,7.72,10.38,70.28,150.0,67.91,21.05,0.8914220848359851,0.4324735059323356,0.1327905619136114
ZAF,South Africa,2017,3.24,7.16,8.01,57.78,10.26,8.94,67.05,150.0,67.68,21.53,1.4009401605112668,1.1479111463872451,0.7051477386571796
ZAF,South Africa,2018,0.53,5.12,11.47,58.08,7.9,-0.07,64.37,150.0,71.85,26.12,1.3687342084324967,1.1300589955101523,1.034601372510205
ZAF,South Africa,2019,1.76,5.82,6.09,58.76,6.98,13.92,73.11,150.0,69.64,24.37,1.3569205331681489,0.5021288015374408,1.0365969965870694
ZAF,South Africa,2020,-4.82,6.28,11.0,60.8,7.51,1.69,71.13,150.0,77.57,24.36,3.4983758136217062,1.4155328796370046,0.5841232746604081
ZAF,South Africa,2021,2.14,2.58,9.42,61.62,6.45,10.93,77.68,150.0,80.0,22.96,3.913276547004228,1.4727298915053726,2.0165647357159973
ZAF,South Africa,2022,0.53,6.9,6.94,62.18,8.25,6.86,74.54,150.0,80.0,25.13,3.64362914322154,0.6940701213374865,2.335836752286711
ZAF,South Africa,2023,-1.09,4.84,5.01,64.98,7.75,0.01,67.38,150.0,80.0,30.33,1.6150025799772991,1.8001481420520478,2.160771467169383
ZAF,South Africa,2024,1.52,3.53,8.69,64.84,6.45,6.73,86.74,150.0,80.0,31.56,1.317611475359865,1.5777198737418812,1.6988525539316228
