mix_id,temp_c,cooling,replicate,rubber_pct_vol,compressive_strength_residual_mpa,tensile_method,tensile_strength_residual_mpa,static_modulus_residual_gpa,upv_residual_km_s,mass_loss_pct,poisson_ratio_residual
M01,23,furnace,1,0.2729407452992574,62.12465329561632,split,4.413874859293734,0.038382143731366045,3.3087137715053347,2.2610749420821423,0.2051605760741126
M01,23,furnace,2,0.2729407452992574,60.40369638153201,split,4.3523096380253605,0.03784678528852288,3.2383875010447225,0.9850887315403054,0.2037216005516583
M01,23,furnace,3,0.2729407452992574,61.77398194780751,split,4.401399861275097,0.03827366372632203,3.233431951392447,2.246237701698352,0.20486736275668832
M01,23,quench,1,0.2729407452992574,56.309212777635494,split,4.202210028909371,0.036541550102939566,3.058177591479717,3.038839368820016,0.2002980042751457
M01,23,quench,2,0.2729407452992574,56.77258613560767,split,4.219464777922262,0.03669159383498308,3.081499458714452,1.9900821332463212,0.200685453208017
M01,23,quench,3,0.2729407452992574,55.8385474615548,split,4.18461091189415,0.03638851181790504,3.0011105699035086,3.1224398576501446,0.19990445818252395
M01,200,furnace,1,0.2729407452992574,58.51771287948705,split,4.283824781548277,0.03725125512771855,3.026360852542794,1.2522286986563147,0.20214463829712134
M01,200,furnace,2,0.2729407452992574,59.89279761853699,split,4.333864480250069,0.03768639000785735,3.0379832140204543,1.303701589929941,0.20329441332321266
M01,200,furnace,3,0.2729407452992574,58.19719365528246,split,4.272076770178245,0.03714909684835255,3.049144093050121,1.7014712168862993,0.20187663663227326
M01,200,quench,1,0.2729407452992574,51.661955905634855,split,4.025070107713292,0.03500117795088479,2.8949765442172413,2.1945348251614867,0.19641220746603463
M01,200,quench,2,0.2729407452992574,52.59993629737283,split,4.061445558278003,0.035317491352685984,2.8103612947684242,2.01150962476565,0.19719649835281214
M01,200,quench,3,0.2729407452992574,54.59662232265238,split,4.1378135241192044,0.03598157140362291,2.7788679109257366,2.8005112247554953,0.19886602435482284
M01,400,furnace,1,0.2729407452992574,46.12332652046501,split,3.8031927635629814,0.03307177841297545,2.4075760458380207,1.46199022029434,0.19178109087736264
M01,400,furnace,2,0.2729407452992574,45.376973386193704,split,3.772296230932872,0.03280310854941719,2.4115168213544487,1.7622639096451755,0.19115702883226787
M01,400,furnace,3,0.2729407452992574,45.50998854494665,split,3.777821119070525,0.032851151835046964,2.387571823084186,1.3671114451016657,0.19126824925620434
M01,400,quench,1,0.2729407452992574,41.31784943786832,split,3.599621866768162,0.031301567958582986,2.264138292216057,2.46118570736541,0.18776299847831437
M01,400,quench,2,0.2729407452992574,41.4720564553016,split,3.606332888736505,0.03135992561891197,2.1753564827373477,2.307793623979078,0.18789193844285454
M01,400,quench,3,0.2729407452992574,44.464138663450235,split,3.7341603989194136,0.03247148723428774,2.146186421762898,1.7717305858176242,0.190393763458612
M01,600,furnace,1,0.2729407452992574,27.93749320713075,split,2.9599320718145212,0.02573895768165108,1.4447308368693421,2.0021320181395157,0.17657503384063195
M01,600,furnace,2,0.2729407452992574,28.146251503873582,split,2.9709702912709774,0.025834943757201904,1.5116824453797366,2.238495615640514,0.17674958677491154
M01,600,furnace,3,0.2729407452992574,27.190787429676114,split,2.9201080353210274,0.025392656089199262,1.3784364699003337,1.709085870407948,0.17595067693347244
M01,600,quench,1,0.2729407452992574,25.60464591992966,split,2.833657876401091,0.024640903370547116,1.1995313206917375,1.8522386704699905,0.17462442710757933
M01,600,quench,2,0.2729407452992574,23.361344938909358,split,2.7066802125190144,0.023536731842998464,1.2060592384615567,3.221100801282375,0.17274869438308893
M01,600,quench,3,0.2729407452992574,23.70388269016743,split,2.7264514687843806,0.023708658602120125,1.2609274929190712,3.048035856844642,0.1730351068060514
M01,800,furnace,1,0.2729407452992574,15.004022860697761,split,2.1691614898653393,0.018862580099037417,0.8,2.0566952041904303,0.16576073215963472
M01,800,furnace,2,0.2729407452992574,16.271294950658188,split,2.2589108208440654,0.019643021736200326,0.8,1.8591450184342413,0.1668203598021506
M01,800,furnace,3,0.2729407452992574,13.75973367947078,split,2.077270440236908,0.01806351451904295,0.8,2.6660560612118402,0.16472032164151726
M01,800,quench,1,0.2729407452992574,13.73829351350278,split,2.075651426862052,0.01804943591327417,0.8,3.043143046159052,0.1647023944791503
M01,800,quench,2,0.2729407452992574,15.611170899052638,split,2.2126145606370096,0.01924043902369989,0.8,3.163639523983135,0.16626839807419
M01,800,quench,3,0.2729407452992574,12.231588879107704,split,1.9585265564929613,0.017030942242218124,0.8,3.201306304693363,0.16344256567651197
M02,23,furnace,1,0.07036236043401214,54.0925496393921,split,4.11866769318834,0.037498432881450154,3.197127051992916,0.4515009569388042,0.19673557883640236
M02,23,furnace,2,0.07036236043401214,54.515175047033615,split,4.134725975775147,0.03764463560442502,3.2023072526556318,0.3468253670800027,0.19711514874168334
