mix_id,temp_c,cooling,replicate,spalling_depth_mm,spalling_area_pct
M01,23,furnace,1,1.2507058901595964,5.474671878704475
M01,23,furnace,2,0.7798851102862108,0.4531038773457934
M01,23,furnace,3,0.0,4.093741522791021
M01,23,quench,1,4.01062870805611,3.6839101382665715
M01,23,quench,2,1.5411793276927162,8.522751812087158
M01,23,quench,3,5.552239244822346,6.084187558269966
M01,200,furnace,1,4.112123005757763,13.272863452617628
M01,200,furnace,2,1.5313954689599782,11.165066127679152
M01,200,furnace,3,3.8034387232206157,8.886782136087387
M01,200,quench,1,7.2180742441663535,11.172986680515768
M01,200,quench,2,4.429125042005966,12.64620077342382
M01,200,quench,3,7.779545916029526,11.219499276957343
M01,400,furnace,1,7.942359490312082,19.22973762873295
M01,400,furnace,2,5.88241233212137,17.354874520488348
M01,400,furnace,3,6.11466836063542,13.174078713505331
M01,400,quench,1,12.675395241278148,17.326465813651783
M01,400,quench,2,12.689806008187501,17.352152885816956
M01,400,quench,3,11.319930770914592,18.000620127109126
M01,600,furnace,1,10.938791911340314,19.844470369112305
M01,600,furnace,2,10.28828756245418,22.104131773902264
M01,600,furnace,3,11.156676458501417,15.064441059116417
M01,600,quench,1,16.159513373893443,19.431207595244842
M01,600,quench,2,16.048124971998806,25.091216954518007
M01,600,quench,3,15.090652542488316,20.273095008434957
M01,800,furnace,1,13.861625525581879,27.87348756739198
M01,800,furnace,2,14.942980431771597,28.12651424438706
M01,800,furnace,3,13.212610706496472,28.395200847603718
M01,800,quench,1,19.56329182911573,30.697023566352218
M01,800,quench,2,21.948825015027346,32.59152804551411
M01,800,quench,3,19.23604808778129,30.57224001500974
M02,23,furnace,1,0.0,7.16758893290028
M02,23,furnace,2,0.0,2.30311650305976
M02,23,furnace,3,0.0,4.176154081164293
M02,23,quench,1,0.28970668504641317,5.516443943819684
M02,23,quench,2,6.008891387063659,3.748326736785171
M02,23,quench,3,3.7740184964481425,4.556196507612766
M02,200,furnace,1,1.5265756048338817,9.268004515192946
M02,200,furnace,2,0.8258948387195525,7.932948313301101
M02,200,furnace,3,0.0,7.559516591963172
M02,200,quench,1,7.6637528062599065,11.587711024633817
M02,200,quench,2,7.406192086109916,12.720471030125331
M02,200,quench,3,6.077476945028633,13.95597975456727
M02,400,furnace,1,4.794388318239029,12.456212146786186
M02,400,furnace,2,2.845190132255348,14.403870521831209
M02,400,furnace,3,3.258310363275738,12.318052463251826
M02,400,quench,1,7.8671212223494384,18.935606058583534
M02,400,quench,2,8.874455674815882,20.256525061728333
M02,400,quench,3,8.181454978770628,18.272023280180697
M02,600,furnace,1,9.116180454494666,20.04878853219811
M02,600,furnace,2,8.266998142035716,18.202896139811017
M02,600,furnace,3,10.616316928262666,20.31215501025863
M02,600,quench,1,14.315882569204039,21.41420691977807
M02,600,quench,2,13.851603589268091,19.55964599911128
M02,600,quench,3,14.620322553256475,21.54046091423327
M02,800,furnace,1,12.059419864533954,28.40523095855557
M02,800,furnace,2,14.16811988363687,26.04177965399947
M02,800,furnace,3,10.815209078367191,23.671759579716124
M02,800,quench,1,19.78985766137202,29.538703766277116
M02,800,quench,2,17.13922023683327,27.64362746325877
M02,800,quench,3,17.870272784263115,28.793466712302017
M03,23,furnace,1,0.0,3.6427865531185173
M03,23,furnace,2,0.10127842789985059,2.0301185953930467
M03,23,furnace,3,0.0,3.78435559559068
M03,23,quench,1,5.488332459032699,5.7315934364572945
M03,23,quench,2,5.83458222878677,4.320908011592039
M03,23,quench,3,7.931419107691582,8.168027951405975
M03,200,furnace,1,5.819631642628676,7.478908591264565
M03,200,furnace,2,1.8445623857718128,9.84363097645512
M03,200,furnace,3,5.246888564406904,8.339521042215848
M03,200,quench,1,8.470555124558064,9.26386132861604
M03,200,quench,2,8.869528087023737,7.457033539820512
M03,200,quench,3,8.549542256204012,10.862282263108279
M03,400,furnace,1,8.577051193284007,12.166822479335323
M03,400,furnace,2,4.240956693441284,12.705195534174297
M03,400,furnace,3,8.503520677500424,16.04655774390649
M03,400,quench,1,10.18399855638354,21.59078733189159
M03,400,quench,2,9.49025060575405,20.81405162102512
M03,400,quench,3,11.291148841560386,14.833777677375416
M03,600,furnace,1,11.65167523270195,20.53186516112345
M03,600,furnace,2,8.602635283123966,21.53970626847145
M03,600,furnace,3,13.108431871840201,23.84542886340333
M03,600,quench,1,16.1916588174799,26.776441848616802
M03,600,quench,2,14.712071400537177,24.675029368988096
M03,600,quench,3,15.908849656787241,22.07548989096729
M03,800,furnace,1,14.273021609431382,28.113594214560003
M03,800,furnace,2,15.818894585568348,28.451939631782334
M03,800,furnace,3,15.70163143391509,29.94304137906242
M03,800,quench,1,21.62924805444151,28.144340279834285
M03,800,quench,2,18.98519942872743,34.00766459437355
M03,800,quench,3,21.381712060638314,30.146219141037154
M04,23,furnace,1,0.0,4.866115921255165
M04,23,furnace,2,0.8293625148791754,6.531213007789887
M04,23,furnace,3,1.3378941028143845,3.4643218220037415
M04,23,quench,1,3.3576430277394707,5.934403073140791
M04,23,quench,2,5.540440247012412,4.5785329001048405
M04,23,quench,3,1.8109327028221474,4.255659387022964
M04,200,furnace,1,3.701590110016045,12.323062757207774
M04,200,furnace,2,2.1966309750356894,9.724141591831652
M04,200,furnace,3,2.481955716936196,11.697142636087458
M04,200,quench,1,7.649927994780442,14.239362152893024
M04,200,quench,2,8.475887323808726,15.899411456816566
M04,200,quench,3,9.40713245447515,11.590097626089552
M04,400,furnace,1,6.629517368666262,16.55008963061399
M04,400,furnace,2,10.155636749739553,18.772454561952312
M04,400,furnace,3,5.1000256196720475,14.995527937202294
M04,400,quench,1,12.136239386278515,18.158031451946393
M04,400,quench,2,12.37911561798278,16.59607835308498
M04,400,quench,3,10.960802654914005,16.295771977610606
M04,600,furnace,1,12.141678809023285,22.659469176124816
M04,600,furnace,2,8.971306298580885,21.36091439439452
M04,600,furnace,3,9.735294964892864,20.390519246746106
M04,600,quench,1,20.651287842635224,27.72422365004277
M04,600,quench,2,17.907895149587574,26.713675325607813
M04,600,quench,3,17.667953975058047,25.6103963845175
M04,800,furnace,1,15.611322672046002,28.21494105796322
M04,800,furnace,2,14.71637685172777,27.32939735547241
M04,800,furnace,3,16.209525244766198,26.97687047931374
M04,800,quench,1,20.551692475188066,25.943002720851737
M04,800,quench,2,22.588002892269436,26.173901193361576
M04,800,quench,3,22.523079198602858,28.92341158356267
M05,23,furnace,1,2.0112481893895007,7.210367527734462
M05,23,furnace,2,2.408491634257376,2.0218846043667025
M05,23,furnace,3,3.0451264812568084,5.167600984506665
M05,23,quench,1,4.719160375837023,6.081305494663621
M05,23,quench,2,7.64091699129709,8.815737555833634
M05,23,quench,3,6.679896826061766,8.936193699910506
M05,200,furnace,1,3.851442632193706,5.7742365266767655
M05,200,furnace,2,4.229706309061024,9.973747420370282
M05,200,furnace,3,4.293464893243072,7.397600830967113
M05,200,quench,1,10.217355881332807,11.992211699233462
M05,200,quench,2,12.044129205672803,14.596282658059724
M05,200,quench,3,8.801782204796067,12.578734732016674
M05,400,furnace,1,5.126338699802654,16.729469839013248
M05,400,furnace,2,7.037651348354436,17.40723519854405
M05,400,furnace,3,9.780764852056114,16.736605842821028
M05,400,quench,1,14.036318460896647,16.77628523933987
M05,400,quench,2,15.976021865705352,18.52747678289963
M05,400,quench,3,14.396421921617595,18.592194244715962
M05,600,furnace,1,14.559628568813565,23.24691141158412
M05,600,furnace,2,10.769606066739236,19.221284973211898
M05,600,furnace,3,11.550853151235797,20.847910738808313
M05,600,quench,1,18.593679066572065,26.945048781402164
M05,600,quench,2,16.68520315131895,19.463391711781497
M05,600,quench,3,18.860389135981105,24.284621290399805
M05,800,furnace,1,16.61520610562946,28.938954579546458
M05,800,furnace,2,16.287625862162376,29.584116178315945
M05,800,furnace,3,16.277491064127936,28.8309303255836
M05,800,quench,1,20.10404182544499,31.085573784994793
M05,800,quench,2,19.253356737863427,30.79024860098387
M05,800,quench,3,21.828189390727847,32.914121241758124
M06,23,furnace,1,0.0,4.108846275275635
M06,23,furnace,2,0.0,2.387418116475415
M06,23,furnace,3,0.40362501662115324,4.960925802954414
M06,23,quench,1,1.7657686098254382,3.4306290737269043
M06,23,quench,2,0.0,3.247311339550256
M06,23,quench,3,0.1753719689089155,3.636453846463365
M06,200,furnace,1,2.75362851382112,8.062182215167944
M06,200,furnace,2,2.0453826086539344,8.819472624545996
M06,200,furnace,3,0.0,4.8391280976616615
M06,200,quench,1,6.7246990886676485,10.703945327911438
M06,200,quench,2,5.060195930405902,10.460621592862552
M06,200,quench,3,7.484815018234733,9.865496526265536
M06,400,furnace,1,4.676834511358637,12.481191507457575
M06,400,furnace,2,4.722468565360306,12.18750614752379
M06,400,furnace,3,1.2222797638812684,12.578861817305441
M06,400,quench,1,11.965802028374316,18.46518543285139
M06,400,quench,2,12.426213393931825,13.0800421540774
M06,400,quench,3,9.410697285185949,17.062555991990983
M06,600,furnace,1,8.221104699638039,17.22962658793531
M06,600,furnace,2,11.0977451440721,21.57933700031499
M06,600,furnace,3,10.632828665412427,20.46301833314474
M06,600,quench,1,14.063665422268613,24.490714049935416
M06,600,quench,2,12.339845733119787,24.79414257801353
M06,600,quench,3,13.020364496297052,22.819462318700314
M06,800,furnace,1,13.333410071002097,24.58349563499208
M06,800,furnace,2,11.976008192852719,27.094972658690754
M06,800,furnace,3,12.962946060290136,23.22618359796744
M06,800,quench,1,19.06163396856956,28.44605825930973
M06,800,quench,2,19.03931939041703,27.86002601859153
M06,800,quench,3,17.64918342007039,25.96049106490417
M07,23,furnace,1,0.0,4.091936927068276
M07,23,furnace,2,0.0,0.5852871806784723
M07,23,furnace,3,0.0,0.7022846600377026
M07,23,quench,1,2.6839900646239636,4.42830337990616
M07,23,quench,2,3.0437926285482644,8.016806719439336
M07,23,quench,3,3.600959109640031,4.661530583509492
M07,200,furnace,1,3.896212019100928,10.3292566951563
M07,200,furnace,2,1.0717601669175225,8.92777968979751
M07,200,furnace,3,0.6749432402587966,7.04889027410982
M07,200,quench,1,6.8473621642248865,11.104268724332053
M07,200,quench,2,4.707395813144002,10.785629650430462
M07,200,quench,3,4.6262486137272125,7.391017896332606
M07,400,furnace,1,3.916901041677645,16.93692247874851
M07,400,furnace,2,5.029899908526845,15.00136731888811
M07,400,furnace,3,5.416997728281786,9.599382218923624
M07,400,quench,1,7.529480710612663,20.669599906138615
M07,400,quench,2,10.434467282568685,16.189924790355906
M07,400,quench,3,10.270654177383278,16.534004627790747
M07,600,furnace,1,9.023684730632903,16.716501150411876
M07,600,furnace,2,9.530589245710486,18.79671547538297
M07,600,furnace,3,9.247991677241394,17.05021655186063
M07,600,quench,1,12.274639324345252,20.621915616113625
M07,600,quench,2,17.62429191187117,22.991535112496468
M07,600,quench,3,14.534049518069306,20.83414331144985
M07,800,furnace,1,11.995624924440367,24.82812101466015
M07,800,furnace,2,13.005105284930266,21.339567095586165
M07,800,furnace,3,14.11190308951034,24.354568912809125
M07,800,quench,1,21.392258344551614,27.872213793290264
M07,800,quench,2,15.497588285459049,30.96353321845441
M07,800,quench,3,18.12874237912304,26.532148893204557
M08,23,furnace,1,0.47450471367958447,5.386398829699645
M08,23,furnace,2,3.0969502929775423,4.076438928217941
M08,23,furnace,3,0.0,4.485371647574057
M08,23,quench,1,7.215326778730221,6.831416921589786
M08,23,quench,2,6.959385169025698,5.724376256757757
M08,23,quench,3,5.359304060080591,7.21296221520592
M08,200,furnace,1,1.66910946862943,9.198645042599315
M08,200,furnace,2,4.655203677511105,12.246372231582772
M08,200,furnace,3,4.523259993682368,9.405346422205545
M08,200,quench,1,9.856798901666066,12.986104453593374
M08,200,quench,2,8.985507267132226,12.86887170446936
M08,200,quench,3,9.167132745449129,13.326196419187374
M08,400,furnace,1,5.90818044414841,17.723222522360444
M08,400,furnace,2,7.5644808578929545,16.483744342143396
M08,400,furnace,3,8.165362277914042,13.268844623754802
M08,400,quench,1,12.910127988320475,16.7339488013096
M08,400,quench,2,14.544150398781374,20.57851567568239
M08,400,quench,3,14.198714400501332,20.45149916343313
M08,600,furnace,1,10.8302852825865,22.898188284450843
M08,600,furnace,2,11.460537919742622,20.260854710822255
M08,600,furnace,3,10.900944100549275,18.947535157093363
M08,600,quench,1,15.72879195042352,20.641939448084855
M08,600,quench,2,18.34983487207092,20.305342471031537
M08,600,quench,3,16.151721743583245,26.61737680042893
M08,800,furnace,1,15.933805839602421,28.918758135084566
M08,800,furnace,2,16.463456242103934,25.90948285913596
M08,800,furnace,3,18.153745843366625,27.322260248491492
M08,800,quench,1,22.508583841912248,31.010596577545023
M08,800,quench,2,22.877557715801704,27.772791621915122
M08,800,quench,3,18.56002214415057,33.86337696503717
M01,23,furnace,,0.0,2.2663210564762823
M01,23,quench,,3.4539331290677713,6.198584607784933
M01,200,furnace,,0.9334305936770926,8.370931017519808
M01,200,quench,,9.023065544281902,10.936352435680995
M01,400,furnace,,4.362037702234115,14.686529586144003
M01,400,quench,,14.16752307378492,17.364855464222966
M01,600,furnace,,11.203777339812145,18.122034282461836
M01,600,quench,,15.796382246917283,23.23510597786674
M01,800,furnace,,13.70094679944454,23.85649038742522
M01,800,quench,,18.773688619311447,30.154013725833913
M02,23,furnace,,0.0,3.2738438073124665
M02,23,quench,,0.0,4.756723643959136
M02,200,furnace,,2.0107081137152973,6.668085603980464
M02,200,quench,,8.644782972295154,11.179016155446208
M02,400,furnace,,6.733796414901954,12.365892548813296
M02,400,quench,,9.347115351662001,17.484389597317627
M02,600,furnace,,7.335513822685231,21.137845583991684
M02,600,quench,,14.122753137590397,22.411073469304235
M02,800,furnace,,13.640841059921097,25.268616767214443
M02,800,quench,,17.641307235948023,29.5475968553525
M03,23,furnace,,1.2601306977931475,3.4773174188462566
M03,23,quench,,9.116477264045042,5.6782280508033995
M03,200,furnace,,4.964056391403654,8.710997237148675
M03,200,quench,,7.98949128426053,12.515246131078559
M03,400,furnace,,9.601533217062755,14.270163291501383
M03,400,quench,,11.040776021819031,17.99472726835873
M03,600,furnace,,9.084451226055908,20.2205665947938
M03,600,quench,,16.419180772136016,24.380047185407935
M03,800,furnace,,16.23570377950571,25.54958768282328
M03,800,quench,,20.3360023944256,28.64408185946387
M04,23,furnace,,0.4075207110394924,2.365123726391338
M04,23,quench,,3.869860521210306,7.724439233236242
M04,200,furnace,,2.544938286322013,10.28762320730341
M04,200,quench,,6.840817414386168,12.460490413119782
M04,400,furnace,,7.702357447404368,16.247607763741847
M04,400,quench,,12.778083287033057,16.686681351413984
M04,600,furnace,,11.3118147292823,23.095146918046726
M04,600,quench,,16.27582216985615,24.918738019293514
M04,800,furnace,,14.643265262658696,27.326807381644844
M04,800,quench,,22.12893370907655,29.842141750811056
M05,23,furnace,,0.5242725800831216,5.472704055268079
M05,23,quench,,5.286419647065529,6.616861467828441
M05,200,furnace,,5.1619737675741995,9.579301642460896
M05,200,quench,,9.254976091177356,13.242200985581224
M05,400,furnace,,7.683572059771166,15.148852537855774
M05,400,quench,,14.804608828875706,20.16255220652371
M05,600,furnace,,12.599200822604498,20.555317877431342
M05,600,quench,,16.25073523004212,25.394138538074884
M05,800,furnace,,15.90893120492245,26.781620508499216
M05,800,quench,,21.30268702274626,31.30540730111194
M06,23,furnace,,0.0,1.5659521114311767
M06,23,quench,,0.0,5.483261074076045
M06,200,furnace,,0.0,8.042447099715226
M06,200,quench,,3.797118816882352,11.458068095382474
M06,400,furnace,,5.993393052944672,13.020744437454336
M06,400,quench,,7.554309136566602,16.99973841586991
M06,600,furnace,,10.04400304352424,20.83630086241608
M06,600,quench,,13.814562165992115,23.634382995912755
M06,800,furnace,,13.774370083673563,24.389763550069564
M06,800,quench,,17.197339650141807,28.574720756262717
M07,23,furnace,,0.0,2.218957049214852
M07,23,quench,,0.9519221026584992,6.251477295096348
M07,200,furnace,,0.6777778058290779,6.8536083047205185
M07,200,quench,,5.101093509603047,10.3810542247443
M07,400,furnace,,5.831120189938132,15.55451409749194
M07,400,quench,,11.724397795217449,18.20975903233641
M07,600,furnace,,8.483996241507114,22.005623632154077
M07,600,quench,,15.469131361696578,23.27690036187087
M07,800,furnace,,11.547816366969865,25.89392027015179
M07,800,quench,,15.857759253928533,29.443012072853104
M08,23,furnace,,0.0,4.258280291281391
M08,23,quench,,6.70545833395691,7.152876111936124
M08,200,furnace,,5.842183075133669,9.375472388304864
M08,200,quench,,10.671057182022103,12.102249861458843
M08,400,furnace,,8.753372372792745,15.894522756214107
M08,400,quench,,12.140750634371463,18.949711587924224
M08,600,furnace,,12.54001228594763,20.232588566421693
M08,600,quench,,17.788141369739105,24.617849446566414
M08,800,furnace,,17.004942244434073,28.62888550157102
M08,800,quench,,19.35529821447523,31.10667595263135
