Time_s,PG01,PG02,PG03,PG04,PG05,PG06,PG07,PG08,PG09,PG10,PG11,PG12,PG13,PG14
28.000093,101355.833691,101268.688322,101405.819399,101233.950976,101336.812622,101241.457205,101369.930440,101337.815258,101381.564409,101335.635401,101268.491875,101409.493020,101355.728474,101416.374862
28.000193,101226.483977,101287.311197,101357.212413,101283.974434,101310.351766,101227.899199,101318.321923,101373.998061,101291.380656,101368.696815,101402.162229,101345.795489,101406.084482,101526.744909
28.000293,101278.981771,101198.156704,101258.762916,101310.978408,101363.937372,101255.319716,101334.694140,101328.582852,101349.930245,101361.528572,101400.111407,101429.882731,101400.615966,101314.014414
28.000393,101279.570912,101273.002377,101342.727605,101298.527326,101290.554585,101357.154096,101389.194981,101366.762832,101304.311530,101343.419311,101303.161537,101316.383086,101463.660167,101429.157261
28.000493,101294.544210,101308.636694,101250.764596,101228.256544,101341.893874,101396.235488,101233.189270,101352.357343,101412.114329,101404.631311,101289.454276,101428.424149,101362.356544,101322.786277
28.000593,101343.642550,101277.987557,101279.813188,101276.320153,101321.609772,101396.479194,101286.784878,101289.277947,101414.646862,101386.633468,101459.185454,101511.874231,101350.013534,101408.910053
28.000693,101237.697313,101328.244449,101337.665872,101296.338900,101367.803477,101396.429003,101339.803374,101405.034771,101284.161568,101519.502444,101313.156254,101420.230210,101434.957738,101526.004381
28.000793,101227.915471,101297.949596,101300.170655,101395.456684,101317.114249,101291.768623,101305.243868,101415.804183,101369.036074,101311.625234,101370.728519,101374.874399,101276.073941,101432.179962
28.000893,101282.667688,101290.815254,101336.828821,101331.807250,101324.560841,101301.101521,101288.077882,101405.128562,101399.174845,101379.930508,101380.785240,101288.349277,101327.092011,101414.728461
28.000993,101242.856174,101424.002497,101255.328316,101275.665610,101302.497310,101329.889961,101326.250250,101255.165640,101298.411456,101422.311821,101444.997065,101322.324472,101345.692051,101328.660539
28.001093,101255.393632,101296.505803,101256.406499,101390.901388,101384.003587,101214.898017,101417.538097,101406.967898,101375.832342,101394.157059,101370.230698,101420.705071,101339.590306,101417.784295
28.001193,101327.734031,101247.165585,101258.505026,101367.368261,101232.816564,101384.898384,101365.921212,101316.563037,101412.981525,101359.426258,101515.167999,101435.774069,101367.529399,101389.582722
28.001293,101281.884548,101314.622335,101232.347339,101283.736520,101369.197290,101337.045874,101389.318878,101263.204102,101286.519212,101357.900764,101404.608529,101295.384743,101432.547871,101366.026174
28.001393,101323.704256,101319.085152,101206.658212,101237.852535,101431.658988,101320.422978,101362.481322,101348.261076,101388.566257,101364.987933,101330.223442,101384.535400,101458.449843,101430.539403
28.001493,101235.547814,101241.974346,101271.937597,101293.678894,101337.081624,101361.576091,101353.308835,101391.846590,101391.936061,101421.984956,101377.620607,101315.567574,101464.534155,101463.069273
28.001593,101261.459247,101361.711828,101356.618334,101325.293795,101342.512178,101299.971178,101376.682493,101369.811424,101363.270622,101426.668318,101342.713435,101391.795339,101414.815056,101423.128651
28.001693,101304.819666,101302.109198,101199.337435,101282.328538,101279.897728,101289.714145,101290.223709,101450.085358,101385.439676,101398.623607,101435.812454,101477.608730,101318.749921,101432.635088
28.001793,101255.986842,101204.865800,101376.458203,101335.495311,101363.321754,101292.134838,101364.349633,101298.229562,101402.669647,101507.200821,101436.864575,101516.075827,101352.986655,101399.696613
28.001893,101227.148533,101301.342232,101266.697416,101298.098963,101283.809856,101244.910229,101285.098483,101398.236722,101407.184712,101439.170835,101316.811409,101392.308579,101468.109192,101359.682907
28.001993,101271.523304,101261.946933,101336.506153,101283.381547,101354.995557,101327.034179,101369.188671,101297.431640,101362.106364,101532.797488,101463.531104,101422.268916,101464.702548,101386.468190
