Time_s,PG01,PG02,PG03,PG04,PG05,PG06,PG07,PG08,PG09,PG10,PG11,PG12,PG13,PG14
29.000097,101316.722981,101262.515147,101254.177657,101346.707765,101361.875602,101184.234671,101370.489401,101325.166433,101337.170468,101387.481538,101448.994180,101403.614405,101440.200716,101421.885123
29.000197,101250.029426,101313.630484,101316.214022,101292.703359,101290.932294,101335.348658,101290.142253,101267.600786,101412.108696,101310.840327,101327.266313,101344.955195,101348.324784,101422.896727
29.000297,101273.206197,101282.282308,101249.503912,101411.317233,101233.600212,101390.957448,101271.917939,101456.546669,101383.105201,101292.030008,101267.129231,101328.736443,101385.192642,101406.426756
29.000397,101276.953116,101315.032361,101291.450401,101285.977208,101218.118431,101339.368280,101357.403305,101378.979061,101369.408217,101354.720353,101367.541604,101333.934740,101412.301204,101366.368182
29.000497,101222.417907,101321.329093,101255.986678,101348.336796,101307.707507,101321.597205,101303.085274,101338.363456,101381.591765,101380.507516,101397.277888,101425.602878,101394.011250,101317.689247
29.000597,101306.327750,101284.940719,101260.424936,101359.598986,101323.995905,101273.414554,101311.177233,101315.294072,101350.948448,101454.483983,101441.589698,101409.245064,101465.770692,101362.429502
29.000697,101257.490268,101266.411262,101191.516806,101272.704860,101274.203156,101361.255005,101283.279303,101344.940714,101377.642686,101453.495181,101337.893642,101391.955821,101374.854738,101313.956737
29.000797,101203.821590,101340.619484,101274.459476,101308.069696,101300.810018,101325.153879,101338.757873,101367.599532,101394.449638,101432.782218,101353.328791,101362.952747,101387.242899,101420.621809
29.000897,101288.706909,101182.473579,101284.213636,101338.963950,101222.086520,101290.639825,101259.896840,101298.761972,101323.796494,101443.162934,101468.809846,101439.176008,101422.502994,101375.123034
29.000997,101228.561319,101328.309022,101268.855173,101291.279102,101271.745908,101303.736433,101269.882543,101299.261559,101360.784436,101362.104040,101299.000385,101441.070924,101464.028032,101296.627943
29.001097,101348.206672,101260.091369,101233.222941,101338.971182,101327.364009,101390.909589,101299.575342,101422.441076,101444.584484,101436.327629,101283.286433,101405.820254,101375.186175,101407.704376
29.001197,101358.372123,101274.212223,101325.550453,101308.822748,101290.673843,101329.427019,101289.770416,101256.329711,101358.250534,101378.573032,101369.574717,101326.102860,101407.203456,101357.778017
29.001297,101301.451191,101256.575648,101258.077875,101321.484838,101261.500456,101300.781626,101337.609524,101343.584899,101402.388712,101380.985258,101376.238240,101414.753201,101468.652419,101440.067423
29.001397,101251.780449,101194.874438,101322.804582,101258.830636,101330.972551,101360.507967,101355.533268,101296.224256,101413.139749,101380.058327,101338.491567,101387.977717,101380.689964,101357.498655
29.001497,101271.066118,101331.495686,101374.694085,101235.468564,101421.281580,101378.565626,101277.145950,101350.102188,101362.163588,101387.220214,101363.484613,101399.369790,101397.321295,101426.865161
29.001597,101322.815098,101350.282795,101302.990404,101325.031978,101299.732286,101315.914836,101358.303825,101304.135275,101317.541097,101361.614637,101433.612707,101392.655624,101382.224892,101216.040378
29.001697,101283.922344,101194.572724,101314.080680,101302.022111,101348.011240,101195.418354,101340.276894,101407.108111,101335.093486,101366.439081,101431.916508,101398.681186,101388.355244,101428.295658
29.001797,101303.648842,101347.592166,101252.756566,101378.592456,101411.101046,101387.606759,101345.825015,101323.644412,101407.633724,101384.264428,101430.873833,101439.268831,101372.883454,101393.658447
