Measurement_Point,X_Position_mm,Y_Position_mm,Psi_Angle_deg,Sin2_Psi,Peak_Position_deg,Peak_Shift_deg,Calculated_Stress_MPa,FWHM_deg,Intensity_counts
anode_center,2,1.0,0,0.0,3.00425191113747,0.01786562843023054,-10.455794517162076,0.18421764917866432,1702.3695947953581
anode_center,2,1.0,15,0.06698729810778066,2.981204397783532,-0.005181884923707525,-10.455794517162076,0.158942232695245,1384.5344957552857
anode_center,2,1.0,30,0.24999999999999994,2.9986208684481155,0.012234585740876103,-10.455794517162076,0.17256228614235736,2005.1883689729773
anode_center,2,1.0,45,0.4999999999999999,2.9866579926742642,0.00027170996702485795,-10.455794517162076,0.19130590685162846,955.2448008854313
anode_center,2,1.0,60,0.7499999999999999,2.9877438158063465,0.0013575330991071333,-10.455794517162076,0.1572796880871598,899.6904089591277
anode_center,2,1.0,75,0.9330127018922194,2.9739793006806323,-0.01240698202660706,-10.455794517162076,0.15868991751521055,1587.8516305429862
electrolyte,5,2.5,0,0.0,2.998918376569549,0.01253209386230969,-66.65688829508031,0.16622098818181902,1696.109679895729
electrolyte,5,2.5,15,0.06698729810778066,2.9800920070902746,-0.006294275616964828,-66.65688829508031,0.15206516236703121,1735.044491337606
electrolyte,5,2.5,30,0.24999999999999994,2.9725036184569684,-0.01388266425027096,-66.65688829508031,0.14157012591783638,2049.0485596888275
electrolyte,5,2.5,45,0.4999999999999999,2.983815031017285,-0.0025712516899543125,-66.65688829508031,0.10926867229273322,1014.45091597013
electrolyte,5,2.5,60,0.7499999999999999,2.9761089624631074,-0.010277320244131971,-66.65688829508031,0.1813357210531844,1468.5709131027993
electrolyte,5,2.5,75,0.9330127018922194,2.9896207159642585,0.0032344332570191092,-66.65688829508031,0.15711091696018586,2238.00919713252
cathode_center,8,4.0,0,0.0,2.9770531579753636,-0.009333124731875753,-4.742041680490843,0.1952060932551851,1237.9687065095336
cathode_center,8,4.0,15,0.06698729810778066,3.0105546567460935,0.02416837403885408,-4.742041680490843,0.19874301237431358,1238.6103222935635
cathode_center,8,4.0,30,0.24999999999999994,2.978915992136544,-0.0074702905706955924,-4.742041680490843,0.11954131859837783,2097.3317283272354
cathode_center,8,4.0,45,0.4999999999999999,2.998641791384768,0.01225550867752867,-4.742041680490843,0.1877410968149272,2310.1332294756103
cathode_center,8,4.0,60,0.7499999999999999,2.982993255151928,-0.0033930275553113454,-4.742041680490843,0.12449497780353944,1393.2916423666356
cathode_center,8,4.0,75,0.9330127018922194,2.9879918055317596,0.0016055228245202002,-4.742041680490843,0.1968651970011392,2144.1306626731157
anode_electrolyte_interface,3,1.5,0,0.0,2.9795553410094424,-0.006830941697796966,26.39914306164539,0.14894315827044585,2452.1425808837384
anode_electrolyte_interface,3,1.5,15,0.06698729810778066,3.0000851523527556,0.013698869645516254,26.39914306164539,0.18367788891769532,1999.9799388707056
anode_electrolyte_interface,3,1.5,30,0.24999999999999994,2.9735168656049065,-0.012869417102332914,26.39914306164539,0.11245136609226229,1789.2009623107547
anode_electrolyte_interface,3,1.5,45,0.4999999999999999,2.9938856734940686,0.007499390786829263,26.39914306164539,0.18791842518850396,2379.2207847681357
anode_electrolyte_interface,3,1.5,60,0.7499999999999999,2.987330861058654,0.0009445783514148154,26.39914306164539,0.18809981873279807,2145.027101118759
anode_electrolyte_interface,3,1.5,75,0.9330127018922194,2.9902118509194335,0.0038255682121941526,26.39914306164539,0.13957190893087967,1333.9922008133444
electrolyte_cathode_interface,7,3.5,0,0.0,2.982261637758331,-0.004124644948908518,66.41721971452165,0.18154888116342593,2127.9327568381786
electrolyte_cathode_interface,7,3.5,15,0.06698729810778066,2.976846868472474,-0.009539414234765342,66.41721971452165,0.18822265644625635,2289.6728899032114
electrolyte_cathode_interface,7,3.5,30,0.24999999999999994,2.9944113880563066,0.008025105349067196,66.41721971452165,0.11760914734347473,921.8472128084645
electrolyte_cathode_interface,7,3.5,45,0.4999999999999999,2.9707949429975202,-0.015591339709719154,66.41721971452165,0.17952626378400893,2255.969301651021
electrolyte_cathode_interface,7,3.5,60,0.7499999999999999,2.988167141282803,0.0017808585755636486,66.41721971452165,0.1989111482291849,833.1529302079857
electrolyte_cathode_interface,7,3.5,75,0.9330127018922194,2.9721758332267263,-0.014210449480513088,66.41721971452165,0.1690411417146146,1997.6685657523633
