Sample_ID,Time_hours,Flow_Rate_L_per_min,Settlement_mm,Sinkhole_Diameter_m,Soil_Layer,Moisture_Content_percent,Pipeline_Depth_m,Pressure_kPa,Cavity_Volume_m3,Failure_Occurred
1,0.0,21.854305348131312,0.5989319409563947,1.3330981797737884,Clay Middle,26.001838809163118,3.3190787833989415,58.15448708539162,8.170531631429721,1
2,0.48096192384769537,47.78214378844623,0.9829711581624396,2.9385542632026116,Clay Middle,22.773055972596943,2.9448649368917255,64.42573210397471,11.398182651635281,0
3,0.9619238476953907,37.93972738151323,1.1681608089396196,4.428256261443837,Sandy Clay Top,18.27367602930603,4.874328439964098,161.0913373103786,4.672877246599093,0
4,1.442885771543086,31.93963178886665,2.0086143926836177,3.7950119888430254,Sandy Clay Top,20.47582615028213,3.357038967375285,118.88698480487085,6.283071109461165,1
5,1.9238476953907815,12.020838819909644,2.5857791845080254,4.129525165376524,Clay Middle,33.56635065697154,4.407432787522783,205.50989059274843,10.720387375630782,0
6,2.4048096192384767,12.01975341512912,2.6745160115582696,3.464525150198228,Sandy Clay Top,28.519645511727106,4.409025405560731,298.11057234369474,5.8545586929737565,0
7,2.885771543086172,7.613762547568976,3.8836665575578335,3.615244540330336,Sandy Clay Top,24.92095677359773,5.49617578962053,146.5807932691165,8.868723533868934,1
8,3.3667334669338675,43.97792655987208,4.74816381324147,4.321380432043936,Clay Middle,15.25429779973787,4.194115810435938,193.46031352612835,2.8620544083294215,1
9,3.847695390781563,32.0501755284444,6.244033075758187,1.6235060398663368,Sandy Clay Top,34.848308009789406,3.759691244828941,153.90097397683388,9.03659259306042,0
10,4.328657314629258,36.86326600082205,6.890835077856254,2.702412336394132,Sandy Clay Bottom,28.429098697892865,2.1249209687843265,261.81791693046483,12.936554237680713,0
11,4.809619238476953,5.92630224331111,7.36603708765194,1.49544248818821,Sandy Clay Bottom,21.3384495468989,2.0208192300541743,275.5591008655595,13.042730633369041,0
12,5.290581162324649,48.645943347289744,7.636888340948497,4.944506035984912,Sandy Clay Bottom,32.58537319995676,2.1944470437738572,269.338903051315,10.892731654310142,1
13,5.771543086172344,42.45991883601898,8.986397521722056,4.74826702858976,Sandy Clay Bottom,20.168632405836362,2.2733181659719253,293.5930596698144,11.211725348234278,0
14,6.25250501002004,14.555259980522427,9.991593711745516,0.6774206511582765,Clay Middle,25.880331583655032,4.370446916986353,56.87979628510382,8.41311893274544,1
15,6.733466933867735,13.182123524319527,10.014730181072077,3.675088276320598,Clay Middle,27.721415274596502,4.834415626235604,259.95404053638276,8.81155454347079,0
16,7.214428857715431,13.253202943404522,10.028090589505332,4.663617428370496,Clay Middle,19.421267429074568,3.884961853168884,237.9430432597733,2.091393663016718,0
17,7.695390781563126,18.690900933179197,10.264264470296963,1.3125890530730009,Sandy Clay Bottom,34.56794557601192,5.23057979645471,107.17360235009119,6.7135019074773865,1
18,8.176352705410821,28.614039423450702,11.096088331795006,3.0557535374868325,Sandy Clay Bottom,29.96383811957995,5.960684520301349,289.0800233468819,6.816566629906821,1
19,8.657314629258517,24.43752583889521,13.27822606590509,4.619697339146188,Sandy Clay Top,26.156264510221398,5.1900568310371025,87.04448205748636,14.381617751449328,0
20,9.138276553106213,18.105311308911887,13.359730820872329,0.6527569036360947,Sandy Clay Top,18.611891963506018,4.626970681541817,219.88748178347709,6.523194253087012,0
21,9.619238476953907,32.53338026250708,13.810592885980197,3.6383912026107796,Sandy Clay Bottom,16.077164139960523,3.89621714746716,106.22255420397812,8.28520540905109,0
22,10.100200400801603,11.277223729341882,14.050329735859245,1.8380705331764784,Sandy Clay Bottom,21.40119665041967,3.519838822536187,157.84516219351866,8.045445849258627,1
23,10.581162324649299,18.146509184084817,15.802184013047226,4.6597828791943865,Sandy Clay Bottom,30.063746718268057,1.8797657124504406,229.78997423614223,9.587749583960475,1
24,11.062124248496994,21.486282948216125,16.725140616764044,4.869762103244155,Sandy Clay Bottom,20.3866259660405,3.2971593677761093,190.83116050826166,11.248669186845248,0
25,11.543086172344688,25.523149289766618,17.636235639998972,4.749199201010453,Sandy Clay Top,25.791124409910104,5.595605865519604,156.8754578320279,3.453123954945995,1
26,12.024048096192384,40.33291826268561,17.95244342556886,2.633963974958587,Sandy Clay Bottom,29.558943534614862,5.136101834579488,131.5846077329968,7.977993844566692,0
27,12.50501002004008,13.985320197126189,18.220360893732533,4.379191929451911,Sandy Clay Top,17.158874292929287,2.4722311425525927,259.9149139271976,12.406173839008853,0
28,12.985971943887774,28.140549728612523,18.380055339807562,4.300472293407816,Sandy Clay Bottom,28.705960322317466,3.599735031137471,85.95358757870343,7.00040923617892,0
29,13.46693386773547,31.65865559879191,18.40906882172998,1.9359521295946505,Sandy Clay Bottom,16.837417754200892,5.175254411513451,157.52571913245004,4.249017440966237,0
30,13.947895791583166,7.090268572399898,19.409281891731638,4.230119633678048,Sandy Clay Bottom,34.30259484253993,1.8032304965348513,275.93939294378555,9.855165222808855,0
31,14.428857715430862,32.339518335564726,20.2473406113566,0.6665343562197168,Sandy Clay Top,24.767882601298794,3.243266635508967,261.46238761499194,12.374134197406931,0
32,14.909819639278556,12.673585565928118,24.33356341026564,3.1832144531692386,Sandy Clay Top,18.01352215419755,5.333285565932764,150.2354406182617,1.0407903646181307,0
33,15.390781563126252,7.927321684337578,27.181000110637807,1.5350397677946637,Clay Middle,21.84767272067093,3.317540388765557,240.77709090032707,11.674178202767685,1
34,15.871743486973948,47.699849176399994,27.586325906958503,1.0425509859977546,Sandy Clay Bottom,23.268328985905228,1.8492659012914838,255.79020767721482,12.34255420113039,0
35,16.352705410821642,48.45344148835517,28.318967452061635,0.8462894073314412,Clay Middle,30.163700221530746,3.9414046583951317,272.22185600090745,6.976691621070241,0
36,16.83366733466934,41.37788066524075,29.767053293498854,3.633299491451629,Clay Middle,29.868475721532185,5.377841227132329,186.126442262307,14.751254286595165,0
37,17.314629258517034,18.70761961280168,30.714439300853478,2.0294373369562977,Sandy Clay Top,27.23881010674662,4.156284943289219,101.11522151367795,11.821954276538905,1
38,17.795591182364728,9.395245130287275,30.85651552314405,3.7614504718794266,Sandy Clay Top,17.11861425116986,2.518255986964043,113.82726912598291,11.62757221694542,0
39,18.276553106212425,35.79048619304706,31.15592893684398,0.7941035335952407,Clay Middle,18.031387431753473,3.229078290618216,123.92366851040106,11.242794758739869,0
40,18.75751503006012,24.80686221828206,31.225077109000527,1.9188065202377464,Sandy Clay Bottom,16.875138412911134,3.5255551253186947,198.45062020240388,2.3440607379522826,1
41,19.238476953907814,10.491720568015047,32.76518900222138,2.9277108156890175,Sandy Clay Top,26.543455665751,4.106698592192371,58.20240603215211,3.336740208149861,0
42,19.71943887775551,27.28296095500716,33.23111285351569,4.058254241775336,Sandy Clay Bottom,32.542768830228084,4.917079615886759,209.01061719499208,7.013452958819933,0
43,20.200400801603205,6.547483450184828,33.36091471622493,1.9343862631943147,Sandy Clay Bottom,23.676010245095434,1.9449312793828593,141.08855960705802,4.033664814396041,1
44,20.6813627254509,45.91941809354519,33.91782948581156,3.316511193966541,Clay Middle,18.216963479154924,5.503434148579048,123.81045062241054,6.287090487777203,0
45,21.162324649298597,16.645099172000762,34.3991647031831,4.486899867062842,Clay Middle,26.16084650297934,1.5553936635723402,269.87414268203156,13.338115237851518,0
46,21.64328657314629,34.81350279592919,34.62087493433165,3.2713843468203705,Clay Middle,31.235044337314196,3.165235506034149,165.00059889519974,12.382470689001112,0
47,22.12424849699399,19.026998424023493,34.681144495030885,1.548317636391352,Clay Middle,29.8342412302586,1.6233913948769594,73.76326138317319,9.487594189351736,0
