Tunnel_ID,Tunnel_Depth_m,Tunnel_Diameter_m,Soil_Type,Cover_Depth_Ratio,Lining_Thickness_m,Vertical_Settlement_mm,Horizontal_Displacement_mm,Crown_Settlement_mm,Invert_Heave_mm,Earth_Pressure_kPa,Bending_Moment_kNm,Axial_Force_kN,Groundwater_Level_m,Construction_Method,Service_Years,Risk_Level,Failure_Mode
1,17.695670718588403,4.521645650224007,Sand,3.4234471862096147,0.478790584175402,77.27420541235752,7.01944050540688,49.11209931583736,26.34331031129109,779.7595644943128,59.07318490982549,373.14541795772794,16.307042672752885,Cut-and-Cover,60,Critical,Excessive Settlement
2,6.1514353063377225,6.794580549314579,Rock,7.45457386538108,0.7663725667147043,31.30327587176253,22.950220891634984,36.77165201384411,26.631561041219577,710.9602205448173,1458.7066652091405,2029.2892562953496,3.6384874904606335,Cut-and-Cover,86,Low,Excessive Settlement
3,27.951746901208374,10.893637499627093,Sand,2.4791872131990598,0.400321607800372,29.317279467901358,40.356128024592635,70.30745427681897,18.63772317278071,354.4793962009438,1238.948248715131,724.457242189748,3.5262049906801662,NATM,0,Low,None
4,43.5235369158677,3.6324664899243726,Clay,3.6462088917877526,0.44273835501294045,17.757530661398544,43.033023258590944,49.49410002119181,19.551112959600616,720.0191196000161,391.16537618137073,4331.386843211863,10.433556521955808,NATM,30,Low,Excessive Settlement
5,14.351960176787218,4.150817194471623,Clay,4.0237426493664215,0.3945241547682062,38.558008524134806,-17.793836100935103,2.0118178687317134,32.11581949432339,721.1942953530879,628.3678381474206,4842.89721351179,13.742876576998718,Cut-and-Cover,70,High,None
6,23.95064629033423,11.060875612704546,Clay,3.862306967626896,0.6577286961806008,45.66551664093452,-11.432100913331709,28.45641782794327,9.846821887622092,395.93976868626453,592.9253707507708,1695.5169862147752,0.4488105901732897,NATM,14,High,Excessive Settlement
7,16.538933078819994,6.738450606234705,Rock,1.029387734883637,0.38088686895714696,30.545769366556883,-19.684016645048786,90.14918706917953,-9.382852585196124,760.1641264520864,1292.2412580652888,4945.427037839574,10.91680980489938,Pipe-Jacking,69,High,None
8,5.601319314075936,3.7511274462813864,Rock,2.8968150384091356,0.7746912821294123,28.47372389868221,14.47095276518747,51.15088268743205,0.6515144376378768,782.6428441874642,531.9515467400544,3786.307045133935,5.973982574574577,Pipe-Jacking,15,Low,None
9,45.43358433995061,4.2528816945658345,Sand,4.48997986788933,0.744219358828611,54.53626810974467,10.547364923618424,79.79487517031589,-8.231894465588764,212.90955423027214,71.9702499272809,106.04610719302477,15.137630360420056,Cut-and-Cover,77,High,None
10,11.07739520190462,10.942033601647143,Rock,6.323453206005787,0.5370157407915224,75.73101957532008,18.206116325420112,40.22960992769272,9.674811139952265,100.0000097342006,322.03327470555575,2477.8317013445144,9.377438139532204,TBM,80,Low,Lining Crack
11,39.504520208907806,7.410930344620605,Mixed Clay-Sand,4.986317897664111,0.22046161683024437,69.61487603351983,27.85527123770936,67.6963647846239,7.8917812714834135,298.3623380217721,323.3544861977338,4187.093121581376,16.681505301154157,Pipe-Jacking,73,Low,None
12,20.597145430624725,4.4669487707512,Sand,3.6940340320923255,0.21812090578109455,5.082722686958071,5.604861935653183,16.90032172369593,-5.068503273270238,416.62644581937417,1423.8615719945792,2715.9893679708466,7.939519510405926,TBM,92,Medium,None
13,17.495685900799934,11.04653779435304,Mixed Clay-Sand,5.655986138290913,0.6262454536871466,50.44623698121536,-5.399591186565825,73.65332672216834,27.751279543373265,119.50729903751565,1386.0821520142822,2794.807799678931,16.541790975485974,NATM,71,High,None
14,47.346299892741584,10.607510002608816,Rock,5.6612524551243695,0.8713590628453523,-4.400952937414108,7.6374264869961905,78.65810464168156,17.653036700280147,155.49466811071818,450.88993048823124,2293.7281525682733,14.330141684283529,NATM,56,Medium,Lining Crack
15,34.57397690332891,3.207210157094736,Mixed Clay-Sand,2.735472779241641,0.6790989371007918,48.812801074820655,-19.369229951922716,9.014025911594548,1.285085284920715,778.7743414837742,4.150650164382208,2035.6904605294924,16.565147735810463,Pipe-Jacking,10,Medium,None
