Simulation_ID,Soil_Type,Structure_Type,Embedment_Depth_m,Structure_Width_m,HD_Ratio,Groundwater_Condition,Cohesion_kPa,Friction_Angle_degrees,Youngs_Modulus_MPa,Poissons_Ratio,Unit_Weight_kN_per_m3,Permeability_m_per_s,Applied_Surcharge_kPa,Max_Vertical_Displacement_mm,Max_Horizontal_Displacement_mm,Max_Shear_Strain_percent,Max_Principal_Stress_kPa,Min_Safety_Factor,Pore_Water_Pressure_kPa,Failure_Mode,Failure_Occurred
1,Clay,Foundation,14.253254726926706,7.0012838579020515,2.676940109179674,Partially Saturated,38.98639366451585,33.53698340575629,39.81773223355054,0.4278056030273286,20.467239009994135,8.720339559557332e-08,2.4859751428643606,43.60720491239336,73.01559178315756,19.01887058168015,784.2996140081343,2.3322807514536903,70.25261881643226,Structural Buckling,0
2,Sand,Foundation,7.478159225858045,10.858719442223558,4.540083164331751,Dry,60.70972156689125,13.577653736903063,14.753818571757577,0.2811115020631989,20.618395271964182,2.71893063001663e-09,66.7436780671422,8.48672341277453,85.95551371854377,4.17500571115601,510.447147768944,3.618734933733657,-87.58232148931886,None,0
3,Sand,Foundation,3.493237165292756,19.796472088289025,4.284500215560975,Partially Saturated,6.389352683031357,6.069207889708164,97.0044961163646,0.4333909385265883,16.169186750003426,7.058600022807058e-06,69.65404389496479,18.41434055321189,16.64835843278496,12.836863617590176,711.6997119183673,1.4457620853701363,188.79457880681946,None,1
4,Clay,Basement,16.853156612928032,15.640904926585826,4.076157412482198,Partially Saturated,10.436018201478037,14.503766604910941,43.06707057258397,0.2614452410431768,16.35986630141213,8.476236422513523e-06,99.29525059014705,148.44152051245965,51.95253386045769,14.746259357531759,127.5156801598279,2.5472729054653946,211.57204236175016,Structural Buckling,1
5,Clay,Retaining Wall,5.92498387454469,4.325818549877287,1.2543814871113361,Partially Saturated,8.09226144344678,15.777084429033215,85.57904903771751,0.22797991595869987,21.889390557563424,9.52888090955196e-09,71.10366938776991,45.969058039591474,34.73554403310128,0.7574270146760753,843.347760484756,1.03450036173319,168.46105305445508,None,0
6,Mixed,Retaining Wall,25.432599111153323,3.260125933460723,2.1979379091926283,Partially Saturated,81.70531870014422,21.49304728052353,9.374515563439907,0.39274446142159203,18.95261733429863,2.1930460585125682e-07,81.973954727901,8.484191859537678,55.32188397251002,11.883734215557327,371.98971092318357,2.6993674926820357,110.69340962455817,Bearing Failure,0
7,Sand,Foundation,10.460549056794356,3.4209576993280413,3.487275898115432,Dry,99.98929165589638,1.8093142484568014,39.137919955270725,0.3061464300401451,19.2154205979093,1.4519429523180095e-07,16.731403532191614,61.238200259796685,50.843361568688834,15.20023275622868,880.2087962068955,0.8173136336629221,-45.58581992330018,None,0
8,Sand,Foundation,8.206404774791858,17.431612198101057,2.0496039939870885,Partially Saturated,22.35660806559474,20.431024762560263,61.466796536387086,0.19884943335875885,19.673093321335536,2.791604027296905e-05,76.29379174070449,11.961241658842763,50.63055142967771,19.394355834896974,599.0232273611463,1.0034340250439335,294.9788172313767,None,0
9,Clay,Foundation,22.713192884150924,16.694770885731355,3.699010198521368,Partially Saturated,48.26836537123881,24.20100426555465,54.78892420464858,0.4284005901877649,21.78665993370823,5.323610944252317e-06,35.19846100497853,88.38331056537511,26.715820067926344,2.775371811854157,145.01562698329963,1.056818361511618,2.4619280956856784,None,0
10,Sand,Basement,25.762153735537378,3.979252262585889,1.7928085962089177,Partially Saturated,13.26386341065746,37.676232825954806,74.13119413269122,0.43863001292130577,16.957000009137907,3.002959798574187e-10,97.9999267838048,-6.140667718595001,8.160430495604132,17.271164685904342,447.89064823078934,2.6878611319097354,235.43714740105526,None,0
11,Clay,Tunnel,4.60681629927932,5.903181878258739,2.266770134487158,Saturated,88.17695863533437,28.988880752273054,88.88910507440664,0.3564623754315108,19.79849139823181,1.1414399407860566e-09,45.17339991457592,79.68119032953011,24.761772730484694,12.587646430029737,814.3257876539512,2.8944989315527265,-69.44442002961794,Structural Buckling,0
12,Sand,Tunnel,6.244012911809261,18.896289344178108,3.791801090496939,Dry,15.583904699274454,1.129810745662283,77.06700959352185,0.44155357509460913,16.454841249355482,7.581619719141515e-05,46.483851370865715,99.88020676979333,78.8211991231838,14.548858466612781,280.4442460913207,0.5375887435343224,-23.64621286110426,Structural Buckling,0
13,Mixed,Foundation,15.287403506512181,9.810976288388872,1.0304790914907072,Saturated,52.49105848724568,7.006852178101002,34.4609704945569,0.35224226415113197,19.080668875998725,0.0005739493436904249,49.75247003741741,2.914903616014506,14.571104325941661,14.814010218725082,223.114684828791,3.3959914563155076,174.93434411715668,None,0
14,Sand,Basement,18.526182561410124,24.817080138853715,4.040515109760723,Partially Saturated,58.134558602043505,19.017645285524512,97.08716011665804,0.3369628886007794,18.641596717502914,2.848885948647139e-06,30.77775580261247,13.667362510566186,81.98700561849323,14.481804991820834,66.43403673629297,3.299435797527151,-83.2155790771273,Bearing Failure,1
15,Clay,Basement,4.331394375724411,9.874662415114004,3.7065772372786467,Partially Saturated,48.06167801303127,39.037030314748435,92.31153191736435,0.39777754735138116,17.609128840217178,3.57596903437772e-08,37.96205583856024,113.93766889070774,-8.38680431386998,18.462113211741055,704.0048543675531,1.259797802603476,-97.13659222635141,Piping,1
16,Clay,Retaining Wall,12.500318279252742,10.385113807356312,2.5233281392246716,Dry,6.102407262655573,24.04675480962997,64.85344943667806,0.17031239170751916,18.6433162996677,3.5283842074115688e-09,39.2326922970328,57.35171859786185,41.98534102633634,2.461638575918803,406.67395145885934,0.8128172913122473,146.23386761367928,None,0
17,Sand,Tunnel,27.13285216984626,12.228368180058927,2.468864312461574,Saturated,68.53825598067395,33.770327815018234,53.447912268022876,0.28286855839904157,20.189547526619794,1.6029205383610545e-05,51.296984933227755,4.756568685987581,-15.813583208748994,5.667246913025767,216.33300991352738,2.5383066075841163,169.56525323558049,Structural Buckling,0
18,Mixed,Tunnel,26.530278057764868,21.20843792581659,4.579989540090027,Saturated,88.57352411390201,4.158237986050186,54.05991588405804,0.279133174892611,21.04589310594815,2.943012797194843e-06,14.12861029183431,127.98219533693009,27.51964685541791,18.065963692614634,620.833417303603,3.540888296517557,183.67402060127296,Bearing Failure,0
19,Mixed,Basement,10.714293345215577,15.260410142633136,3.7232269973697134,Partially Saturated,9.003688185745705,17.485873510406137,74.84391297672835,0.3362453621197057,20.709428477082696,0.00023029750634504388,59.754366285752646,107.90910681120559,96.16925822009561,9.129115776244925,186.57126487017788,1.728224413612904,245.57814293661215,Heave,0
20,Mixed,Foundation,8.368041531241351,21.859406238740235,3.290745417063061,Saturated,72.80574932872574,0.8936237954743653,50.925339977218655,0.2541525607499736,19.509179852518756,0.00020985713555098226,53.90191416108172,19.93109288296136,51.421702741315286,8.11740484647924,738.4101726084658,3.878191138464929,26.798578038122173,Heave,0
21,Clay,Retaining Wall,18.31746032276953,12.398558796414,4.388801813186375,Saturated,82.1139382737603,9.932561792884336,98.71391176953736,0.2860463311671755,21.381872838399282,1.413481664235205e-08,98.22559043281642,45.55600949662047,-27.683286360755403,10.783258333624522,604.073694650747,3.910381868673765,-65.31774034855329,Piping,0
22,Clay,Basement,4.6914797692821395,16.382176970524206,1.9922572007996413,Partially Saturated,16.321070995268126,32.452691733376575,72.49721587625842,0.404837101688843,20.16310307738007,4.1728695315695954e-05,87.4435469027194,80.87298504443085,76.92898740398915,6.211682273049686,284.83401764924656,0.5515707889924003,59.0818419193663,Heave,1
23,Mixed,Retaining Wall,8.534377500683423,3.1016249927429422,1.7901482241386497,Partially Saturated,99.40889139269912,24.887643384079933,27.626392593139435,0.4343746110244462,21.0295922391919,5.9589217802674995e-09,46.250025151218054,-6.545688025121024,35.071566683351676,11.954190418024854,880.6658315332729,2.794332617109381,1.7227134454016948,Heave,0
24,Sand,Tunnel,6.669192267804097,15.662051407830656,1.4441458539979901,Saturated,29.80465727454632,11.282930242468119,67.55540779467648,0.2952368095351118,18.38939812082636,2.9781295247686324e-05,69.80800563502056,68.37271784871984,57.30126857940034,17.587288514564257,581.0882651607933,1.7285910264410407,283.3287259101448,Heave,0
25,Sand,Basement,7.816783181843412,4.771498690253754,2.8410450610266063,Partially Saturated,30.98010463346329,33.67850552151647,51.02141612480746,0.361563850706333,20.190239674483898,1.502255638271225e-09,65.56142540596998,44.495391054423266,53.476808781564216,7.9147591011958145,172.47064505344468,0.9917027040258151,-19.6708522846441,None,0
26,Sand,Retaining Wall,8.014796720243258,7.246302591656083,4.9464328102557165,Dry,56.73532468917667,29.40645552892463,20.186245540058707,0.31419138119714995,16.447033580913715,2.7159808594222112e-08,23.48497220388499,138.134448656138,-5.496664753929014,4.15591381303948,732.8313574187455,3.0925651359495907,179.9570669169654,Structural Buckling,0
27,Sand,Foundation,19.56955619147104,24.94584404822598,4.678060753545008,Partially Saturated,81.90507057943054,20.068696779113502,54.28946665817804,0.41027948335107645,21.74282770610923,3.9958109581298324e-10,33.29636672331804,26.140146638669478,22.72332137979032,3.1236177567838985,348.7832794667931,3.005505052935244,268.9363191511495,None,0
28,Clay,Retaining Wall,15.667152841848402,17.017954688047016,2.548871384144247,Saturated,45.866913960218156,1.7693024063711693,86.6034464726818,0.22852277193349296,19.775854438525258,1.1760386923660952e-08,3.342169490004976,53.76278609271317,-2.0631073895599314,13.95453751006043,786.1126001256562,0.6785217418692944,167.7660717293757,Heave,0
29,Mixed,Retaining Wall,26.144200050774934,22.1236182800491,1.001026076790698,Saturated,54.58488643326406,36.25352495222652,7.339993052230813,0.40903594676246646,21.14024561601285,1.686882712971385e-08,9.571954980188613,15.964713824988284,-6.7839450293839505,1.471265198902607,431.4138206804393,0.9874140781054803,-73.44229021921885,Piping,0
30,Mixed,Foundation,22.597265568263182,4.26115424421232,4.435661122281353,Partially Saturated,61.69748780783755,26.763274478508585,85.86810741463266,0.30452613922262894,18.91238839721615,4.794464367117962e-06,30.964810371319352,10.534222967114086,42.41502124790121,1.5026749604207645,121.76393921703163,0.7679211943876276,270.44904703198097,Heave,1
31,Sand,Tunnel,15.967907197981523,11.460344997332864,4.6517157645463,Dry,79.25773774763015,32.538452746284364,70.09009047465965,0.28684448202835233,16.185061347568105,1.01574636044241e-05,77.81005335319162,34.768024808561165,-3.528396005750654,19.225744523604856,648.6763564844977,2.579236866960203,-40.76261307975501,None,0
32,Mixed,Basement,10.60777180164757,21.973700420055675,1.271148527428745,Partially Saturated,64.67597197227192,37.43478206950315,73.9378883802348,0.43560211238182345,18.9522451205384,1.306955270148784e-06,71.57109431619853,120.60313839727269,-3.8125017060401483,13.340781186471135,344.80883732552724,1.5023722648130733,-20.088728124387515,Heave,1
33,Clay,Basement,25.294945879164995,12.037258951725434,4.475561429380992,Dry,16.913636981996728,5.533699523535165,89.79996356048251,0.2415219830586346,20.35472915338203,2.4579751477327176e-05,96.4236464953108,50.42449553527804,51.450241121665286,3.7846573107915527,944.8056095007228,2.466480517382518,191.5263019561785,Structural Buckling,1
34,Sand,Foundation,4.227026358959767,8.579864099077682,2.508263308741112,Dry,60.01454600767011,30.11354684072466,94.65328099863417,0.17472530153923072,16.391962876328925,1.448802017716602e-07,36.65389225391864,19.840259995222738,22.280070862291844,12.649002269182716,838.4195867750686,2.8972929178437465,97.06356530090204,None,0
35,Mixed,Basement,21.067997218328447,13.581712276418369,0.5524873004952988,Dry,21.28570157445321,6.182538472819199,33.03830381319926,0.35156932262265506,16.601809279800786,2.485410097677645e-06,34.28663981242486,-7.293482578768913,-3.654330870259546,11.575649348304804,386.1714319823934,1.722575557015647,211.20545920123874,Heave,0
36,Clay,Foundation,5.16409184145604,13.360668117047739,4.7440643977312025,Dry,43.5961377738871,20.625378824476446,92.31710411591652,0.2289008247607522,16.32581680624989,3.2719665105162343e-08,10.295115558096269,77.71814869959289,19.870088736971333,15.58368789020841,74.659286566143,1.7197704229802004,-34.22314532630466,None,0
37,Mixed,Foundation,16.918299591059196,24.79509096205868,0.6926138589609946,Dry,86.57634921430092,29.080343641922536,25.571333212022434,0.34254094070796365,16.719283456962135,4.459591978063829e-07,78.7626779098346,69.20746898167118,45.32463880686521,8.473659481838993,560.7455878047524,3.11955809178539,242.66398574926643,Heave,0
38,Clay,Basement,27.24520307521817,10.799095786007157,0.6557368809006818,Dry,12.377681679588559,20.814778404548825,18.71564117769939,0.16679731655390423,19.686048012126722,9.715149750135358e-10,16.54280973036061,23.699293969933976,47.83804510910939,0.3364677152439355,663.506749391217,1.7374175433496537,21.67239386410445,None,0
39,Mixed,Retaining Wall,8.665886473473762,24.061633984822432,4.8356511571057,Saturated,36.19058116950767,18.901929750815867,57.710005203849285,0.3186883539943277,21.246356095443943,1.892021055774916e-06,95.33757474515266,48.1244994473883,86.74749853570897,8.80319627085543,698.6364628036172,1.725088569073716,108.53867804037782,Bearing Failure,0
40,Mixed,Tunnel,4.198845508735999,23.06471928273914,1.4656396067583575,Dry,56.15673242460184,11.334198186393207,93.12738106815381,0.22114147343983326,18.8255419726551,2.7202475292297947e-09,31.579011800652502,36.142353229948654,90.92225429789103,13.825185223745803,381.8472476449022,2.607453589169857,-54.58089751140327,None,0
41,Clay,Basement,11.505970699041935,12.889243634767075,3.0003365873930115,Dry,87.07265080372908,30.72128330971505,10.166828347972423,0.1725815711052537,20.852705238555693,1.6829025124458888e-07,64.72638724245452,103.876788227358,-3.6077375185888663,19.145891373614457,184.47361472180077,0.7455434432903307,40.428998806343685,None,0
42,Mixed,Basement,15.391206027843886,23.789584454623732,4.74214845594143,Saturated,77.89379638712236,3.5757581224414103,55.162285921283086,0.16666596260086713,18.39148669627855,4.551557774050434e-06,45.04464488189394,48.82374403015278,33.74228914749897,16.80296103192575,581.4397499708227,1.6967084155518455,44.17104120227364,Bearing Failure,0
43,Sand,Tunnel,22.294644302439732,19.03533198435559,4.7300424704054205,Dry,42.398418270110795,9.268937643436189,69.45827282096155,0.4372724836438098,21.131623046629663,9.882507811637062e-08,22.415814218890095,65.15272130042698,27.928500850557086,0.46453027551969006,513.0921553168833,0.9586978377779027,286.74125479839313,Excessive Settlement,0
44,Mixed,Basement,2.8325287402863712,22.470244597576063,1.2835201375498917,Saturated,49.93070523195262,1.8073356872408963,75.81522279776301,0.2296206307598235,16.945361234710266,3.64829010293685e-09,45.599826791322954,148.30032497438597,69.74631886198176,4.892885219290537,994.412028851055,3.5830252812204026,232.4075440471114,None,1
45,Mixed,Foundation,5.66472043755973,22.61896515657066,2.810956071767769,Dry,84.61795383348003,7.083671302134014,52.87228537842346,0.32454554616825415,19.443620192514988,4.606441143727556e-06,32.59545471676212,133.24768193487284,-4.955019161706588,10.997431736233514,595.9248990455008,1.655006604109833,-76.88172423582685,None,0
46,Clay,Retaining Wall,13.50055411025642,4.880139639215988,0.5312905590045673,Saturated,87.70050922348601,16.305913588404536,59.61602595967128,0.2953797887578336,19.120992989098628,9.283965311851027e-05,62.545460773299375,95.29391595514225,-0.6073256265221936,1.1066004024451948,222.5821664051868,2.1374836172142637,14.260292653710366,Heave,0
47,Sand,Basement,4.660594713927772,22.73014639980812,0.9067234509124614,Partially Saturated,52.85618609150584,1.1912573551006123,48.0996542090833,0.25887012012706967,16.617030414239814,3.1827085096907935e-07,55.1187392272238,67.22127724438946,-9.433369398867484,11.911479101157237,393.4334791796026,0.8051621796932451,-17.310191235308864,Bearing Failure,1
48,Mixed,Foundation,28.764935818248137,13.770773428883574,4.7666684516593,Saturated,19.91302536308742,9.074752928910863,73.70971266725194,0.31277709192886205,17.429449584735455,8.008311077131454e-07,8.270110607599456,46.3442005913139,65.1957109044618,8.581881233084836,554.6957567207191,2.231381968630619,27.561042699658643,Heave,1
49,Mixed,Tunnel,16.307686488305425,17.01478443828885,2.3682241200343244,Partially Saturated,49.81408524390118,1.6271856850259692,41.028023717154426,0.31790407452789937,18.907717759030973,5.44580120630959e-08,7.214237742116225,140.90640264945887,-0.4281147461876422,13.372929485199602,845.729094835603,2.8031163737334417,-94.75391703502089,Heave,0
50,Mixed,Basement,12.554138663113745,9.61138464738647,1.175855511318195,Saturated,92.68028573767178,35.02960780617501,31.63716092214319,0.40117548116787993,20.63107586864975,1.2088713608468647e-06,96.52397767109666,136.01553936046474,24.557492851645534,4.410512234636932,506.9005678717167,0.6561074466245967,212.84331275798036,Piping,0
51,Mixed,Basement,29.432364812698786,17.201422409334192,3.341321509410161,Partially Saturated,61.059758516122365,35.59961950479574,29.96285941748867,0.26587459035169736,21.428616656362284,2.9317993524254795e-07,30.149567901939356,16.408507050849703,3.761362095290984,3.7433222076051487,810.435024453368,1.663139451697607,-44.64555947595272,Structural Buckling,0
52,Clay,Tunnel,20.090654656820693,3.59572597390719,1.2799850878315824,Partially Saturated,77.32207296131803,27.941074457619663,67.07162165078788,0.2558494509712312,20.413912929060963,1.682841127668356e-05,9.054243403388396,30.340093129357882,97.69745531405604,18.304688537099643,197.93730871037224,2.4484223701742396,-18.90963001267636,None,0
