Sample_ID,Excavation_Depth_m,Excavation_Width_m,Wall_Thickness_m,Prop_Spacing_m,Horizontal_Displacement_mm,Max_Bending_Moment_kNm,Basal_Heave_mm,Ground_Settlement_mm,Clay_Undrained_Strength_kPa,Youngs_Modulus_MPa,Poissons_Ratio,Safety_Factor,Failure_Risk
1,14.750401518689017,37.58432076001632,1.3104290616779408,4.122816983863853,44.50761773685614,282.83125204881156,18.598445614245882,55.96150057650762,147.7828135824493,28.943455266339285,0.2213694722130663,2.7748703614212475,Low
2,15.16514632615239,37.16988005297098,0.6762901584768368,4.0016893458660885,87.69330133700304,1577.0424186877924,10.896630512326272,68.49367482413092,55.79983427713843,72.67979881338019,0.2960958381980184,2.9260581453426484,Low
3,19.424182761709275,20.091158383073456,1.3064454294406316,2.2276298776156134,63.126508258000236,732.7043683548992,69.08751249510442,96.37751822072285,77.51244427636647,37.880160998301655,0.3159435068526063,1.5969421945184687,Low
4,8.804365047047948,33.46926109559007,0.8142775351221505,2.8817624354228695,145.38831955795212,487.5153140001404,65.21680207021875,93.08436696831946,184.02950027271947,88.57056771600084,0.29571642818059246,2.232273255607013,Medium
5,9.416075746761738,41.836525696806255,1.1719029189917438,7.502469193192873,8.412025389550632,738.0460308283251,10.67846073699737,57.01269748289145,190.8338221047529,40.32224529323144,0.2882082148770223,2.2568677593802473,Medium
6,12.134034649946367,29.003159202009755,0.9120722742529723,7.989664573239478,88.71452383485159,1308.3950850175675,-6.79552961351421,73.41500564563546,167.0659459866766,65.77262698638673,0.23441179868519096,1.68799815775551,Low
7,28.89675108171299,41.731923067949396,1.0463551489571716,6.683123455217639,128.74641607605722,1116.2348934151532,62.40793361688115,95.08722046254279,188.1872222491542,35.73348036885895,0.2967705561228887,1.4969403638881513,Medium
8,23.352714530772566,24.395303910182193,0.7744278130336597,3.7208757486409207,72.11113686145839,1499.9993427163906,45.39576997385388,8.347194454140483,95.92229763778622,92.54993906279604,0.2502284321864318,2.8542372361011896,High
9,21.54233254228758,47.550405086550356,1.221848121368989,4.414670830661555,0.44440808405952215,711.1945895394638,-0.920617475188628,0.5634759861429139,87.15664576685705,80.28963829253551,0.33793382942199274,2.537959408487886,Low
10,25.423942184856557,31.357137619964043,0.81022726028839,6.4370207294364965,36.42022497394128,931.4557182561365,42.86223855970056,2.979976372958326,107.64502813407799,31.89725887101428,0.2980580139139971,1.051822045143997,Low
11,8.189411722917324,33.837918031704575,0.8489539759029863,7.811081341299189,48.56534635019492,248.83831947770082,30.696441682552482,56.33493623729638,58.301299782567924,95.39170413027936,0.2417269515062454,1.0637449574867515,Medium
12,26.483320493093792,11.254462752183535,0.9212144018771486,4.732827024376205,144.89917418361938,192.46435976392382,59.70952947263224,76.28334253025342,171.48074285619916,42.14418306186054,0.2709390364045895,2.8295940914762188,Medium
13,19.870817847187602,16.81076548514377,1.29818894206318,6.977134491730248,136.7659922758049,951.3977235459959,8.817635794285703,36.70749507450346,197.6263227672616,68.66784529004687,0.32698719138275667,0.9791014830592338,Medium
14,13.383225186473386,35.31735521884179,1.0912547143217577,7.850413535592302,142.37557576614455,638.1133845195509,30.784106987452382,54.523917472761866,173.6043938654915,76.85679080029567,0.2503195926773971,2.3145269617349653,Medium
15,25.396381393642258,26.79481487129085,0.7189924638788997,7.240839026336026,123.86376864254525,1244.961115665455,4.061970282672508,51.63663185485369,133.24630022788222,12.061194531842109,0.2788160855228572,1.2988681432777058,Low
16,25.064113358715602,30.326551618326988,1.1043835607778514,3.362898480627962,52.747160117085656,133.85422261691525,76.1774505029762,9.477089159201956,94.29229557244247,96.30706115415217,0.3019504959877284,0.8774077540315611,High
17,26.142714542918178,12.518856349348017,1.0709118876102928,2.0481911832537376,135.88146331443008,287.4444363191526,60.086434123264766,32.15882642240489,79.65468328153709,40.99971754786284,0.31317940082401124,0.9312026013761985,Low
18,7.887947502674554,43.36540953641537,1.4172231310556451,4.952490232330491,147.25267589055733,1737.1220816574705,56.30501838512569,1.9435155182301989,104.609430769499,27.080100408810182,0.22608382625971174,1.6217486280950366,Low
19,29.2340311248944,41.38022409184869,1.30969972323042,5.188164990171601,52.51069684124294,1154.3076619622539,52.118599851872176,11.070568880651088,150.04542943223095,86.56370125556482,0.28477284570159334,0.9706945937166024,Low
20,28.990653844743278,17.414159028873982,1.0769363085014978,3.2075021873070177,39.08339489796734,1438.506340697893,28.100279821974354,81.18582229097778,117.05923333112354,73.2609354541073,0.3368299850744302,2.1126062398535987,Low
21,13.936741137543539,35.373174290295175,0.7098085328208523,3.708046351680906,82.03744391733319,1691.8456314792265,73.09541741328303,82.9413497248319,190.10897301267292,17.80689453610173,0.3452539672264541,2.2239599250229665,Medium
22,6.647350455297991,42.732608466170866,1.2354917386335234,6.590918965091282,28.072828889839503,954.4769687526018,-3.4374689265695144,80.19463200450697,178.13305144485986,20.53401232390926,0.2984217563839037,1.6216308583627077,Medium
23,9.176391736719642,35.634165456624,0.9902499516753611,4.822083552278802,4.893633210957033,1534.0677487365783,62.29331645110567,72.68186409522366,65.36009239443484,74.36726835882841,0.34754912062399784,2.434331766580372,Critical
24,29.820770636117427,22.415923811833792,1.482323985721082,3.90412450160154,141.87467566738044,1072.9418791933724,9.37094588951594,79.33128463999017,69.7287835828565,16.730493036317558,0.28561028734642113,1.8780935443730702,Low
25,19.075323579291577,36.244446019126684,0.5970073542837648,5.735756164171517,138.86109486621288,484.36010203372257,19.16251600704632,67.09823412695184,151.4358777950166,92.54578916116586,0.26639075446714,1.7465027074845807,Critical
26,13.9155449706513,18.41846990732849,0.39558700911706435,5.916558535856752,24.398078064318156,708.4295291618321,36.74867560705775,66.98333388162887,84.61525849705315,76.738612325287,0.2827381188422369,1.6953737953382753,Medium
27,12.20506734625097,22.730199891176834,0.3838701742655372,6.616374661044813,61.161037039457916,1006.1833600585386,60.43895099500216,66.7361797491808,168.65448155176267,40.19429853702899,0.21735685913952832,1.7484342721601824,Low
28,11.42479338277369,19.602786124287146,1.0680364660220163,2.9402557745775146,124.65544699090283,667.926826735928,65.4681416888363,51.40427896782042,138.70372134895297,42.66449013028044,0.2602573879528082,2.9293528298557208,High
29,21.60381912636205,32.27700409560826,1.4271122746938285,6.4491035139619415,99.15004482312794,704.2789981323018,42.53590251441124,36.334723346484445,84.47457916000249,55.584648658369126,0.2687607579545793,2.299095532084563,Medium
30,15.484695787992148,14.329065870621944,0.30231829714980624,5.5965703526625115,59.21812637560709,707.9160209350945,26.27319400412167,73.01952661615549,121.80301962208867,42.48724722836862,0.32729416980814674,1.4934616637544202,Low
31,29.13526748421529,47.332415213933544,1.1709252563493329,2.3454311918167825,111.62564957742285,289.53795877135315,75.1852179262889,29.864601358674157,110.91144385505501,80.51216962944842,0.31379728891136704,2.414491714452244,High
32,22.096075766134035,23.340494146514672,1.0884782190395346,6.6646737695204665,134.55710823152864,215.05308406389017,12.186916625543148,54.290213147761925,180.9739038784107,97.72632496914541,0.2902139877837201,1.5265882543104152,Medium
33,24.80111477622403,18.75880508423205,1.178765030663359,4.298481687999111,138.9237495788802,140.66727739804344,62.278511829257184,43.335562021788135,54.82437124655754,62.60693638943738,0.2520915852314405,1.0765727971262877,Medium
34,12.318538714578999,29.86199254407325,0.7264864881148027,3.9822856059778253,56.82744178832835,266.3647090169567,45.08446593033379,27.662227709370114,184.37658357001848,50.1433594900776,0.22805518785389856,1.8457927864024282,High
35,6.979660227715646,21.079912738188643,1.284595733589426,4.688450909489806,26.034102010922833,720.2288296644551,23.92055151966924,97.46899204524632,147.81240243196152,30.049672624139546,0.25216475313719416,2.4522524901045113,Low
