temperature,time,mix_type,replicate,vapor_pressure_10mm,saturation_pressure_10mm,vapor_pressure_20mm,saturation_pressure_20mm,vapor_pressure_30mm,saturation_pressure_30mm,vapor_pressure_40mm,saturation_pressure_40mm,vapor_pressure_50mm,saturation_pressure_50mm
25,0.0,rubber_20,2,254.60693999328475,2368641.355309522,1047.0945260676835,2368641.355309522,0.0,2368641.355309522,784.863133626727,2368641.355309522,639.8915926271002,2368641.355309522
26,0.2,rubber_20,2,4629.298614198664,2513698.9344580737,5034.864634817998,2513698.9344580737,4449.444445316828,2513698.9344580737,4262.9338748964865,2513698.9344580737,5521.524334130003,2513698.9344580737
27,0.4,rubber_20,2,11098.207695587036,2666422.5312688407,8480.504315589227,2666422.5312688407,9193.006464958828,2666422.5312688407,9402.283481903847,2666422.5312688407,9084.109890335356,2666422.5312688407
28,0.6,rubber_20,2,17662.217093676678,2827149.0841762293,18451.949823210784,2827149.0841762293,16753.696697340707,2827149.0841762293,16917.370316251014,2827149.0841762293,16786.415357624697,2827149.0841762293
29,0.8,rubber_20,2,28341.77318713138,2996227.0619178903,25594.033002828084,2996227.0619178903,28789.983968085508,2996227.0619178903,26904.19702964185,2996227.0619178903,27835.350560151808,2996227.0619178903
30,1.0,rubber_20,2,38875.93965872734,3174016.727118481,37807.28331008011,3174016.727118481,37324.859682967275,3174016.727118481,39240.6280816234,3174016.727118481,39501.95826408846,3174016.727118481
31,1.2,rubber_20,2,51790.02038388643,3360890.401727248,54195.05634128252,3360890.401727248,54073.46527661147,3360890.401727248,52206.28192489538,3360890.401727248,53281.83320131502,3360890.401727248
32,1.4,rubber_20,2,67643.62584567846,3557232.734215598,67084.3930902201,3557232.734215598,69123.0619035665,3557232.734215598,67208.44431588036,3557232.734215598,69136.53628759271,3557232.734215598
33,1.6,rubber_20,2,87021.17429403636,3763440.968439287,87177.70678562322,3763440.968439287,86584.23148936845,3763440.968439287,89339.10207601052,3763440.968439287,87342.45536989163,3763440.968439287
34,1.8,rubber_20,2,108656.10739496697,3979925.2140683583,110012.50723082449,3979925.2140683583,110024.05528299244,3979925.2140683583,109308.1902734175,3979925.2140683583,107913.81028723712,3979925.2140683583
35,2.0,rubber_20,2,134090.29561521142,4207108.718486802,135683.814226502,4207108.718486802,134462.2233372026,4207108.718486802,135316.79386970095,4207108.718486802,133728.69663213834,4207108.718486802
36,2.2,rubber_20,2,164035.3002982754,4445428.140062439,162424.2642478801,4445428.140062439,163421.05591280293,4445428.140062439,162747.71183388616,4445428.140062439,165222.8570560911,4445428.140062439
37,2.4,rubber_20,2,195553.53350141912,4695333.822686567,196801.33605230798,4695333.822686567,196566.72171994767,4695333.822686567,198180.3766886323,4695333.822686567,197155.55245692626,4695333.822686567
38,2.6,rubber_20,2,233291.10768663927,4957290.071481643,234015.83801688877,4957290.071481643,233947.75761944536,4957290.071481643,232580.43935001138,4957290.071481643,231650.72464177676,4957290.071481643
39,2.8,rubber_20,2,274178.7140664931,5231775.429574466,275037.8286602812,5231775.429574466,275155.08320446545,5231775.429574466,273990.9643992915,5231775.429574466,277401.3147944875,5231775.429574466
40,3.0,rubber_20,2,319506.7756185931,5519282.955831094,322763.3413078626,5519282.955831094,323169.19943012064,5519282.955831094,322121.78405212343,5519282.955831094,321495.6024498342,5519282.955831094
41,3.2,rubber_20,2,372255.62991916575,5820320.503449371,372140.1417153842,5820320.503449371,373202.8161545687,5820320.503449371,375301.02066001896,5820320.503449371,374029.22515157156,5820320.503449371
42,3.4,rubber_20,2,430713.168017061,6135410.999303639,430508.11622561095,6135410.999303639,430848.9012918654,6135410.999303639,431266.37496128795,6135410.999303639,432111.33563198644,6135410.999303639
43,3.6,rubber_20,2,494450.0227634394,6465092.723936029,493976.531438372,6465092.723936029,493703.651632677,6465092.723936029,495771.4301630724,6465092.723936029,497538.58401270007,6465092.723936029
44,3.8,rubber_20,2,564786.4871737389,6809919.59208775,566575.3752570931,6809919.59208775,567657.1758381451,6809919.59208775,567975.0214894974,6809919.59208775,566344.0255739158,6809919.59208775
45,4.0,rubber_20,2,642288.625975999,7170461.433663558,643602.2264567971,7170461.433663558,644556.0780128229,7170461.433663558,644874.6039676053,7170461.433663558,646137.0179076765,7170461.433663558
46,4.2,rubber_20,2,728208.9654069024,7547304.275022141,730657.8213558617,7547304.275022141,729824.4917935886,7547304.275022141,732169.6372786999,7547304.275022141,732396.7331534977,7547304.275022141
47,4.4,rubber_20,2,822803.2197454,7941050.620484467,825660.5511121872,7941050.620484467,823980.9872012341,7941050.620484467,825494.8501193911,7941050.620484467,825630.1033918582,7941050.620484467
48,4.6,rubber_20,2,927673.4022708378,8352319.733952575,928400.4834326471,8352319.733952575,928769.6422187767,8352319.733952575,929156.3607271279,8352319.733952575,931691.901819347,8352319.733952575
