temperature,time,mix_type,replicate,vapor_pressure_10mm,saturation_pressure_10mm,vapor_pressure_20mm,saturation_pressure_20mm,vapor_pressure_30mm,saturation_pressure_30mm,vapor_pressure_40mm,saturation_pressure_40mm,vapor_pressure_50mm,saturation_pressure_50mm
25,0.0,rubber_10,3,0.0,2368641.355309522,0.0,2368641.355309522,90.41875644504258,2368641.355309522,1161.5439573421454,2368641.355309522,966.126134514175,2368641.355309522
26,0.2,rubber_10,3,8170.846128879337,2513698.9344580737,6035.77559211764,2513698.9344580737,5251.095759236154,2513698.9344580737,4470.577634852653,2513698.9344580737,5417.316781750365,2513698.9344580737
27,0.4,rubber_10,3,10617.174209029614,2666422.5312688407,10420.75400514085,2666422.5312688407,12929.367260488832,2666422.5312688407,13069.443595380419,2666422.5312688407,11997.182564206203,2666422.5312688407
28,0.6,rubber_10,3,20230.353991265038,2827149.0841762293,20414.49897738084,2827149.0841762293,20044.94718760958,2827149.0841762293,20575.865285429394,2827149.0841762293,20395.49855167654,2827149.0841762293
29,0.8,rubber_10,3,31524.6916571727,2996227.0619178903,32498.740629978714,2996227.0619178903,30678.118874528536,2996227.0619178903,30556.6463444887,2996227.0619178903,29577.473962255994,2996227.0619178903
30,1.0,rubber_10,3,43126.8384690874,3174016.727118481,43027.804581155106,3174016.727118481,42355.99426270213,3174016.727118481,46207.0329917631,3174016.727118481,42417.45894871129,3174016.727118481
31,1.2,rubber_10,3,59277.99077791146,3360890.401727248,59390.266853666144,3360890.401727248,58818.297898905344,3360890.401727248,59179.48188299887,3360890.401727248,58485.43168117288,3360890.401727248
32,1.4,rubber_10,3,75021.30596232752,3557232.734215598,74716.09003523702,3557232.734215598,77532.47832721475,3557232.734215598,76285.36790837625,3557232.734215598,76223.07024900464,3557232.734215598
33,1.6,rubber_10,3,98879.76947709071,3763440.968439287,97955.53698426552,3763440.968439287,99868.22446948587,3763440.968439287,98556.14459320111,3763440.968439287,99621.59762199341,3763440.968439287
34,1.8,rubber_10,3,123705.26167929772,3979925.2140683583,122398.12971246742,3979925.2140683583,122150.0907019057,3979925.2140683583,125386.7785519948,3979925.2140683583,123589.0905204029,3979925.2140683583
35,2.0,rubber_10,3,151328.1004403988,4207108.718486802,151307.49375200737,4207108.718486802,151927.55563589948,4207108.718486802,149744.10333847383,4207108.718486802,150064.5248942707,4207108.718486802
36,2.2,rubber_10,3,183837.9271065736,4445428.140062439,183828.89526711832,4445428.140062439,184701.0902803908,4445428.140062439,183431.3932289311,4445428.140062439,182993.06704702403,4445428.140062439
37,2.4,rubber_10,3,221137.88067184604,4695333.822686567,219742.75978657918,4695333.822686567,219645.79683002256,4695333.822686567,221482.25341493665,4695333.822686567,222197.6638887138,4695333.822686567
38,2.6,rubber_10,3,262631.44811502076,4957290.071481643,262789.6629085353,4957290.071481643,261174.33462292756,4957290.071481643,262771.8087323396,4957290.071481643,264548.54476045666,4957290.071481643
39,2.8,rubber_10,3,308385.690738589,5231775.429574466,309346.4800679696,5231775.429574466,308200.8297355016,5231775.429574466,309462.75430172693,5231775.429574466,310577.12473790196,5231775.429574466
40,3.0,rubber_10,3,361744.63676185295,5519282.955831094,362692.37727708544,5519282.955831094,361197.5484561934,5519282.955831094,362508.93268469104,5519282.955831094,362169.92795954173,5519282.955831094
41,3.2,rubber_10,3,417300.7848354787,5820320.503449371,419637.8698374976,5820320.503449371,418666.43150148646,5820320.503449371,421364.0655772699,5820320.503449371,418371.9244405883,5820320.503449371
42,3.4,rubber_10,3,485843.2095934432,6135410.999303639,485351.39984924224,6135410.999303639,485759.99095901934,6135410.999303639,485485.33037460316,6135410.999303639,487604.100511968,6135410.999303639
43,3.6,rubber_10,3,557957.0398775833,6465092.723936029,557939.2370853747,6465092.723936029,557891.1717630054,6465092.723936029,557013.5058105222,6465092.723936029,559089.5495873147,6465092.723936029
44,3.8,rubber_10,3,636019.281155675,6809919.59208775,636653.1153201228,6809919.59208775,637698.5085514027,6809919.59208775,638158.6745571061,6809919.59208775,637842.5308719784,6809919.59208775
45,4.0,rubber_10,3,725362.1634221101,7170461.433663558,724418.4647438743,7170461.433663558,726115.7781370424,7170461.433663558,726790.548272891,7170461.433663558,726766.9117708518,7170461.433663558
46,4.2,rubber_10,3,820919.5252186848,7547304.275022141,820640.3840041532,7547304.275022141,822232.5425185213,7547304.275022141,823893.9715165035,7547304.275022141,823809.6367937758,7547304.275022141
47,4.4,rubber_10,3,927332.0994576607,7941050.620484467,928002.3045836654,7941050.620484467,927712.4573572503,7941050.620484467,930729.3617200739,7941050.620484467,930590.9304617236,7941050.620484467
48,4.6,rubber_10,3,1044493.8530524418,8352319.733952575,1045002.1829534251,8352319.733952575,1045885.5164246685,8352319.733952575,1046427.7909219152,8352319.733952575,1048761.1072683933,8352319.733952575
49,4.8,rubber_10,3,1171636.5904575808,8781747.920530224,1172216.2340744678,8781747.920530224,1172874.4592388838,8781747.920530224,1172364.1300598176,8781747.920530224,1175802.3241477176,8781747.920530224
50,5.0,rubber_10,3,1308568.1019722854,9229988.808037631,1311543.7133067336,9229988.808037631,1310167.6738023101,9229988.808037631,1311649.3406184767,9229988.808037631,1313877.514383324,9229988.808037631
