temperature,time,mix_type,replicate,vapor_pressure_10mm,saturation_pressure_10mm,vapor_pressure_20mm,saturation_pressure_20mm,vapor_pressure_30mm,saturation_pressure_30mm,vapor_pressure_40mm,saturation_pressure_40mm,vapor_pressure_50mm,saturation_pressure_50mm
25,0.0,rubber_30,2,0.0,2368641.355309522,190.63236189203883,2368641.355309522,0.0,2368641.355309522,0.0,2368641.355309522,352.721821008838,2368641.355309522
26,0.2,rubber_30,2,984.5466060794538,2513698.9344580737,3513.7791770203353,2513698.9344580737,6178.664677421547,2513698.9344580737,3702.831085450534,2513698.9344580737,4334.736103754902,2513698.9344580737
27,0.4,rubber_30,2,9083.627090529646,2666422.5312688407,8837.092088999087,2666422.5312688407,8165.652474767151,2666422.5312688407,10595.41989172066,2666422.5312688407,7870.696949525523,2666422.5312688407
28,0.6,rubber_30,2,17319.3918417241,2827149.0841762293,17056.3077889494,2827149.0841762293,15683.81104034898,2827149.0841762293,14876.20923462466,2827149.0841762293,15835.733263632877,2827149.0841762293
29,0.8,rubber_30,2,23548.27203806444,2996227.0619178903,23345.838612912816,2996227.0619178903,22262.75998086271,2996227.0619178903,24759.08656705102,2996227.0619178903,24547.593257965073,2996227.0619178903
30,1.0,rubber_30,2,32180.763510607056,3174016.727118481,34265.97425383336,3174016.727118481,33411.82627474751,3174016.727118481,34667.10470961605,3174016.727118481,34821.83723392201,3174016.727118481
31,1.2,rubber_30,2,46417.485555372776,3360890.401727248,46343.58356625684,3360890.401727248,46117.1854890592,3360890.401727248,46159.883539106755,3360890.401727248,45466.29235472717,3360890.401727248
32,1.4,rubber_30,2,58312.33560098027,3557232.734215598,60741.496118995434,3557232.734215598,60328.433446768715,3557232.734215598,60293.1829133517,3557232.734215598,59306.787798992125,3557232.734215598
33,1.6,rubber_30,2,75571.20160301983,3763440.968439287,74154.38571985904,3763440.968439287,76961.5604158782,3763440.968439287,76198.44586912627,3763440.968439287,76596.1579531114,3763440.968439287
34,1.8,rubber_30,2,94747.24586754081,3979925.2140683583,97095.68915546504,3979925.2140683583,95815.33308652014,3979925.2140683583,97561.5188632386,3979925.2140683583,96659.74608084798,3979925.2140683583
35,2.0,rubber_30,2,116648.6014729642,4207108.718486802,117615.6295867388,4207108.718486802,117280.1785553253,4207108.718486802,119438.46877318529,4207108.718486802,117740.92179840051,4207108.718486802
