temperature,time,mix_type,replicate,vapor_pressure_10mm,saturation_pressure_10mm,vapor_pressure_20mm,saturation_pressure_20mm,vapor_pressure_30mm,saturation_pressure_30mm,vapor_pressure_40mm,saturation_pressure_40mm,vapor_pressure_50mm,saturation_pressure_50mm
25,0.0,rubber_10,2,0.0,2368641.355309522,0.0,2368641.355309522,0.0,2368641.355309522,0.0,2368641.355309522,0.0,2368641.355309522
26,0.2,rubber_10,2,4551.570142331138,2513698.9344580737,5138.156069677,2513698.9344580737,5846.648307780153,2513698.9344580737,7054.061077473777,2513698.9344580737,5058.492886141086,2513698.9344580737
27,0.4,rubber_10,2,11909.653894793782,2666422.5312688407,11097.15045898709,2666422.5312688407,11044.76348810739,2666422.5312688407,11104.531587424946,2666422.5312688407,11973.1479730075,2666422.5312688407
28,0.6,rubber_10,2,21205.275710714344,2827149.0841762293,20273.14892928094,2827149.0841762293,18029.124634359636,2827149.0841762293,21990.962692513003,2827149.0841762293,19716.321942341845,2827149.0841762293
29,0.8,rubber_10,2,31963.771692796276,2996227.0619178903,29786.535215820197,2996227.0619178903,30411.586126284677,2996227.0619178903,30059.21308068264,2996227.0619178903,31855.570549262684,2996227.0619178903
30,1.0,rubber_10,2,44918.37610115873,3174016.727118481,43480.11212947767,3174016.727118481,41253.318015419216,3174016.727118481,44533.87430066701,3174016.727118481,44294.04291437104,3174016.727118481
31,1.2,rubber_10,2,57615.057185156424,3360890.401727248,60823.69892456586,3360890.401727248,59996.32839905755,3360890.401727248,59788.989006764314,3360890.401727248,59332.409451296386,3360890.401727248
32,1.4,rubber_10,2,75982.34855514474,3557232.734215598,74851.69089424849,3557232.734215598,77984.31898070588,3557232.734215598,77746.32542779014,3557232.734215598,77442.3540971234,3557232.734215598
33,1.6,rubber_10,2,97351.50629795394,3763440.968439287,98149.62012924158,3763440.968439287,98299.72242554404,3763440.968439287,98480.7640444483,3763440.968439287,97946.64688348112,3763440.968439287
34,1.8,rubber_10,2,122753.00856069972,3979925.2140683583,121514.91529776462,3979925.2140683583,121926.38621754857,3979925.2140683583,123228.14692789456,3979925.2140683583,124512.46143705587,3979925.2140683583
35,2.0,rubber_10,2,150838.71001042807,4207108.718486802,152737.43044046182,4207108.718486802,151685.0388224414,4207108.718486802,151795.78746618048,4207108.718486802,152481.47118703707,4207108.718486802
36,2.2,rubber_10,2,183938.67988276994,4445428.140062439,185195.96763550193,4445428.140062439,183292.8422303265,4445428.140062439,184900.27216840198,4445428.140062439,183740.04213078154,4445428.140062439
37,2.4,rubber_10,2,218819.5632731871,4695333.822686567,220057.22151400716,4695333.822686567,218696.90308891132,4695333.822686567,221908.43645527927,4695333.822686567,222962.64311712474,4695333.822686567
38,2.6,rubber_10,2,263204.8034282633,4957290.071481643,262803.07248275273,4957290.071481643,260926.07842590133,4957290.071481643,261345.0422891395,4957290.071481643,261744.92633187026,4957290.071481643
39,2.8,rubber_10,2,308955.1791503854,5231775.429574466,306820.811924711,5231775.429574466,309352.0687914932,5231775.429574466,309480.0924748921,5231775.429574466,309867.68842306104,5231775.429574466
40,3.0,rubber_10,2,359802.8215497629,5519282.955831094,361364.89785787574,5519282.955831094,361074.27344984194,5519282.955831094,361311.3199519101,5519282.955831094,363429.33420548186,5519282.955831094
41,3.2,rubber_10,2,420251.5407110685,5820320.503449371,417756.23867379763,5820320.503449371,418820.3904891182,5820320.503449371,419488.01292476064,5820320.503449371,419787.05301553686,5820320.503449371
42,3.4,rubber_10,2,485276.6928996679,6135410.999303639,486007.7115383564,6135410.999303639,485169.2382625357,6135410.999303639,485598.3517748216,6135410.999303639,485818.9909325354,6135410.999303639
43,3.6,rubber_10,2,556302.773325288,6465092.723936029,556425.3589874011,6465092.723936029,557956.6526428018,6465092.723936029,559380.1283237449,6465092.723936029,559647.247857911,6465092.723936029
