temperature,time,mix_type,replicate,vapor_pressure_10mm,saturation_pressure_10mm,vapor_pressure_20mm,saturation_pressure_20mm,vapor_pressure_30mm,saturation_pressure_30mm,vapor_pressure_40mm,saturation_pressure_40mm,vapor_pressure_50mm,saturation_pressure_50mm
25,0.0,rubber_20,3,0.0,2368641.355309522,0.0,2368641.355309522,371.34148010424724,2368641.355309522,666.1268666466873,2368641.355309522,918.0792587367142,2368641.355309522
26,0.2,rubber_20,3,4208.45501166145,2513698.9344580737,6053.901153379376,2513698.9344580737,4726.521733438525,2513698.9344580737,5029.5780763996845,2513698.9344580737,3958.302366167163,2513698.9344580737
27,0.4,rubber_20,3,9600.652133806987,2666422.5312688407,9107.900118422534,2666422.5312688407,10284.616329082362,2666422.5312688407,10521.137582161233,2666422.5312688407,11364.402318454055,2666422.5312688407
28,0.6,rubber_20,3,17212.45781844881,2827149.0841762293,17566.017480647526,2827149.0841762293,18277.966331233678,2827149.0841762293,18363.83026108883,2827149.0841762293,17237.399191292097,2827149.0841762293
29,0.8,rubber_20,3,27316.26508274599,2996227.0619178903,28410.93295837723,2996227.0619178903,28658.524230191862,2996227.0619178903,26970.078256018274,2996227.0619178903,27184.88721743804,2996227.0619178903
30,1.0,rubber_20,3,37252.95137918476,3174016.727118481,40566.793218869556,3174016.727118481,37286.32803862005,3174016.727118481,39945.38363755543,3174016.727118481,38619.77590591764,3174016.727118481
31,1.2,rubber_20,3,52435.89444260637,3360890.401727248,51846.92066748447,3360890.401727248,54822.046237028306,3360890.401727248,51720.35629349538,3360890.401727248,52563.134683646385,3360890.401727248
32,1.4,rubber_20,3,67830.67359413239,3557232.734215598,68560.77611384557,3557232.734215598,69050.29493129662,3557232.734215598,70499.21712873204,3557232.734215598,68425.54636157931,3557232.734215598
33,1.6,rubber_20,3,86490.58406475326,3763440.968439287,87769.41088751864,3763440.968439287,85796.89935142253,3763440.968439287,87267.03850199273,3763440.968439287,87832.36724722096,3763440.968439287
34,1.8,rubber_20,3,110656.32087363214,3979925.2140683583,109488.42732794321,3979925.2140683583,110607.23609068403,3979925.2140683583,109230.51537958546,3979925.2140683583,110375.80141214198,3979925.2140683583
35,2.0,rubber_20,3,134729.65905283228,4207108.718486802,135235.9713509634,4207108.718486802,133718.0935053526,4207108.718486802,134310.6986790055,4207108.718486802,133918.7013426707,4207108.718486802
36,2.2,rubber_20,3,165033.35744001175,4445428.140062439,164372.56120390006,4445428.140062439,164289.53570521288,4445428.140062439,161801.81128985036,4445428.140062439,163367.708327446,4445428.140062439
37,2.4,rubber_20,3,194687.14834478524,4695333.822686567,194585.67214437434,4695333.822686567,198832.8322973564,4695333.822686567,195748.28667752485,4695333.822686567,196269.7684901235,4695333.822686567
38,2.6,rubber_20,3,233003.02395476087,4957290.071481643,234716.67534905698,4957290.071481643,235021.04404717,4957290.071481643,232800.0122744146,4957290.071481643,235778.39607864092,4957290.071481643
39,2.8,rubber_20,3,272813.9666977938,5231775.429574466,272471.18924135796,5231775.429574466,272927.12653082033,5231775.429574466,274426.5268322604,5231775.429574466,275618.7154849607,5231775.429574466
40,3.0,rubber_20,3,319993.5126399297,5519282.955831094,321244.99565764336,5519282.955831094,320950.5913522221,5519282.955831094,320172.79437947215,5519282.955831094,322754.0685851169,5519282.955831094
41,3.2,rubber_20,3,373189.8762415163,5820320.503449371,372712.50057672715,5820320.503449371,372385.8914577007,5820320.503449371,374843.6931180581,5820320.503449371,374928.3427126084,5820320.503449371
42,3.4,rubber_20,3,432186.0946286244,6135410.999303639,431231.8471258775,6135410.999303639,430833.5985018103,6135410.999303639,432032.3664450169,6135410.999303639,432546.57327214465,6135410.999303639
43,3.6,rubber_20,3,494344.0701982139,6465092.723936029,494969.29765102,6465092.723936029,494764.09830117354,6465092.723936029,498900.2885877443,6465092.723936029,495929.55136417266,6465092.723936029
44,3.8,rubber_20,3,565317.8390384194,6809919.59208775,565113.8102770802,6809919.59208775,565703.7451716518,6809919.59208775,567836.6313331216,6809919.59208775,568116.3210042032,6809919.59208775
45,4.0,rubber_20,3,645447.7696871231,7170461.433663558,642489.3182613505,7170461.433663558,644924.9361726128,7170461.433663558,644461.1222175729,7170461.433663558,647560.7645323487,7170461.433663558
46,4.2,rubber_20,3,729318.6626106572,7547304.275022141,732420.9926184997,7547304.275022141,730525.7683744624,7547304.275022141,729544.1638099944,7547304.275022141,731005.2876219827,7547304.275022141
47,4.4,rubber_20,3,824027.319304376,7941050.620484467,826278.0953356515,7941050.620484467,824481.4843929334,7941050.620484467,826900.0482245707,7941050.620484467,828381.7687193617,7941050.620484467
48,4.6,rubber_20,3,926388.9978516732,8352319.733952575,927789.3119744144,8352319.733952575,929470.8613433186,8352319.733952575,929834.8425859323,8352319.733952575,932368.3885184868,8352319.733952575
49,4.8,rubber_20,3,1040572.0524832157,8781747.920530224,1041752.7323331133,8781747.920530224,1042298.9828798058,8781747.920530224,1042273.3872081327,8781747.920530224,1042952.5129436019,8781747.920530224
50,5.0,rubber_20,3,1163639.6688856755,9229988.808037631,1164509.945368851,9229988.808037631,1165786.8530642076,9229988.808037631,1165415.5823030667,9229988.808037631,1168658.541996906,9229988.808037631
51,5.2,rubber_20,3,1297061.6453749433,9697713.62831169,1297876.3659008543,9697713.62831169,1300887.9258055696,9697713.62831169,1301753.9157421465,9697713.62831169,1301493.6043157144,9697713.62831169
52,5.4,rubber_20,3,1442649.535688114,10185611.498183608,1443889.368315294,10185611.498183608,1446960.1337754717,10185611.498183608,1448703.3192470015,10185611.498183608,1448740.86901001,10185611.498183608
53,5.6,rubber_20,3,1600619.2970707603,10694389.70002607,1601803.8051818677,10694389.70002607,1604575.0228608358,10694389.70002607,1606541.6379563294,10694389.70002607,1607055.0113207921,10694389.70002607
54,5.8,rubber_20,3,1772236.607122964,11224773.961761804,1774803.090571269,11224773.961761804,1775982.1731921262,11224773.961761804,1777815.8410286906,11224773.961761804,1780903.2397248128,11224773.961761804
55,6.0,rubber_20,3,1958091.0074798756,11777508.736225888,1960355.4877431379,11777508.736225888,1961207.862583085,11777508.736225888,1962865.810629868,11777508.736225888,1965277.0740415577,11777508.736225888
56,6.2,rubber_20,3,2158814.663141185,12353357.47977513,2159782.14650386,12353357.47977513,2163095.315736935,12353357.47977513,2163480.983083381,12353357.47977513,2167449.307627684,12353357.47977513
57,6.4,rubber_20,3,2372115.7608645586,12953102.930036865,2376279.7360420623,12953102.930036865,2376949.5308673745,12953102.930036865,2380636.0482708737,12953102.930036865,2381968.659792486,12953102.930036865
58,6.6,rubber_20,3,2605650.592378636,13577547.382691503,2607212.4189628856,13577547.382691503,2610313.229036001,13577547.382691503,2614333.2258077874,13577547.382691503,2615649.683758749,13577547.382691503
59,6.8,rubber_20,3,2854707.8950556656,14227512.967182841,2859742.2201811722,14227512.967182841,2861483.4711714555,14227512.967182841,2864238.8290489865,14227512.967182841,2867634.6599962213,14227512.967182841
60,7.0,rubber_20,3,3124193.527489303,14903841.921250708,3126979.9007693427,14903841.921250708,3129506.261446136,14903841.921250708,3133421.302609741,14903841.921250708,3136862.4689058186,14903841.921250708
61,7.2,rubber_20,3,3412556.8979430906,15607396.864181923,3415673.8849652885,15607396.864181923,3420118.005818393,15607396.864181923,3423203.015068966,15607396.864181923,3424560.6649989523,15607396.864181923
62,7.4,rubber_20,3,3721937.8494048556,16339061.068675516,3723242.950050324,16339061.068675516,3728909.3325322275,16339061.068675516,3734006.2354997126,16339061.068675516,3736709.253372344,16339061.068675516
63,7.6,rubber_20,3,4052440.3776563774,17099738.73121947,4058292.052422917,17099738.73121947,4061244.876582133,17099738.73121947,4062767.3018418695,17099738.73121947,4070583.430643489,17099738.73121947
64,7.8,rubber_20,3,4408473.27909524,17890355.24087682,4412741.026398156,17890355.24087682,4416453.989875653,17890355.24087682,4420978.318276018,17890355.24087682,4424043.085060333,17890355.24087682
65,8.0,rubber_20,3,4785752.958707537,18711857.44638002,4792024.59688502,18711857.44638002,4795614.568693154,18711857.44638002,4800516.091879989,18711857.44638002,4805275.052437157,18711857.44638002
