time_min,x_position_mm,y_position_mm,location,temperature_C,phase,heating_rate_C_per_min
0.0,50,50,center,25.0,startup,0.0
0.43043043043043044,50,50,center,25.0,startup,0.0
0.8608608608608609,50,50,center,25.0,startup,0.0
1.2912912912912913,50,50,center,25.0,startup,5.0
1.7217217217217218,50,50,center,26.243516754625677,startup,5.0
2.1521521521521523,50,50,center,29.117946901310464,startup,5.0
2.5825825825825826,50,50,center,31.793449422433845,startup,5.0
3.0130130130130133,50,50,center,33.21995764225456,startup,5.0
3.4434434434434436,50,50,center,34.96525581032891,startup,5.0
3.873873873873874,50,50,center,37.50298474918322,startup,5.0
4.3043043043043046,50,50,center,40.0715644981103,startup,5.0
4.734734734734735,50,50,center,42.40904097933201,startup,5.0
5.165165165165165,50,50,center,44.73598088544782,startup,5.0
5.595595595595595,50,50,center,47.09921948869554,startup,5.0
6.0260260260260265,50,50,center,49.87348573959351,startup,5.0
6.456456456456457,50,50,center,50.810585429650295,startup,5.0
6.886886886886887,50,50,center,53.6949269823929,startup,5.0
7.317317317317317,50,50,center,56.1697803307079,startup,5.0
7.747747747747748,50,50,center,59.30731632413329,startup,5.0
8.178178178178179,50,50,center,60.603418434355184,startup,5.0
8.608608608608609,50,50,center,63.07312234031588,startup,5.0
9.03903903903904,50,50,center,64.06748311848553,startup,5.0
9.46946946946947,50,50,center,67.6948306719796,startup,5.0
9.8998998998999,50,50,center,68.74003375221177,startup,5.0
10.33033033033033,50,50,center,71.99392744214543,startup,5.0
10.76076076076076,50,50,center,73.62801034133108,startup,5.0
11.19119119119119,50,50,center,76.24515859859609,startup,5.0
11.621621621621623,50,50,center,78.76388316557431,startup,5.0
12.052052052052053,50,50,center,81.1720322160016,startup,5.0
12.482482482482483,50,50,center,82.91058551362092,startup,5.0
12.912912912912914,50,50,center,85.17764661782569,startup,5.0
13.343343343343344,50,50,center,87.26122620128679,startup,5.0
13.773773773773774,50,50,center,90.11411603680216,startup,5.0
14.204204204204204,50,50,center,92.32938639265835,startup,5.0
14.634634634634635,50,50,center,94.07848150171559,startup,5.0
15.065065065065065,50,50,center,96.79580558562753,startup,5.0
15.495495495495495,50,50,center,98.73193682690744,startup,5.0
15.925925925925926,50,50,center,100.87563061223624,startup,5.0
16.356356356356358,50,50,center,103.49248385510244,startup,5.0
16.786786786786788,50,50,center,105.05335686702827,startup,5.0
17.217217217217218,50,50,center,107.68372548943744,startup,5.0
17.64764764764765,50,50,center,110.02354840789866,startup,5.0
18.07807807807808,50,50,center,112.05417712893416,startup,5.0
18.50850850850851,50,50,center,114.63026958334669,startup,5.0
18.93893893893894,50,50,center,117.00778609631756,startup,5.0
19.36936936936937,50,50,center,118.96581265307609,startup,5.0
19.7997997997998,50,50,center,121.1560345319146,startup,5.0
20.23023023023023,50,50,center,123.71182124121647,startup,5.0
20.66066066066066,50,50,center,124.97720452519579,startup,5.0
21.09109109109109,50,50,center,127.79986790923746,startup,5.0
21.52152152152152,50,50,center,129.5147743175747,startup,5.0
21.95195195195195,50,50,center,131.38658830686816,startup,5.0
22.38238238238238,50,50,center,134.51987732675374,startup,5.0
22.812812812812812,50,50,center,136.73006938323311,startup,5.0
23.243243243243246,50,50,center,138.40816001608027,startup,5.0
23.673673673673676,50,50,center,141.24948598995573,startup,5.0
24.104104104104106,50,50,center,143.44753284654337,startup,5.0
24.534534534534536,50,50,center,145.14163883483508,startup,5.0
24.964964964964967,50,50,center,147.65374182621144,startup,5.0
25.395395395395397,50,50,center,149.8410682408953,startup,5.0
25.825825825825827,50,50,center,152.04275912311041,startup,5.0
26.256256256256258,50,50,center,154.08376620144412,startup,5.0
26.686686686686688,50,50,center,155.79227684670192,startup,5.0
27.117117117117118,50,50,center,158.23100041592943,startup,5.0
27.54754754754755,50,50,center,161.21073432689948,startup,5.0
27.97797797797798,50,50,center,163.78693007267495,startup,5.0
28.40840840840841,50,50,center,165.5763459172803,startup,5.0
28.83883883883884,50,50,center,167.96816868820977,startup,5.0
29.26926926926927,50,50,center,168.85900062894996,startup,5.0
29.6996996996997,50,50,center,171.9016546578684,startup,5.0
30.13013013013013,50,50,center,173.37915510379423,startup,5.0
30.56056056056056,50,50,center,175.8539619769672,startup,5.0
30.99099099099099,50,50,center,178.11978365245807,startup,5.0
31.42142142142142,50,50,center,180.69447458912234,startup,5.0
31.85185185185185,50,50,center,183.09492215013216,startup,5.0
32.28228228228228,50,50,center,185.72601372549448,startup,5.0
32.712712712712715,50,50,center,186.51462607687887,startup,5.0
33.14314314314314,50,50,center,189.19702223146615,startup,5.0
33.573573573573576,50,50,center,191.26162500217967,startup,5.0
