time_min,z_position_um,layer,temperature_C,phase
0.0,0.0,anode,25.0,heating
12.854521187854521,0.0,anode,63.3615867148009,heating
25.709042375709043,0.0,anode,103.54109637527772,heating
38.56356356356356,0.0,anode,142.54503846585055,heating
51.418084751418085,0.0,anode,180.24371159993677,heating
64.27260593927261,0.0,anode,219.91334668108735,heating
77.12712712712712,0.0,anode,259.2131550005484,heating
89.98164831498165,0.0,anode,299.1278684520001,heating
102.83616950283617,0.0,anode,337.0124032565538,heating
115.6906906906907,0.0,anode,376.0876400775599,heating
128.54521187854522,0.0,anode,411.94992284617757,heating
141.39973306639973,0.0,anode,455.4511240185664,heating
154.25425425425425,0.0,anode,490.40872483875296,heating
167.1087754421088,0.0,anode,533.0537240982419,heating
179.9632966299633,0.0,anode,567.9664793988185,heating
192.81781781781783,0.0,anode,610.5957494131821,heating
205.67233900567234,0.0,anode,647.7377415556848,heating
218.52686019352686,0.0,anode,689.410008225647,heating
231.3813813813814,0.0,anode,727.275428712604,heating
244.23590256923592,0.0,anode,765.5110529861325,heating
257.09042375709043,0.0,anode,800.2196936919374,heating
269.94494494494495,0.0,anode,836.0523233007846,heating
282.79946613279947,0.0,anode,882.4782732079012,heating
295.653987320654,0.0,anode,914.7123810857836,heating
308.5085085085085,0.0,anode,955.7049601282215,heating
321.36302969636307,0.0,anode,987.0314307036517,heating
334.2175508842176,0.0,anode,1030.7674936623864,heating
347.0720720720721,0.0,anode,1068.9838645309303,heating
359.9265932599266,0.0,anode,1104.68051440608,heating
372.78111444778114,0.0,anode,1142.5742963689308,heating
385.63563563563565,0.0,anode,1185.5850613539842,heating
398.49015682349017,0.0,anode,1216.3312119603831,heating
411.3446780113447,0.0,anode,1260.7558670290482,heating
424.1991991991992,0.0,anode,1298.5374029091533,heating
437.0537203870537,0.0,anode,1338.725417327907,heating
449.9082415749083,0.0,anode,1353.6837011068064,dwell
462.7627627627628,0.0,anode,1349.2816564231778,dwell
475.6172839506173,0.0,anode,1349.0800377889939,dwell
488.47180513847184,0.0,anode,1348.3867199372457,dwell
501.32632632632635,0.0,anode,1351.3867350053597,dwell
514.1808475141809,0.0,anode,1350.472788610346,dwell
527.0353687020354,0.0,anode,1352.2197490788678,dwell
539.8898898898899,0.0,anode,1348.2134914602943,dwell
552.7444110777444,0.0,anode,1350.9545663844042,dwell
565.5989322655989,0.0,anode,1350.780383363193,dwell
578.4534534534534,0.0,anode,1350.7658364765632,dwell
591.307974641308,0.0,anode,1351.578630549898,dwell
604.1624958291625,0.0,anode,1354.653908796769,dwell
617.017017017017,0.0,anode,1353.5670036023798,dwell
629.8715382048715,0.0,anode,1342.2237259931903,cooling
