time_min,time_seconds,thermocouple_id,x_position_mm,y_position_mm,z_position_um,layer,location,temperature_C,heating_rate_C_per_min,thermal_lag_min
0.0,0.0,TC01,50,50,225,electrolyte,center_mid,25.125659858754116,0.0,0.5
0.1,6.0,TC01,50,50,225,electrolyte,center_mid,25.0,-1.2565985875411556,0.5
0.2,12.0,TC01,50,50,225,electrolyte,center_mid,25.0,0.0,0.5
0.30000000000000004,18.000000000000004,TC01,50,50,225,electrolyte,center_mid,25.34274109558188,3.4274109558187846,0.5
0.4,24.0,TC01,50,50,225,electrolyte,center_mid,25.0,-3.427410955818787,0.5
0.5,30.0,TC01,50,50,225,electrolyte,center_mid,25.0,0.0,0.5
0.6000000000000001,36.00000000000001,TC01,50,50,225,electrolyte,center_mid,25.0,0.0,0.5
0.7000000000000001,42.00000000000001,TC01,50,50,225,electrolyte,center_mid,25.673009268907393,6.730092689073929,0.5
0.8,48.0,TC01,50,50,225,electrolyte,center_mid,26.170333617156647,4.973243482492543,0.5
0.9,54.0,TC01,50,50,225,electrolyte,center_mid,26.488478862844442,3.18145245687795,0.5
1.0,60.0,TC01,50,50,225,electrolyte,center_mid,27.050720084659986,5.62241221815544,0.5
1.1,66.0,TC01,50,50,225,electrolyte,center_mid,27.462026026705537,4.11305942045551,0.5
1.2000000000000002,72.00000000000001,TC01,50,50,225,electrolyte,center_mid,28.215101068635157,7.53075041929619,0.5
1.3,78.0,TC01,50,50,225,electrolyte,center_mid,28.444411438797818,2.2931037016266163,0.5
1.4000000000000001,84.00000000000001,TC01,50,50,225,electrolyte,center_mid,29.014385904690783,5.699744658929648,0.5
1.5,90.0,TC01,50,50,225,electrolyte,center_mid,29.491659701785814,4.772737970950309,0.5
1.6,96.0,TC01,50,50,225,electrolyte,center_mid,29.90487777030459,4.132180685187766,0.5
1.7000000000000002,102.00000000000001,TC01,50,50,225,electrolyte,center_mid,30.593831384025233,6.889536137206414,0.5
1.8,108.0,TC01,50,50,225,electrolyte,center_mid,30.871648278420604,2.7781689439537196,0.5
1.9000000000000001,114.00000000000001,TC01,50,50,225,electrolyte,center_mid,31.61625271803395,7.446044396133467,0.5
2.0,120.0,TC01,50,50,225,electrolyte,center_mid,31.885288086060626,2.6903536802667496,0.5
2.1,126.0,TC01,50,50,225,electrolyte,center_mid,32.53334335867811,6.48055272617483,0.5
2.2,132.0,TC01,50,50,225,electrolyte,center_mid,32.92913026056996,3.957869018918526,0.5
2.3000000000000003,138.00000000000003,TC01,50,50,225,electrolyte,center_mid,33.600243024952434,6.711127643824704,0.5
2.4000000000000004,144.00000000000003,TC01,50,50,225,electrolyte,center_mid,34.08399086876072,4.837478438082878,0.5
2.5,150.0,TC01,50,50,225,electrolyte,center_mid,34.386310643287054,3.023197745263328,0.5
2.6,156.0,TC01,50,50,225,electrolyte,center_mid,35.14405896039703,7.577483171099779,0.5
2.7,162.0,TC01,50,50,225,electrolyte,center_mid,35.41984133094563,2.757823705485973,0.5
2.8000000000000003,168.00000000000003,TC01,50,50,225,electrolyte,center_mid,35.98331679189075,5.6347546094512015,0.5
2.9000000000000004,174.00000000000003,TC01,50,50,225,electrolyte,center_mid,36.547175571383484,5.638587794927327,0.5
3.0,180.0,TC01,50,50,225,electrolyte,center_mid,36.8940263139949,3.4685074261141704,0.5
3.1,186.0,TC01,50,50,225,electrolyte,center_mid,37.65695981714142,7.629335031465196,0.5
3.2,192.0,TC01,50,50,225,electrolyte,center_mid,38.01598275638373,3.59022939242308,0.5
3.3000000000000003,198.00000000000003,TC01,50,50,225,electrolyte,center_mid,38.517944897616196,5.019621412324677,0.5
3.4000000000000004,204.00000000000003,TC01,50,50,225,electrolyte,center_mid,39.14944961503916,6.315047174229628,0.5
3.5,210.0,TC01,50,50,225,electrolyte,center_mid,39.60946112053386,4.600115054946999,0.5
3.6,216.0,TC01,50,50,225,electrolyte,center_mid,40.32611486451073,7.166537439768697,0.5
3.7,222.0,TC01,50,50,225,electrolyte,center_mid,40.50365473128545,1.775398667747224,0.5
3.8000000000000003,228.00000000000003,TC01,50,50,225,electrolyte,center_mid,41.05202387884667,5.483691475612171,0.5
3.9000000000000004,234.00000000000003,TC01,50,50,225,electrolyte,center_mid,41.53820319429401,4.861793154473442,0.5
4.0,240.0,TC01,50,50,225,electrolyte,center_mid,41.93659296010432,3.983897658103089,0.5
4.1000000000000005,246.00000000000003,TC01,50,50,225,electrolyte,center_mid,42.603527797964865,6.669348378605413,0.5
4.2,252.0,TC01,50,50,225,electrolyte,center_mid,42.931481821561505,3.2795402359664054,0.5
4.3,258.0,TC01,50,50,225,electrolyte,center_mid,43.43844514582179,5.069633242602851,0.5
4.4,264.0,TC01,50,50,225,electrolyte,center_mid,44.07495699524894,6.36511849427148,0.5
4.5,270.0,TC01,50,50,225,electrolyte,center_mid,44.61840470295122,5.434477077022796,0.5
4.6000000000000005,276.00000000000006,TC01,50,50,225,electrolyte,center_mid,44.94084389650127,3.2243919355005173,0.5
4.7,282.0,TC01,50,50,225,electrolyte,center_mid,45.51049750316397,5.696536066626996,0.5
4.800000000000001,288.00000000000006,TC01,50,50,225,electrolyte,center_mid,46.0965581375283,5.8606063436432665,0.5
4.9,294.0,TC01,50,50,225,electrolyte,center_mid,46.49326177590503,3.967036383767365,0.5
5.0,300.0,TC01,50,50,225,electrolyte,center_mid,47.02664022973836,5.333784538333309,0.5
