time_min,cycle_number,cycle_phase,x_position_mm,y_position_mm,location,temperature_C,distance_from_center_mm,radial_gradient_C_per_mm
0.0,1,startup,50,50,center,25.0,0.0,0.0
2.1608040201005023,1,startup,50,50,center,28.50449078764622,0.0,0.0
4.321608040201005,1,startup,50,50,center,40.36730381793069,0.0,0.0
6.482412060301507,1,startup,50,50,center,51.18761618454812,0.0,0.0
8.64321608040201,1,startup,50,50,center,63.27497756586134,0.0,0.0
10.804020100502512,1,startup,50,50,center,75.15708219347384,0.0,0.0
12.964824120603014,1,startup,50,50,center,85.51109381213904,0.0,0.0
15.125628140703515,1,startup,50,50,center,96.49363243054889,0.0,0.0
17.28643216080402,1,startup,50,50,center,108.36004913375506,0.0,0.0
19.44723618090452,1,startup,50,50,center,119.07792641711313,0.0,0.0
21.608040201005025,1,startup,50,50,center,130.90489254515853,0.0,0.0
23.768844221105525,1,startup,50,50,center,142.57090066310244,0.0,0.0
25.929648241206028,1,startup,50,50,center,151.7830084900344,0.0,0.0
28.09045226130653,1,startup,50,50,center,163.56660042090581,0.0,0.0
30.25125628140703,1,startup,50,50,center,174.3325065880511,0.0,0.0
32.41206030150754,1,startup,50,50,center,185.43154411353433,0.0,0.0
34.57286432160804,1,startup,50,50,center,196.65506616815782,0.0,0.0
36.73366834170854,1,startup,50,50,center,206.79387864698177,0.0,0.0
38.89447236180904,1,startup,50,50,center,218.41706956145669,0.0,0.0
41.05527638190954,1,startup,50,50,center,229.27686581606304,0.0,0.0
43.21608040201005,1,startup,50,50,center,240.52315467441986,0.0,0.0
45.37688442211055,1,startup,50,50,center,250.53144929702103,0.0,0.0
47.53768844221105,1,startup,50,50,center,261.71986806974655,0.0,0.0
49.698492462311556,1,startup,50,50,center,273.30362951511984,0.0,0.0
51.859296482412056,1,startup,50,50,center,282.8070555865087,0.0,0.0
54.020100502512555,1,startup,50,50,center,294.33295658511634,0.0,0.0
56.18090452261306,1,startup,50,50,center,305.5855426497502,0.0,0.0
58.34170854271356,1,startup,50,50,center,317.29581111066443,0.0,0.0
60.50251256281406,1,startup,50,50,center,329.02027135073615,0.0,0.0
62.66331658291457,1,startup,50,50,center,338.43304498790667,0.0,0.0
64.82412060301507,1,startup,50,50,center,348.0410560243575,0.0,0.0
66.98492462311557,1,startup,50,50,center,359.6500047548691,0.0,0.0
69.14572864321607,1,startup,50,50,center,372.4036160893386,0.0,0.0
71.30653266331657,1,startup,50,50,center,380.95771358763034,0.0,0.0
73.46733668341707,1,startup,50,50,center,391.9641924094639,0.0,0.0
75.62814070351759,1,startup,50,50,center,402.6317599232348,0.0,0.0
