cycle,temperature_C,material,d_spacing_A,d0_spacing_A,lattice_strain,thermal_strain,mechanical_strain,measurement_error
1,25.0,YSZ,2.9580711668036606,2.958,2.4059095219772884e-05,0.0,3.6701015703963252e-06,2.038899364937656e-05
1,25.0,NiO,2.4120759196382036,2.412,3.147580356702308e-05,0.0,3.848107911787176e-05,-7.005275550848677e-06
1,25.0,Ni,2.033693486537103,2.034,-0.00015069491784490795,0.0,-0.0001497154706875297,-9.794471573782554e-07
1,25.0,GDC,3.1237525739947043,3.124,-7.920166622788672e-05,0.0,-7.49649593443273e-05,-4.236706883559423e-06
1,44.897959183673464,YSZ,2.9587272065382235,2.958,0.00024584399534251797,0.00020892857142857136,3.456524588826128e-05,2.350178025685315e-06
1,44.897959183673464,NiO,2.41275706385104,2.412,0.0003138739017577836,0.00028056122448979587,1.9390051775098527e-05,1.3922625492889234e-05
1,44.897959183673464,Ni,2.0346764539478013,2.034,0.00033257322900749864,0.00026464285714285706,4.079556930770453e-05,2.7134802556937033e-05
1,44.897959183673464,GDC,3.12481470489972,3.124,0.00026078902039701056,0.0002487244897959183,1.613349250415128e-05,-4.0689619030590245e-06
1,64.79591836734693,YSZ,2.9587543020724123,2.958,0.0002550040812752879,0.0004178571428571427,-0.00014970934611123336,-1.3143715470621462e-05
1,64.79591836734693,NiO,2.413587803407077,2.412,0.0006582932865161704,0.0005611224489795917,9.06815142502475e-05,6.489323286331121e-06
1,64.79591836734693,Ni,2.035053758556921,2.034,0.0005180720535502904,0.0005292857142857141,-8.96987259327301e-06,-2.243788142150798e-06
1,64.79591836734693,GDC,3.125271545534781,3.124,0.000407024819071999,0.0004974489795918366,-8.876048472024266e-05,-1.6636757995949422e-06
1,84.6938775510204,YSZ,2.95983087703245,2.958,0.0006189577526876925,0.0006267857142857143,1.234889741068257e-05,-2.0176859008704342e-05
1,84.6938775510204,NiO,2.4141561604759345,2.412,0.0008939305455782071,0.0008416836734693878,7.251931071367159e-05,-2.0272438604852197e-05
1,84.6938775510204,Ni,2.0356824829429985,2.034,0.0008271794213365422,0.0007939285714285714,3.369783314489976e-05,-4.4698323692902477e-07
