x_norm,y_norm,sigma_MPa
0.306631,0.698317,17.942852
0.782289,0.515758,-3.964886
0.710232,0.457267,11.548877
0.969552,0.467694,-5.576982
0.390030,0.191407,-11.451295
0.156451,0.338904,-7.548184
0.394212,0.021693,9.980549
0.146498,0.882245,6.237612
0.319156,0.823649,-13.413341
0.771758,0.147109,0.956767
0.205923,0.794810,3.274655
0.680838,0.782697,0.616197
0.375168,0.303029,-14.239736
0.758183,0.361904,-4.946372
0.853872,0.717565,-5.420286
0.865055,0.083659,-3.035582
0.351614,0.440587,8.898798
0.764072,0.589000,8.145427
0.828442,0.588710,7.531874
0.345584,0.204968,0.713814
0.068691,0.573694,-7.892641
0.817912,0.851416,-17.715663
0.714761,0.578454,-12.796624
0.108060,0.200066,-12.447456
0.235551,0.237375,0.008627
0.402431,0.495089,3.640275
0.274565,0.981464,2.861005
0.260068,0.241542,-12.812950
0.768944,0.884467,0.352820
0.119083,0.075428,-4.335144
0.022890,0.158261,-3.759416
0.154801,0.209371,-4.107564
0.167584,0.183045,2.368948
0.584010,0.644380,12.324219
0.022181,0.151516,-14.338658
0.009502,0.623468,15.109650
0.418417,0.924044,-5.338579
0.593258,0.301602,-15.447929
0.537650,0.670967,-15.211371
0.751413,0.731072,-9.252743
0.617330,0.006551,-3.059096
0.393444,0.252269,1.884837
0.756572,0.665802,4.857926
0.823474,0.362888,-6.961396
0.547850,0.541867,-1.029020
0.836395,0.356203,-10.918237
0.559198,0.525278,18.341758
0.208511,0.555230,5.025375
0.977186,0.046720,14.129190
0.598193,0.031442,-7.371324
0.511212,0.433015,-9.346565
0.706146,0.660950,3.044189
0.183389,0.649588,-11.524803
0.179089,0.412059,-9.076774
0.243616,0.721736,-12.531363
0.391288,0.143951,2.479346
0.008926,0.801755,-2.276637
0.397273,0.041233,-6.573037
0.179433,0.321123,0.686598
0.165812,0.522828,-1.426722
0.448366,0.969199,6.004808
0.377502,0.033549,-6.435547
0.765762,0.768463,21.641517
0.051718,0.279535,5.147664
0.434862,0.693983,4.414102
0.291077,0.880298,-5.438496
0.975175,0.343908,-9.867917
0.070463,0.195487,-5.037063
0.853610,0.228394,-5.017535
0.641915,0.454052,-3.795445
0.315667,0.030870,-7.430346
0.323449,0.754987,4.072084
0.613790,0.914005,-7.675075
0.581853,0.525374,0.955473
0.308162,0.350823,3.605314
0.352774,0.860423,9.838391
0.649865,0.735205,4.099038
0.863766,0.409427,2.466037
0.930760,0.446685,5.419894
0.330444,0.582502,9.541057
0.672429,0.128318,14.127836
0.379627,0.568043,3.815478
0.206786,0.637567,0.097260
0.746549,0.705600,-7.540799
0.671835,0.853040,-5.504409
0.318724,0.208138,-0.352032
0.614834,0.902825,1.051253
0.007239,0.626928,-0.436920
0.719148,0.883877,8.420055
0.009305,0.439928,4.711216
0.016476,0.317913,18.365113
0.092454,0.706165,6.275693
0.796159,0.933276,4.811892
0.672207,0.952755,11.191719
0.366809,0.343621,0.935076
0.524164,0.253836,-9.651616
0.064835,0.115663,1.514410
0.069195,0.467823,-1.515165
0.771183,0.898440,-3.695155
0.558370,0.825662,-0.145235
0.303033,0.972037,-5.956894
0.402416,0.510809,-6.562673
0.075777,0.999538,-7.467546
0.556538,0.538429,-0.522312
0.485302,0.816672,8.502651
0.589440,0.545447,-10.305129
0.787223,0.579344,-3.551542
0.219582,0.625783,-2.032871
0.561336,0.464707,10.508136
0.370419,0.927279,-2.188267
0.349650,0.608294,-9.049397
0.713704,0.891667,0.237128
0.283859,0.834247,-8.227781
0.952966,0.328182,-8.560651
0.706119,0.896293,17.136886
0.696750,0.403699,-13.000960
0.200362,0.098243,0.189370
0.823578,0.428884,-4.365806
0.185643,0.786512,6.699709
0.867451,0.683690,4.575805
0.218277,0.842211,8.554331
0.677904,0.350866,1.903115
0.698907,0.502133,10.883650
0.445892,0.399063,-3.220891
0.600185,0.180120,12.634036
0.588864,0.092500,5.032584
0.579383,0.758694,-0.493870
0.244690,0.272101,0.386368
0.272742,0.922855,-4.341137
0.197003,0.683985,8.584262
0.132773,0.933836,-0.071318
0.389128,0.577861,-6.638609
0.003027,0.159019,3.953809
0.114632,0.977458,7.158619
0.131391,0.057551,10.553082
0.659066,0.886184,-3.146947
0.332173,0.179433,7.515513
0.529778,0.564154,5.839928
0.485469,0.410456,-1.937048
0.127952,0.342537,3.198035
0.043179,0.955672,-8.310593
0.992890,0.024270,-13.344611
0.740774,0.005774,-4.689887
0.227952,0.613987,6.715645
0.837170,0.465025,1.594430
0.449394,0.871960,-3.884969
0.455106,0.863015,4.561276
0.851173,0.881698,15.751820
0.835658,0.522441,9.659789
0.383816,0.840930,4.439819
0.059252,0.244065,-1.779334
0.481315,0.181967,4.392668
0.002954,0.165157,-3.055809
0.168589,0.218406,1.798755
0.677499,0.360617,-8.047700
0.405818,0.619041,3.286947
0.134894,0.713850,-0.261206
0.686294,0.724622,3.660926
0.928518,0.139186,-5.532056
0.981550,0.500210,9.690017
0.910489,0.127001,17.759071
0.119333,0.755682,-4.530585
0.665260,0.871660,4.282624
0.528757,0.461953,-1.420918
0.031521,0.174451,-7.003995
0.919865,0.159960,3.272133
0.216604,0.951121,-1.691807
0.155115,0.686130,-8.165807
0.969064,0.696791,-15.183581
0.066753,0.664072,15.579688
0.458882,0.117506,8.259982
0.838308,0.762566,1.096255
0.555687,0.722880,4.651527
0.483419,0.421967,3.280182
0.030781,0.088241,16.173252
0.680760,0.889341,-1.158052
0.237118,0.087888,3.129580
0.535381,0.442158,3.219200
0.711250,0.272501,4.849630
0.602915,0.330347,3.013750
0.495809,0.056700,0.538053
0.394199,0.692726,-11.369033
0.680695,0.629887,-4.774628
0.695896,0.462755,4.573344
0.755395,0.826283,-5.736963
0.060139,0.844125,-10.429690
0.060412,0.701314,1.401605
0.881575,0.988747,0.974937
0.076436,0.529637,-9.691385
0.549834,0.659225,3.575022
0.159489,0.283835,-2.405689
0.593413,0.203486,2.708657
0.580032,0.759905,-5.919467
0.945463,0.766950,-7.322800
0.147249,0.572502,-14.939619
0.368296,0.338586,-16.376936
0.215004,0.819738,2.967680
0.861521,0.888316,7.157015
0.733907,0.002821,6.414237
0.908823,0.334579,13.504481
0.203474,0.145886,-12.719773
0.106073,0.258723,-7.429453
0.746967,0.721741,14.025380
0.489230,0.777400,-3.626288
0.206851,0.827906,-10.048258
0.732906,0.333639,-10.350520
0.904017,0.808029,1.689293
0.033575,0.220255,-0.481695
0.433009,0.261244,-6.506015
0.585121,0.772546,-12.580003
0.549324,0.404997,-10.272204
0.166081,0.497310,12.665517
0.852382,0.991330,0.778386
0.774591,0.601385,9.699940
0.017668,0.799743,5.592257
0.743476,0.197480,3.392151
0.733824,0.162897,-4.725571
0.170158,0.342446,18.433121
0.670976,0.775884,-9.326000
0.545562,0.509556,-4.479142
0.334010,0.875287,-10.205060
0.952606,0.575392,-15.078877
0.412233,0.879209,12.695112
0.616350,0.068346,-0.746534
0.272784,0.326159,7.719850
0.298806,0.889907,-3.260878
0.192658,0.111975,-10.323398
0.333722,0.672185,-8.187665
0.196937,0.419771,14.778791
0.990952,0.413285,-0.201220
0.599263,0.168720,-9.093490
0.651324,0.902189,4.299683
0.716512,0.391954,-12.713157
0.670114,0.559490,-3.274604
0.997526,0.602691,6.870900
0.282218,0.783890,0.778714
0.326641,0.189986,-8.234830
0.746610,0.528240,1.280359
0.968894,0.499287,6.589842
0.535403,0.764629,14.949964
0.069588,0.380459,-8.656769
0.708395,0.030908,4.939972
0.871728,0.926539,6.464968
0.405319,0.802851,-3.719050
0.290233,0.645011,3.505103
0.058568,0.090815,-14.365235
0.758069,0.616717,-2.918754
0.201879,0.666706,-5.101692
0.894180,0.617222,6.487184
0.029029,0.737336,-17.856812
0.048754,0.207269,-7.117762
0.968727,0.461506,-8.797447
0.435091,0.234386,1.764684
0.407567,0.700390,-0.574510
0.449973,0.209287,1.512872
0.256412,0.821965,-5.689878
0.983274,0.945164,0.285246
0.076158,0.279095,-5.762234
0.469722,0.987690,10.730684
0.284944,0.704931,1.104461
0.028218,0.233060,1.604414
0.891303,0.708598,-7.153662
0.755657,0.303115,8.302200
0.752028,0.511474,13.935813
0.467315,0.728943,-3.980565
0.441978,0.185570,-0.388993
0.308316,0.701912,4.698575
0.816888,0.521278,-15.473269
0.968072,0.034251,-1.321698
0.604088,0.302316,-4.498351
0.397061,0.452426,-3.235371
0.788605,0.672728,-6.855770
0.313891,0.256756,5.018020
0.565331,0.504434,-2.903949
0.246618,0.459870,-7.654484
0.757550,0.640555,-2.643332
0.016288,0.329653,10.547334
0.544128,0.314819,-8.127555
0.607801,0.476129,-5.349298
0.022757,0.522947,-0.105915
0.168302,0.782528,-9.204702
0.259945,0.241737,-1.174388
0.895045,0.509168,-4.210956
0.539137,0.692481,1.444717
0.439077,0.971811,-4.685819
0.348060,0.067355,-6.833427
0.977828,0.488297,5.200553
0.484534,0.789299,-2.583062
0.827690,0.244569,4.338785
0.065436,0.753487,-4.473193
0.029383,0.271390,14.586684
0.050745,0.217214,0.367823
0.087716,0.496188,-3.214315
0.447955,0.572703,3.892417
0.493894,0.889154,7.832507
0.953283,0.375708,1.489567
0.831748,0.838071,0.452186
0.213539,0.116542,-4.904483
0.537831,0.755873,4.563923
0.836542,0.185756,14.270538
0.072177,0.018857,11.933742
0.402434,0.924480,-13.186530
0.055672,0.439584,-17.601103
0.430301,0.629334,1.520478
0.614432,0.452222,8.332382
0.998231,0.620960,-12.641027
0.556578,0.291130,2.512353
0.939174,0.232583,-1.151933
0.410996,0.482565,3.953398
0.341644,0.506316,8.321305
0.008017,0.492608,4.603303
0.377145,0.539052,-15.684269
0.248383,0.416903,-5.166941
0.862195,0.406638,3.006413
0.067056,0.213975,2.120775
0.042525,0.948582,-5.120740
0.803923,0.161990,8.149270
0.252712,0.094690,-11.595626
0.039066,0.255102,10.860494
0.271422,0.831952,-10.972602
0.307251,0.940261,-9.453842
0.691431,0.257748,3.283980
0.024241,0.236870,0.530561
0.047117,0.889298,-4.486417
0.502648,0.575673,-2.041790
0.663619,0.433422,-5.906788
0.856339,0.508511,-10.173559
0.836414,0.182586,-4.542491
0.556427,0.836006,4.685072
0.140956,0.889750,13.772547
0.768903,0.978158,8.758909
0.297893,0.415272,-5.507132
0.332887,0.243251,-5.785632
0.601209,0.014687,-8.149522
0.634720,0.951367,0.473809
0.314634,0.038142,-1.744451
0.849435,0.041814,-8.043639
0.150712,0.135477,2.461207
0.152011,0.583251,5.654484
0.743195,0.074872,10.590139
0.091949,0.484362,-5.618250
0.673087,0.203036,1.821951
0.121904,0.229921,-1.178028
0.358739,0.320901,0.536242
0.869516,0.577691,9.212681
0.544858,0.276756,-3.952618
0.073457,0.266556,-10.605224
0.789337,0.824520,-8.129427
0.119390,0.729554,-0.426069
0.182307,0.306332,-4.196007
0.859829,0.427397,-11.114305
0.822631,0.669100,-11.426135
0.779029,0.453985,-10.422963
0.052232,0.166930,4.338530
