measurement_id,temperature_c,current_density_acm2,time_hours,ni_oxidation_factor,eta_anode_activation_v,eta_anode_concentration_v,eta_cathode_activation_v,eta_cathode_concentration_v,eta_ohmic_v,eta_total_v,asr_ohmic_ohm_cm2,ni_volume_change_percent,induced_stress_mpa,oxygen_chemical_potential_gradient
0,866.2833243860623,0.3108436997734705,546.0988080032909,1.1764307751762197,0.05732703753755827,0.00731372189366296,0.025546405374206826,0.0031084369977347048,0.042054952817841496,0.13535055462100426,0.1352929232552866,-18.826276512840845,40.586861743579576,0.06767527731050213
1,763.6350419017406,0.30336825910535353,966.9850180280375,1.1501886221510826,0.06257433264232577,0.006978614398895184,0.028437094346306712,0.0030336825910535353,0.04080474750887813,0.14182847148745933,0.13450565866453248,-20.63698507157531,39.681507464212345,0.07091423574372967
2,896.832991896643,0.06890640955307394,699.027414042095,1.2023277494298348,0.06805681164735837,0.001656961766384757,0.029557919595731133,0.0006890640955307393,0.009376083604884528,0.10933684070988953,0.13606983248289503,-17.039385289341404,41.4803073553293,0.05466842035494476
3,702.3530188733995,0.6084914073332927,501.3964785953243,1.0908807208968936,0.0671273762481078,0.013275830901826153,0.03348772100456352,0.006084914073332927,0.0807628870860685,0.2007387293138989,0.13272642162690682,-24.72923025811434,37.63538487094283,0.10036936465694946
4,833.8160033724566,0.9452177701882851,823.0875290068805,1.178035695436826,0.05846721973701667,0.02227000546486005,0.028247114910958555,0.009452177701882851,0.12792678521611858,0.2463633030308367,0.1353410708631048,-18.715537014859006,40.642231492570495,0.12318165151541835
5,779.5906112402668,0.34463986003626196,451.3367251540973,1.1251540832672002,0.04323499313937173,0.007755458915528731,0.024057490587232097,0.0034463986003626197,0.04609717437691929,0.12459151561941446,0.133754622498016,-22.364368254563193,38.817815872718406,0.06229575780970723
6,895.8523731217285,0.13420132601210172,922.2308698387299,1.2141548095259584,0.08891579830618372,0.0032588237084470884,0.028886829855598845,0.0013420132601210171,0.018308368163880803,0.14071183329423148,0.13642464428577875,-16.223318142708877,41.88834092864556,0.07035591664711574
7,866.0365933235388,0.3924398776917927,430.42190808796687,1.1664434245053747,0.037829291803906824,0.009155178296945702,0.026193052268236504,0.0039243987769179275,0.052976755214597826,0.13007867636060477,0.13499330273516125,-19.515403709129153,40.24229814543542,0.06503933818030239
8,885.105864329379,0.8374833966333615,108.9999898629761,1.1294111330384,0.05452236723538538,0.018917261437850653,0.02718854652649703,0.008374833966333615,0.11212423182011211,0.22112724098617878,0.13388233399115199,-22.070631820350407,38.9646840898248,0.11056362049308939
9,719.7314753465619,0.6381384405075637,143.6916072617339,1.0544024044352276,0.050271022823377816,0.013457094120674433,0.030031637135223076,0.0063813844050756375,0.08399948523176802,0.184140623716119,0.13163207213305683,-27.246234093969303,36.37688295301535,0.0920703118580595
10,763.3192696825294,0.6933311874890227,484.03894022784846,1.1198995084957433,0.05123612160409413,0.01552922512187453,0.02960472543542466,0.006933311874890227,0.09262695643171406,0.19593034046799762,0.1335969852548723,-22.726933913793722,38.636533043103135,0.09796517023399881
11,869.1252600230038,0.9156725947989378,820.6273934190368,1.195556890061587,0.07028695879250227,0.021894773595048836,0.027160527612034715,0.009156725947989379,0.12440941987246704,0.25290840582004226,0.1358667067018476,-17.506574585750514,41.24671270712474,0.12645420291002113
12,881.6069752671443,0.27390275861417396,908.2585546770661,1.2063439742539652,0.061527037736957946,0.006608418847714942,0.02935813371243735,0.0027390275861417395,0.03730290413298981,0.1375355220162418,0.13619031922761896,-16.762265776476404,41.6188671117618,0.0687677610081209
