Frequency_Hz,Impedance_Real_Ohm_m2,Impedance_Imag_Ohm_m2,Impedance_Magnitude_Ohm_m2,Phase_Angle_deg
0.01,0.3517525212002097,-7.97884713748273e-06,0.3517525212907023,-0.00129964744735743
0.014563484775012436,0.3517511539671627,-6.611614797577661e-06,0.3517511540292996,-0.0010769477778548922
0.021209508879201904,0.35175002101928426,-5.478667866395148e-06,0.35175002106195064,-0.0008924080378542246
0.030888435964774818,0.35174908221008533,-4.539859936967232e-06,0.3517490822393822,-0.0007394896734910347
0.04498432668969444,0.35174830427245735,-3.7619240105959787e-06,0.3517483042925741,-0.0006127744356683654
0.0655128556859551,0.35174765963983656,-3.117293671338396e-06,0.35174765965364974,-0.000507772449854355
0.09540954763499938,0.35174712546936954,-2.5831262645167916e-06,0.35174712547885434,-0.0004207631624737574
0.13894954943731375,0.351746682832465,-2.1404934657151597e-06,0.3517466828389778,-0.0003486635344268725
0.20235896477251566,0.35174631604404755,-1.7737105584621662e-06,0.3517463160485196,-0.0002889188157526769
0.29470517025518095,0.3517460121067461,-1.4697806542568096e-06,0.3517460121098168,-0.0002394120342517078
0.4291934260128776,0.35174576025031984,-1.2179341619692365e-06,0.3517457602524284,-0.00019838899310598793
0.6250551925273969,0.3517455515500025,-1.0092471893207061e-06,0.3517455515514504,-0.00016439612151040477
0.9102981779915218,0.3517453786102376,-8.363253567759344e-07,0.35174537861123184,-0.0001362289774275627
1.325711365590108,0.35174523530259866,-6.930418229632267e-07,0.35174523530328133,-0.00011288957886702872
1.9306977288832496,0.3517451165486055,-5.743202429217654e-07,0.35174511654907437,-9.355105290784899e-05
2.811768697974228,0.3517450181397375,-4.759549742856939e-07,0.35174501814005954,-7.752835110226812e-05
4.094915062380423,0.351744936588266,-3.944621685798433e-07,0.3517449365884872,-6.425399511478709e-05
5.963623316594642,0.35174486900361424,-3.2695648217584913e-07,0.35174486900376617,-5.3257995109297815e-05
8.68511373751352,0.3517448129898599,-2.710490533058833e-07,0.3517448129899643,-4.415123186447162e-05
12.648552168552959,0.35174476656074255,-2.2476315054710051e-07,0.3517447665608143,-3.6611717190074404e-05
18.420699693267146,0.35174472806915474,-1.864645317876148e-07,0.3517447280692042,-3.0373250393711237e-05
26.826957952797244,0.35174469614860776,-1.5480408402143425e-07,0.3517446961486418,-2.5216075076421026e-05
39.06939937054613,0.3517446696645815,-1.2867076318248913e-07,0.35174466966460505,-2.095921363673743e-05
56.89866029018293,0.35174464767401437,-1.071532368257306e-07,0.3517446476740307,-1.7454219337460364e-05
82.86427728546842,0.35174462939146833,-8.950896615919403e-08,0.3517446293914797,-1.458014013852463e-05
120.67926406393289,0.3517446141607323,-7.513976194999858e-08,0.3517446141607404,-1.2239537039180525e-05
175.75106248547894,0.35174460143080216,-6.357312497956728e-08,0.3517446014308079,-1.035544465208643e-05
255.95479226995332,0.35174459073531605,-5.444895018238094e-08,0.3517445907353203,-8.869205459128192e-06
372.7593720314938,0.35174458167461436,-4.751144978466327e-08,0.3517445816746176,-7.739154184689454e-06
542.867543932386,0.35174457389964986,-4.2606452352380075e-08,0.3517445738996524,-6.940177847670373e-06
790.6043210907685,0.3517445670969854,-3.968458284605844e-08,0.3517445670969876,-6.464233769357601e-06
1151.3953993264458,0.35174456097407825,-3.8811249697856316e-08,0.35174456097408036,-6.321976377281997e-06
1676.8329368110064,0.35174455524394366,-4.0184891333527396e-08,0.35174455524394593,-6.545729391621028e-06
2442.05309454865,0.35174454960810647,-4.416560762520915e-08,0.3517445496081092,-7.194149616176337e-06
3556.4803062231285,0.35174454373643343,-5.131717260294851e-08,0.3517445437364372,-8.359070407916484e-06
5179.474679231202,0.3517445372419412,-6.246655493365558e-08,0.35174453724194676,-1.017519699519523e-05
7543.120063354607,0.35174452964788266,-7.878653175023301e-08,0.3517445296478915,-1.2833563485068709e-05
10985.411419875572,0.35174452034315357,-1.0190883758144068e-07,0.35174452034316833,-1.659996375438697e-05
15998.587196060573,0.3517445085200172,-1.3407758560492986e-07,0.35174450852004274,-2.1839942334249503e-05
23299.51810515367,0.35174449308479,-1.7835539195364332e-07,0.35174449308483524,-2.9052370152902716e-05
33932.21771895323,0.35174447252654895,-2.3889747339021754e-07,0.35174447252663,-3.8914092560653167e-05
49417.13361323828,0.35174444471952704,-3.2131123701133954e-07,0.3517444447196738,-5.2338503328892263e-05
71968.56730011514,0.3517444066190267,-4.331187288505893e-07,0.3517444066192933,-7.055087365774464e-05
104811.31341546852,0.3517443537841277,-5.843326339777477e-07,0.35174435378461305,-9.51821781884353e-05
152641.79671752302,0.3517442796169038,-7.8813428858606e-07,0.35174427961778676,-0.00012837953889295096
222299.6482526191,0.35174417413969494,-1.0615851312835994e-06,0.3517441741412969,-0.00017292211808474939
323745.754281764,0.35174402203585153,-1.426171617734638e-06,0.3517440220387427,-0.0002323098885494728
471486.63634573895,0.35174379957651575,-1.907701460831281e-06,0.35174379958168894,-0.0003107467492166138
686648.8450042998,0.3517434700529015,-2.5345077789924402e-06,0.35174347006203277,-0.0004128480305689522
1000000.0,0.351742977770593,-3.3319350923617293e-06,0.3517429777863741,-0.0005427423728773289
