Current_Density_A_per_m2,Voltage_V,Power_Density_W_per_m2,Anode_Overpotential_V,Cathode_Overpotential_V,Ohmic_Overpotential_V,Ni_Oxidation_Risk_V
0.0,1.3810292776548372,0.0,0.0,0.0,0.0,2.3633595879668636
100.0,-34.30171998924298,-3430.1719989242984,0.3155953918215353,0.19457446497887868,35.172154235516274,2.678030210669357
200.0,-69.52237710724519,-13904.475421449039,0.3476454063090142,0.2105994918182595,70.34430847103255,2.709155456037794
300.0,-104.72308399773452,-31416.925199320354,0.36639347927830473,0.21997353193173322,105.51646270654882,2.726978759888043
400.0,-139.9156244702418,-55966.24978809672,0.37969545146334405,0.2266245192943432,140.6886169420651,2.7393559629540407
500.0,-175.10369147291323,-87551.84573645661,0.3900132635051018,0.2317834259030926,175.86077117758137,2.7487490058767565
600.0,-210.28892996443753,-126173.35797866252,0.39844353011169226,0.23599855952572488,211.03292541309764,2.7562545033643056
700.0,-245.47221743366194,-171830.55220356336,0.4055712191290856,0.23956240422697175,246.20507964861392,2.762457423262657
800.0,-280.6540776789161,-224523.2621431329,0.41174550428440254,0.2426495469296027,281.3772338841302,2.767706939298932
900.0,-315.83484857502276,-284251.3637175205,0.41719160981171827,0.24537259977894135,316.5493881196465,2.772228275707206
1000.0,-351.01476083352736,-351014.76083352737,0.42206331724616813,0.24780845355745315,351.72154235516274,2.7761752140226137
1100.0,-386.19397902364426,-424813.37692600867,0.4264703127022163,0.25001195133082266,386.89369659067904,2.7796574403596206
1200.0,-421.37262466850024,-505647.1496022003,0.43049358435251595,0.2520235871904613,422.0658508261953,2.782755942890878
1300.0,-456.5507900647823,-593516.0270842169,0.43419463550955817,0.2538741127958229,457.2380050617116,2.7855322249288785
1400.0,-491.7285469663304,-688419.9657528625,0.43762127367124726,0.25558743189796457,492.41015929722784,2.7880340939715262
1500.0,-526.9059522646087,-790358.928396913,0.44081139748465337,0.257182493821849,527.5823135327441,2.79029944866589
1600.0,-562.083051832146,-899332.8829314336,0.4437955590221441,0.2586745746046561,562.7544677682604,2.792358841084339
1700.0,-597.2598831987455,-1015341.8014378672,0.4465987479032977,0.26007616905688685,597.9266220037766,2.794237260846451
1800.0,-632.4364774615955,-1138385.659430872,0.4492416646835489,0.2613976274567787,633.098776239293,2.7959554085076603
1900.0,-667.6128606782604,-1268464.4352886947,0.4517416494954601,0.2626476198709993,668.2709304748092,2.79753062420053
2000.0,-702.7890549019584,-1405578.1098039167,0.45411337221391174,0.26383348123728184,703.4430847103255,2.7989775777999397
2100.0,-737.9650789639957,-1549726.665824391,0.4563693540580836,0.26496147216544047,738.6152389458417,2.8003087905250696
2200.0,-773.1409490740228,-1700910.0879628502,0.4585203677409248,0.2660369790121247,773.7873931813581,2.8015350350888695
2300.0,-808.3166792867594,-1859128.3623595466,0.460575748596967,0.26706466944473783,808.9595474168742,2.8026656468258695
2400.0,-843.4922818693243,-2024381.4764863783,0.46254363944519894,0.26804861487288395,844.1317016523906,2.80370876855506
2500.0,-878.6677675935367,-2196669.418983842,0.4644311854332796,0.2689923878704805,879.3038558879068,2.8046715454240987
2600.0,-913.843145970865,-2375992.179524249,0.4662446906442461,0.26989914047911767,914.4760101234232,2.8055602815160228
2700.0,-949.0184254430168,-2562349.748696145,0.467989745131435,0.2707716677255221,949.6481643589394,2.8063805668841706
2800.0,-984.1936135378621,-2755742.117906014,0.4696713288392648,0.2716124595819513,984.8203185944557,2.807137381472958
2900.0,-1019.3687169979895,-2956169.2792941695,0.4712938972799457,0.2724237438045505,1019.992472829972,2.8078351807945974
3000.0,-1054.5437418874692,-3163631.2256624075,0.4728614526795595,0.273207521506394,1055.1646270654883,2.8084779670751696
3100.0,-1089.7186936811138,-3378127.950411453,0.47437760345399205,0.27396559689545297,1090.3367813010045,2.8090693487305605
3200.0,-1124.8935773395688,-3599659.44748662,0.47584561423905664,0.274699602289658,1125.5089355365208,2.809612590396583
3300.0,-1160.0683973728585,-3828225.711330433,0.4772684482197142,0.27541101928150974,1160.681089772037,2.8101106552581987
3400.0,-1195.2431578944484,-4063826.7368411245,0.47864880313844843,0.2761011967422674,1195.8532440075533,2.810566241057891
3500.0,-1230.4178626674804,-4306462.519336182,0.47998914208266547,0.27677136621564896,1231.0253982430695,2.8109818108830664
3600.0,-1265.5925151445035,-4556133.054520213,0.4812917199339836,0.27742265514247655,1266.197552478586,2.811359619615343
3700.0,-1300.7671185017684,-4812838.338456543,0.48255860619287,0.27805609827299477,1301.3697067141022,2.8117017367551878
3800.0,-1335.9416756689595,-5076578.367542046,0.48379170475882954,0.2786726475569658,1336.5418609496185,2.8120100662021055
3900.0,-1371.1161893550734,-5347353.138484786,0.48499277114080946,0.27927318074887175,1371.7140151851347,2.8122863634650432
4000.0,-1406.2906620710328,-5625162.648284131,0.4861634274883247,0.2798585089234775,1406.886169420651,2.8125322506935166
4100.0,-1441.4650961495183,-5910006.894213025,0.4873051757662847,0.2804293830632444,1442.0583236561672,2.812749229852435
4200.0,-1476.639493762421,-6201885.873802167,0.4884194093420003,0.2809864998518335,1477.2304778916834,2.812938694309109
4300.0,-1511.8138569362534,-6500799.584825889,0.4895074232086115,0.28153050678582,1512.4026321271997,2.8131019390566783
4400.0,-1546.9881875658016,-6806748.025289527,0.4905704230330789,0.28206200669868875,1547.5747863627162,2.8132401697621034
4500.0,-1582.1624874262543,-7119731.193418144,0.49160953318727435,0.28258156177637955,1582.7469405982324,2.8133545107972577
4600.0,-1617.336758184012,-7439749.0876464555,0.49262580389630767,0.2830896971314511,1617.9190948337484,2.813446012387249
4700.0,-1652.5110014063496,-7766801.706609843,0.49362021761802904,0.28358690399283165,1653.091249069265,2.8135156569899284
4800.0,-1687.685218570069,-8100889.049136331,0.4945936947508467,0.28407364255972817,1688.2634033047811,2.8135643650037045
4900.0,-1722.8594110692832,-8442011.114239488,0.4955470987529779,0.2845503445612519,1723.4355575402976,2.8135929998867937
5000.0,-1758.0335802224197,-8790167.901112098,0.49648124074449285,0.2850174155574403,1758.6077117758136,2.8136023727592674
5100.0,-1793.2077272785539,-9145359.409120625,0.4973968836536161,0.28547523701240773,1793.7798660113301,2.8135932465493485
5200.0,-1828.3818534231366,-9507585.63780031,0.49829474596039514,0.2859241681661799,1828.9520202468464,2.813566339737086
5300.0,-1863.555959783199,-9876846.586850954,0.49917550508376074,0.2863645477282239,1864.1241744823628,2.8135223297414096
5400.0,-1898.730047432082,-10253142.256133243,0.5000398004519815,0.2867966954126756,1899.2963287178789,2.813461855990589
5500.0,-1933.9041173937583,-10636472.64566567,0.5008882362913761,0.2872209133326957,1934.4684829533949,2.8133855227109414
5600.0,-1969.0781706467756,-11026837.755621944,0.5017213841637462,0.28763748726918653,1969.6406371889113,2.81329390146427
5700.0,-2004.2522081278746,-11424237.586328885,0.5025397852792228,0.2880466878272146,2004.8127914244276,2.813187533460704
5800.0,-2039.4262307353147,-11828672.138264826,0.503343952607962,0.2884487714918591,2039.984945659944,2.813066931670402
5900.0,-2074.6002393319327,-12240141.412058404,0.5041343728113272,0.2888439815938027,2075.1570998954603,2.8129325827547254
6000.0,-2109.774234747972,-12658645.408487832,0.5049115080107631,0.2892325491937688,2110.3292541309766,2.812784948835119
6100.0,-2144.9482177836985,-13084184.128480561,0.5056757974104604,0.28961469389385347,2145.501408366493,2.812624469115775
6200.0,-2180.122189211828,-13516757.573113333,0.5064276587880795,0.28999062458288766,2180.673562602009,2.812451561374352
6300.0,-2215.296149779791,-13956365.743612682,0.5071674898661986,0.2903605401221613,2215.8457168375253,2.8122666233334295
6400.0,-2250.4701002118404,-14403008.641355779,0.5078956695757617,0.290724629977147,2251.0178710730415,2.812070033923951
6500.0,-2285.644041211028,-14856686.267871682,0.5086125592215717,0.2910830748002467,2286.190025308558,2.8118621544507185
6600.0,-2320.8179734610612,-15317398.624843003,0.5093185035588027,0.29143604696904823,2321.362179544074,2.8116433296689083
6700.0,-2355.991897628052,-15785145.714107947,0.5100138317885652,0.2917837110841071,2356.5343337795903,2.8114138887796285
6800.0,-2391.165814362168,-16259927.537662743,0.5106988584797132,0.2921262244298511,2391.7064880151065,2.811174146351735
6900.0,-2426.3397242992028,-16741744.0976645,0.5113738844233623,0.29246373740183823,2426.878642250623,2.8109244031763425
7000.0,-2461.5136280620686,-17230595.396434482,0.5120391974259225,0.292796393903274,2462.050796486139,2.810664947059861
