frequency_hz,TL_dB_sensor1,TL_dB_sensor2,TL_dB_sensor3
0.0,-46.856403,-60.973587,-37.04344
9.765625,-50.18413,-60.9813,-31.766588
19.53125,-50.24009,-59.646908,-34.63633
29.296875,-51.71241,-57.751602,-33.669247
39.0625,-51.786266,-55.491596,-34.086052
48.828125,-50.236706,-56.378056,-29.198719
58.59375,-48.55631,-57.726177,-35.835873
68.359375,-47.487198,-55.648235,-32.85968
78.125,-46.09565,-54.36733,-26.703262
87.890625,-42.64237,-49.33628,-27.176762
97.65625,-40.40306,-48.137226,-27.865694
107.421875,-34.096607,-45.68541,-25.64526
117.1875,-34.15316,-43.18383,-20.117683
126.953125,-33.94276,-42.31348,-20.062582
136.71875,-33.095375,-37.84329,-14.669746
146.48438,-29.756977,-27.443743,-10.86698
156.25,-21.51624,-31.260101,-13.933563
166.01562,-22.033428,-31.297443,-6.06398
175.78125,-17.80648,-25.593699,-4.879828
185.54688,-13.275367,-13.5807,-3.6256542
195.3125,-9.056778,-12.425854,1.1753966
205.07812,-6.08484,-7.340993,1.4889098
214.84375,1.4223218,-5.745372,-1.1309094
224.60938,-1.5215814,-3.1105132,-0.14288656
234.375,-1.463964,-2.4651985,0.44088924
244.14062,-2.1863048,1.4720163,0.11560945
253.90625,0.76785743,-0.12717,0.036168538
263.67188,-0.315931,0.5902138,0.11097109
273.4375,0.01703111,-1.3086765,0.14343822
283.20312,-0.35055226,-0.0050527733,-0.061894845
292.96875,-0.24661696,-0.671367,-0.089855984
302.73438,0.3294793,0.0058473255,-0.04465716
312.5,0.27252638,-0.15708016,0.09994597
322.26562,-0.13965482,-0.7071611,0.13604617
332.03125,0.090861924,-0.52029,0.069107406
341.79688,0.16384943,-0.66040844,0.064797565
351.5625,0.10633333,-0.3874655,0.07196095
361.32812,0.20606232,-0.0018608231,0.15247357
371.09375,0.17762545,0.20614477,0.16936637
380.85938,0.17960197,0.16237694,0.101173215
390.625,0.15950687,0.048537813,0.010704623
400.39062,0.19827715,-0.030827254,-0.030816566
410.15625,0.22208041,-0.22966497,-0.029148124
419.92188,0.114229955,-0.26920563,0.00049128785
429.6875,0.07083188,0.15830949,0.064991385
439.45312,0.0796651,-0.56979966,0.10284152
449.21875,-0.19155738,-0.24749216,0.11645124
458.98438,-0.6229007,0.43431905,-0.08146081
468.75,-0.08234001,1.4922637,0.050077025
478.51562,0.013300015,1.2498239,0.16700111
488.28125,-0.30951685,0.22286245,0.16734836
498.04688,-0.0075829215,-0.1768267,0.12507658
507.8125,0.0013567305,-0.13020949,0.12763217
517.5781,-0.020102123,-0.004183893,0.14033404
527.34375,-0.06100665,-0.60266626,0.27119148
537.1094,-0.52109903,-1.3545864,0.038023148
546.875,-0.057064574,0.34114572,0.070224695
556.6406,-0.0409311,0.40639135,0.16962878
566.40625,-0.22166657,0.21404943,0.32072294
576.1719,0.061928593,0.07065055,0.1671177
585.9375,-0.73232555,1.0436819,0.10443135
595.7031,-0.1498318,0.90138197,0.05494801
605.46875,-0.3873591,-0.71872497,0.17729893
615.2344,-0.41758838,-0.82396483,0.16558304
625.0,-0.40217382,-0.5971558,0.22448322
634.7656,-0.37826085,-0.3810215,0.2504177
644.53125,0.08903177,0.81467694,0.33957702
654.2969,-0.10780296,2.46156,0.19260862
664.0625,-0.21542186,1.5190519,0.1867135
673.8281,-0.4381242,0.24764194,0.32096627
683.59375,-0.13495788,0.8844983,0.2822348
693.3594,0.52296764,0.8733613,0.09436793
703.125,0.4109608,0.32504472,0.12461226
712.8906,0.17568982,-0.2676983,0.2653096
722.65625,0.0868497,-0.29202315,0.264503
732.4219,-0.26026008,0.28472725,0.24791431
