Analysis_Technique,Parameter,Overall_Mean,Overall_Std,Overall_CV_Percent,Min_Value,Max_Value,Median_Value,IQR,Skewness,Kurtosis,Normality_Test_p_value,Between_Group_Variance,Within_Group_Variance,F_Statistic,ANOVA_p_value,Effect_Size_Eta_Squared,Statistical_Power,Sample_Size_Adequacy,Measurement_Reliability
SEM,Total_Porosity_Percent,35.49920171367096,17.931575929020408,50.512617364335966,11.413005181776358,77.03978015160162,32.81796131366643,27.993829437256302,0.5541963426282762,-0.8084805478358428,1.4863937497711754e-21,16837.226653307924,1.3393545613012905,12571.149671487441,0.0362761511563523,0.23429518238484714,0.8093262093307663,0.7541242153053809,0.9710769649150514
SEM,Mean_Pore_Diameter_um,1.4950739664301813,0.6289468108740311,42.06793944621886,0.4516587828927856,2.8381779502385975,1.3880529762847416,1.0611682930367698,0.17576145027581716,-1.1685064337066307,4.634725971382336e-17,20.368195424218882,0.008349799752598941,2439.3633413638595,0.019438756810161762,0.3465032982249789,0.8724368089580694,0.9354507114553078,0.9789521109012264
SEM,Crack_Density_per_mm2,2.577447081892278,2.182114561566185,84.66185695514443,0.07078011541064416,7.6144251570636,2.256644374742601,3.9432259422876417,0.40807241027121716,-1.179278818109154,3.5284892058007156e-25,233.58113661280143,0.32532728591444554,717.9881513972625,0.019192481879819926,0.39694017224465555,0.964408999592958,0.7775613339573868,0.9205458243048079
SEM,ITZ_Thickness_um,3.3504880948286013,0.9880260480444085,29.48901831853703,1.645669484871452,6.246785796165484,3.183156493960587,1.4513742091111381,0.5968291928727592,-0.3105039780091179,1.7455262805552108e-15,42.53706782396154,0.17042345661976355,249.59632123215974,0.02940105634372034,0.4164707614885661,0.9731983169074883,0.8866488546507159,0.8645729931367967
XRD,CSH_Gel_Percent,0.03693220789958998,0.012530859670966765,33.92935430515077,0.01828218801747413,0.054678262348435806,0.039142516797551374,0.022555744132188676,-0.11033214739679952,-1.5008005458771667,9.47888743706323e-07,0.0007919336197554113,6.231039873748238e-06,127.09493692888684,0.03018877066586307,0.3271666801231019,0.8065549472580984,0.9137684865795905,0.8753308664797289
XRD,Total_Crystallinity_Percent,53.321736563101425,9.743550480988384,18.273130451139338,38.085411653018056,68.23532989938454,53.77091760013027,18.9953318184265,-0.12934418710300735,-1.5196742022273224,1.0429212821794928e-06,484.6942951832065,2.369365163755029,204.56715688984426,0.04405888448111427,0.3078828605085999,0.8273753201067809,0.8785726649803509,0.9176068563998377
XRD,Portlandite_CH_Percent,0.08463147960683225,0.046683663375386736,55.16110978120958,0.01082494248610611,0.13127348025023977,0.11294157258235091,0.07817133618803443,-0.5496953442466451,-1.4366116259794284,5.6578855540116594e-11,0.011244452946349926,2.640590259809235e-05,425.8310392753726,0.0386132351509841,0.2035306945623596,0.809966419243534,0.9348017845195398,0.9529354079646083
XRD,Amorphous_Content_Percent,46.678263436898575,9.743550480988384,20.87384954703827,31.76467010061546,61.914588346981944,46.22908239986973,18.9953318184265,0.12934418710300735,-1.5196742022273224,1.0429212821795506e-06,484.6942951832063,2.3693651637550284,204.5671568898442,0.029390738668386027,0.2622626982585899,0.8315387653721776,0.7609121083462256,0.8638253265344782
TGA,Total_Mass_Loss_Percent,20.07166264647737,9.229928123319674,45.984870739841526,7.061396973571549,32.87888552979826,20.23210664225722,12.527753992558692,-0.006563466745992929,-1.323257218612989,0.03570652869310813,537.8447618549083,0.31910028166100646,1685.503876885584,0.036964690189313185,0.17973522103812345,0.9452108037632514,0.7881716175764525,0.8821577427182501
TGA,Rubber_Mass_Loss_Percent,9.749455990323295,7.440215709631213,76.31416272883234,-0.05812643265733375,19.518577480871357,9.777445339279952,9.834459269978433,-0.000373230534137199,-1.3645763415678493,0.010304589069423177,350.5769531365304,0.0030329313392237454,115590.1383597618,0.04403836247075992,0.24160188164361796,0.8490841475139537,0.9174769328494933,0.889779331206021
TGA,Peak_Decomposition_Temperature_C,482.4403003786826,27.636799033654775,5.72854278798056,430.0864041649601,527.8734954454991,484.24068967881374,37.35940904785548,-0.30188333256859184,-0.8129881574869668,0.6333032694580008,3961.120326644492,164.29372348576962,24.109991803719673,0.03749143637998706,0.19155960157818802,0.8316493038576562,0.8440129843383581,0.9797447395372796
TGA,Activation_Energy_kJ_mol,253.53159639631502,58.26212527356229,22.980222623805915,160.74964634622128,347.15047352899785,252.83004043734786,86.68049694190216,0.012083039646153537,-1.1618007582609837,0.4693889004354278,20641.37877016543,160.68082974729768,128.4619876722573,0.008654982550551856,0.2667666394567031,0.8263141609879875,0.7504480946147392,0.8838336102515417
MicroCT,Total_Porosity_3D_Percent,19.34728935083422,5.9645279594909715,30.82875255201469,11.522784453013543,28.959146680639773,18.221560330418278,11.437335932687729,0.2100900360432926,-1.5391432931052365,1.10966802727178e-07,183.97601715117008,0.3304932287896484,556.6710635038963,0.04617613737489912,0.2628264681397887,0.879163342413452,0.8079619058782406,0.9658677025862306
MicroCT,Tortuosity_Factor,3.417386409148436,0.80676467818304,23.607651625912396,2.252919957866999,4.942201170802361,3.271455071648567,1.5334008664197603,0.286072848860492,-1.3249237000492096,7.911804321368271e-06,3.2380169599554813,0.03642166389075555,88.90359786053997,0.04262712872709072,0.2878872311067073,0.9241592045076813,0.8630287213181606,0.8639693249977626
MicroCT,Crack_Volume_Fraction_Percent,1.1346522703539235,0.9641807175227322,84.97587699022385,0.0,2.977868884794167,1.051983212036487,1.9066104022496284,0.20597928176179442,-1.491848521725688,1.192114631700729e-07,4.769321851168227,0.017721074700326096,269.1327660325513,0.031909068673443536,0.44683635411753453,0.8078235155732231,0.7837473511394737,0.8732839808875731
MicroCT,Rubber_Particle_Volume_Fraction,0.09524826060338637,0.09422345923976284,98.924073408657,0.0,0.32926081669841,0.06987380171020932,0.13030655429015123,0.940515306214323,-0.10230109292977252,8.057067941388763e-08,0.046122526906476564,3.249944520703818e-05,1419.1789002135988,0.040421422390100444,0.43313240268311126,0.8115623373771168,0.8762985688944884,0.8857235185453644
