Sample_ID,Mix_ID,Temperature_C,Replicate,Field_Number,Analysis_Type,Measurement_Scale,Total_Porosity_Percent,Mean_Pore_Diameter_um,Pore_Size_Distribution_D10_um,Pore_Size_Distribution_D50_um,Pore_Size_Distribution_D90_um,Pore_Connectivity_Index,Pore_Aspect_Ratio,Pore_Density_per_mm2,ITZ_Thickness_um,ITZ_Porosity_Percent,Interface_Bond_Quality_Index,Rubber_Matrix_Adhesion_MPa,Interface_Roughness_Ra_nm,Crack_Density_per_mm2,Mean_Crack_Width_um,Max_Crack_Length_mm,Crack_Orientation_Angle_deg,Crack_Connectivity_Index,CSH_Area_Fraction,Unhydrated_Cement_Fraction,Rubber_Particle_Area_Fraction,Char_Formation_Fraction,Void_Space_Fraction,Surface_Roughness_Rq_nm,Fractal_Dimension,Grain_Size_um,Rubber_Melt_Phase_Fraction,Gas_Bubble_Density_per_mm2,Rubber_Char_Morphology_Index,Measurement_Uncertainty_Percent,Field_Representativity_Index,Image_Quality_Score
C-0-25-SEM-R0-F0,C-0,25,0,0,SEM,Micro,12.118390181036442,0.5450714306409916,0.14247240713084175,0.5450714306409916,1.3659969709057025,0.6468055921327309,1.449591232537924,58.71254182522992,2.080892009394567,26.04036288898023,0.8585881833239898,12.123506965774816,218.7963940864798,0.08274034664069657,0.5664885281600843,21.887345058195063,33.01281177361809,0.06084844859190755,0.35173295021425666,0.14795835055926349,0.0,0.0,0.0,204.59879622393944,2.1587696298664705,19.39694630676466,0.0,0.0,0.0,3.1980426929501586,0.8285586096034029,0.9184829137724085
C-0-25-SEM-R0-F1,C-0,25,0,1,SEM,Micro,11.478061911582333,0.5107544851901439,0.12278702476319986,0.5107544851901439,1.0852620618436457,0.884665661176,2.7450112529192947,171.25960221746917,1.6781376912051071,25.921165132560787,0.7687382030677394,14.640914962437607,184.88152939379117,0.07206331126691311,0.49903538202225406,46.509613617957456,46.58039668800305,0.1325044568707964,0.33681977532625873,0.15060204063533433,0.0,0.0,0.0,238.7111849756732,2.321863831605386,17.64528311684583,0.0,0.0,0.0,7.531245410138701,0.7221231255129799,0.8391965724838291
C-0-25-SEM-R0-F2,C-0,25,0,2,SEM,Micro,11.725618838128675,0.48253303307632645,0.1227136373346323,0.48253303307632645,1.194338644844741,0.8486212527455788,1.7708053227097427,92.14017645310712,1.7127393799798103,26.5109849037702,0.8068313733053198,12.447303862078625,219.4754774640207,0.08192294089205035,0.5544489538593315,14.09085375115354,146.78305712187014,0.14137146876952342,0.3660305017628691,0.15813811040057837,0.0,0.0,0.0,266.5631715701782,2.3975545127122357,13.56247728646413,0.0,0.0,0.0,3.865893930293973,0.7812958305066867,0.9459212356676128
C-0-25-SEM-R0-F3,C-0,25,0,3,SEM,Micro,11.543513095125961,0.5387212742576327,0.15825344828131277,0.5387212742576327,1.2361074625809747,0.8139734361668985,2.4172560777870356,134.19157963542443,1.9950364770915126,25.11366414690997,0.8433547487927298,14.565246110151298,181.0167650697638,0.07188575114120405,0.42157828539866093,30.66171788424961,56.5840765937388,0.10171413823294057,0.3785296531748265,0.14247876687446626,0.0,0.0,0.0,240.71705116680914,2.278783857828837,13.719393617880831,0.0,0.0,0.0,2.9673277235240265,0.9324244130856432,0.9616240759128833
C-0-25-SEM-R0-F4,C-0,25,0,4,SEM,Micro,11.623884070663243,0.5371460590187718,0.1580042253906254,0.5371460590187718,1.4018360384495572,0.8677676995469934,2.062947587065041,171.11602327460938,1.8544027799774911,23.050259622638382,0.863374607987759,13.36761097525165,197.08431154505027,0.12164383499538062,0.5636029531844986,14.383941926985203,91.93451446396183,0.08348220062975581,0.3305475467329511,0.13859596102001048,0.0,0.0,0.0,344.3092950605265,2.3174577812831836,15.772651172168294,0.0,0.0,0.0,7.774683769652667,0.762945573956341,0.8994497011784771
C-0-25-SEM-R0-F5,C-0,25,0,5,SEM,Micro,12.131477200775876,0.4784840494377468,0.13805269858900618,0.4784840494377468,1.0184434736772665,0.7508037069686584,1.282366001999983,91.7969696354917,1.791649512533578,23.224474360456114,0.8653225417546647,14.936716561665378,219.42601816442405,0.11032813284435272,0.4484110543023001,36.824175459072194,42.77475791863194,0.14564326972237193,0.3407448192903477,0.1539691749178074,0.0,0.0,0.0,246.27770421169163,2.250656751779667,17.76948782502586,0.0,0.0,0.0,3.119111062399125,0.7101937853886909,0.9181785886376483
C-0-25-SEM-R0-F6,C-0,25,0,6,SEM,Micro,11.671794930237525,0.4516587828927856,0.16065386171053694,0.4516587828927856,1.2560465291496405,0.793551837122835,1.4789862864079861,153.6406607153699,2.3493839909893874,23.18760472072997,0.7818776554080861,14.04639810630155,184.53894084962357,0.12264036120285887,0.5849387236557125,25.939471578396322,118.79712828615223,0.16344444004024317,0.35386405681196237,0.15088951735068018,0.0,0.0,0.0,262.9941397124212,2.3781822871777307,11.289147867365754,0.0,0.0,0.0,6.355734073221436,0.9242775649881443,0.9774172848530235
C-0-25-SEM-R0-F7,C-0,25,0,7,SEM,Micro,11.593954456913536,0.5142031646154288,0.16679253275145745,0.5142031646154288,1.0420699824975246,0.8695662565581238,2.170286495455344,51.37955774249445,2.1308014152864447,22.525307919231093,0.7362354468585652,12.964848308504992,201.94935157466344,0.10911767557015604,0.5383790395385386,22.515118145364525,128.19225984255647,0.04744981749936002,0.33777797887114874,0.15739474215354074,0.0,0.0,0.0,183.9771693457862,2.2132358910020624,15.437585557284928,0.0,0.0,0.0,4.206294818356601,0.7663005919204313,0.8487979286758167
C-0-25-SEM-R0-F8,C-0,25,0,8,SEM,Micro,12.157366351196714,0.48930977246667606,0.17838063328514672,0.48930977246667606,1.4460232775885569,0.8384433910624945,2.004219348968307,136.53558269395387,1.7561943902384356,26.112260576307527,0.7988028310110183,13.684634174645135,180.97263865725816,0.08062664076442294,0.5290944591814335,50.546718434841466,171.70714386046572,0.1829728780440897,0.34091110901788113,0.135463698495866,0.0,0.0,0.0,207.66031409657975,2.1485152775314136,13.660455143798936,0.0,0.0,0.0,3.016956480116555,0.8392003156145875,0.9872309548321562
C-0-25-SEM-R0-F9,C-0,25,0,9,SEM,Micro,12.138008672039005,0.5070061170089365,0.16176178780049838,0.5070061170089365,1.0485882468853844,0.897016155031279,1.4241344243784384,127.74944785456051,2.1926148942033636,25.98507870497634,0.8603796915084729,16.214904503922654,194.37964604879022,0.11856166932871082,0.4587183688528987,39.33900134580634,156.07301734441867,0.18264811051129426,0.3507939679202657,0.15004548884061597,0.0,0.0,0.0,292.8199397161736,2.3232296158176404,15.528542766156963,0.0,0.0,0.0,4.027970941109215,0.7938957381599859,0.8187963879681739
