two_theta,intensity
5.0000,0.180631
5.0138,0.105126
5.0275,0.110719
5.0413,0.118756
5.0550,0.183816
5.0688,0.178879
5.0825,0.102320
5.0963,0.093009
5.1100,0.107477
5.1238,0.093704
5.1375,0.129216
5.1513,0.164875
5.1650,0.114364
5.1788,0.091110
5.1925,0.140508
5.2063,0.156815
5.2201,0.186167
5.2338,0.007953
5.2476,0.085800
5.2613,0.091700
5.2751,0.079348
5.2888,0.102481
5.3026,0.132177
5.3163,0.126220
5.3301,0.083327
5.3438,0.101006
5.3576,0.117673
5.3713,0.134521
5.3851,0.097093
5.3988,0.133493
5.4126,0.143946
5.4264,0.173195
5.4401,0.172040
5.4539,0.102569
5.4676,0.011838
5.4814,0.115131
5.4951,0.117777
5.5089,0.100441
5.5226,0.117718
5.5364,0.120644
5.5501,0.115662
5.5639,0.181770
5.5776,0.137865
5.5914,0.118899
5.6052,0.146112
5.6189,0.166680
5.6327,0.090961
5.6464,0.130761
5.6602,0.077056
5.6739,0.179856
5.6877,0.069398
5.7014,0.112583
5.7152,0.123574
5.7289,0.097694
5.7427,0.076288
5.7564,0.144453
5.7702,0.084099
5.7839,0.165591
5.7977,0.144971
5.8115,0.095081
5.8252,0.181085
5.8390,0.102433
5.8527,0.113319
5.8665,0.083104
5.8802,0.114052
5.8940,0.128352
5.9077,0.118296
5.9215,0.179811
5.9352,0.105025
5.9490,0.139817
5.9627,0.087743
5.9765,0.085821
5.9902,0.125924
6.0040,0.178446
6.0178,0.088573
6.0315,0.063076
6.0453,0.196257
6.0590,0.076780
6.0728,0.061255
6.0865,0.126273
6.1003,0.017632
6.1140,0.184378
6.1278,0.124291
6.1415,0.156546
6.1553,0.073570
6.1690,0.065527
6.1828,0.132256
6.1965,0.089240
6.2103,0.190666
6.2241,0.120262
6.2378,0.066862
6.2516,0.133171
6.2653,0.109842
6.2791,0.090067
6.2928,0.131506
6.3066,0.105745
6.3203,0.110275
6.3341,0.094014
6.3478,0.105498
6.3616,0.124209
