two_theta,intensity
5.0000,0.047616
5.0138,0.037896
5.0275,0.054963
5.0413,0.075151
5.0550,0.052609
5.0688,0.044248
5.0825,0.019828
5.0963,0.024912
5.1100,0.048269
5.1238,0.059799
5.1375,0.086903
5.1513,0.067266
5.1650,0.113441
5.1788,0.048691
5.1925,0.059264
5.2063,0.037402
5.2201,0.048217
5.2338,0.039251
5.2476,0.036201
5.2613,0.078936
5.2751,0.083058
5.2888,0.021885
5.3026,0.080287
5.3163,0.022487
5.3301,0.066612
5.3438,0.065225
5.3576,0.050703
5.3713,0.030272
5.3851,0.057896
5.3988,0.022182
5.4126,0.082788
5.4264,0.058312
5.4401,0.048449
5.4539,0.050611
5.4676,0.071226
5.4814,0.082393
5.4951,0.071494
5.5089,0.051707
5.5226,0.041024
5.5364,0.055790
5.5501,0.059554
5.5639,0.066451
5.5776,0.058420
5.5914,0.054855
5.6052,0.061451
5.6189,0.067980
5.6327,0.053853
5.6464,0.020328
5.6602,0.033656
5.6739,0.042975
5.6877,0.060808
5.7014,0.083276
5.7152,0.071637
5.7289,0.043579
5.7427,0.047479
5.7564,0.062800
5.7702,0.067332
5.7839,0.050110
5.7977,0.094152
5.8115,0.076457
5.8252,0.073449
5.8390,0.034835
5.8527,0.053110
5.8665,0.076093
5.8802,0.106341
5.8940,0.035629
5.9077,0.026698
5.9215,0.059795
5.9352,0.076385
5.9490,0.045225
5.9627,0.064402
5.9765,0.076997
5.9902,0.055168
6.0040,0.079293
6.0178,0.095736
6.0315,0.030577
6.0453,0.055392
6.0590,0.077528
6.0728,0.083888
6.0865,0.075396
6.1003,0.060894
6.1140,0.088958
6.1278,0.058618
6.1415,0.042206
6.1553,0.087660
6.1690,0.062638
6.1828,0.053813
6.1965,0.080450
6.2103,0.049289
6.2241,0.056424
6.2378,0.110128
6.2516,0.067427
6.2653,0.063917
6.2791,0.069316
6.2928,0.090295
6.3066,0.044151
6.3203,0.070382
6.3341,0.072775
6.3478,0.071964
6.3616,0.030132
6.3753,0.079063
6.3891,0.077826
6.4029,0.048972
6.4166,0.059950
6.4304,0.086686
6.4441,0.054550
6.4579,0.061575
6.4716,0.066425
6.4854,0.044923
6.4991,0.078420
6.5129,0.067143
6.5266,0.041434
6.5404,0.016544
6.5541,0.066344
6.5679,0.029082
6.5816,0.087445
6.5954,0.065207
6.6092,0.066182
6.6229,0.067461
6.6367,0.041605
6.6504,0.102170
6.6642,0.039977
6.6779,0.033154
6.6917,0.075991
6.7054,0.047879
6.7192,0.049327
6.7329,0.064648
6.7467,0.075286
6.7604,0.039309
6.7742,0.034003
6.7879,0.113962
6.8017,0.073411
6.8155,0.084702
6.8292,0.062750
6.8430,0.041289
6.8567,0.072183
6.8705,0.061575
6.8842,0.057952
6.8980,0.057631
6.9117,0.084558
6.9255,0.072847
6.9392,0.074458
6.9530,0.024109
6.9667,0.031625
6.9805,0.063703
6.9942,0.040885
7.0080,0.077979
7.0218,0.060486
7.0355,0.072744
7.0493,0.040845
7.0630,0.084228
7.0768,0.051839
7.0905,0.037342
7.1043,0.089772
