two_theta,intensity
5.0000,0.076109
5.0138,0.072769
5.0275,0.066475
5.0413,0.082324
5.0550,0.080830
5.0688,0.029384
5.0825,0.069781
5.0963,0.097754
5.1100,0.046319
5.1238,0.068154
5.1375,0.070404
5.1513,0.049255
5.1650,0.060851
5.1788,0.069431
5.1925,0.088292
5.2063,0.077247
5.2201,0.049176
5.2338,0.061189
5.2476,0.073099
5.2613,0.062175
5.2751,0.078184
5.2888,0.083341
5.3026,0.085922
5.3163,0.053738
5.3301,0.078355
5.3438,0.035602
5.3576,0.061203
5.3713,0.089535
5.3851,0.051901
5.3988,0.086490
5.4126,0.059122
5.4264,0.029250
5.4401,0.091623
5.4539,0.035018
5.4676,0.065510
5.4814,0.074451
5.4951,0.072853
5.5089,0.048369
5.5226,0.071500
5.5364,0.053484
5.5501,0.068550
5.5639,0.038790
5.5776,0.105582
5.5914,0.044470
5.6052,0.072100
5.6189,0.018079
5.6327,0.078554
5.6464,0.087568
5.6602,0.108073
5.6739,0.044582
5.6877,0.075515
5.7014,0.065039
5.7152,0.062622
5.7289,0.062008
5.7427,0.062186
5.7564,0.078819
5.7702,0.067236
5.7839,0.095152
5.7977,0.099117
5.8115,0.068297
5.8252,0.059026
5.8390,0.075676
5.8527,0.076917
5.8665,0.068389
5.8802,0.112472
5.8940,0.087563
5.9077,0.058966
5.9215,0.074681
5.9352,0.092058
5.9490,0.060902
5.9627,0.068700
5.9765,0.054152
5.9902,0.067968
6.0040,0.068808
6.0178,0.068520
6.0315,0.080831
6.0453,0.092569
6.0590,0.071779
6.0728,0.077426
6.0865,0.036400
6.1003,0.043859
6.1140,0.137663
6.1278,0.092311
6.1415,0.069427
6.1553,0.064268
6.1690,0.073946
6.1828,0.024896
6.1965,0.074095
6.2103,0.094452
6.2241,0.048256
6.2378,0.077942
6.2516,0.109669
6.2653,0.077924
6.2791,0.060465
6.2928,0.071447
6.3066,0.037791
6.3203,0.052663
6.3341,0.080505
6.3478,0.032592
6.3616,0.069538
6.3753,0.061499
6.3891,0.056676
6.4029,0.056796
6.4166,0.035262
6.4304,0.069861
6.4441,0.072164
6.4579,0.050051
6.4716,0.056120
6.4854,0.055325
6.4991,0.066847
6.5129,0.057667
6.5266,0.071560
6.5404,0.092765
6.5541,0.063609
6.5679,0.030948
6.5816,0.045873
6.5954,0.024708
6.6092,0.077139
6.6229,0.063086
6.6367,0.031243
6.6504,0.074976
6.6642,0.047191
6.6779,0.077565
6.6917,0.074473
6.7054,0.073361
6.7192,0.094944
6.7329,0.083302
6.7467,0.082751
6.7604,0.055400
6.7742,0.072976
6.7879,0.100420
6.8017,0.031218
6.8155,0.065909
6.8292,0.030441
6.8430,0.041287
6.8567,0.065629
6.8705,0.069809
6.8842,0.081132
6.8980,0.044474
6.9117,0.061545
6.9255,0.058553
6.9392,0.063512
6.9530,0.068467
6.9667,0.065558
6.9805,0.069835
6.9942,0.087918
7.0080,0.058144
7.0218,0.078983
7.0355,0.038873
7.0493,0.075200
7.0630,0.079405
7.0768,0.073512
7.0905,0.069126
7.1043,0.049394
7.1180,0.063891
7.1318,0.089109
7.1455,0.082991
7.1593,0.037088
7.1730,0.045807
7.1868,0.066373
7.2006,0.077753
7.2143,0.095180
7.2281,0.090206
7.2418,0.084807
7.2556,0.035990
7.2693,0.058491
7.2831,0.065766
7.2968,0.110168
7.3106,0.076512
7.3243,0.059465
