two_theta,intensity
5.0000,0.097789
5.0138,0.057759
5.0275,0.096029
5.0413,0.073245
5.0550,0.073211
5.0688,0.036268
5.0825,0.061897
5.0963,0.051838
5.1100,0.044272
5.1238,0.061441
5.1375,0.062226
5.1513,0.074384
5.1650,0.101193
5.1788,0.063222
5.1925,0.069248
5.2063,0.102289
5.2201,0.117749
5.2338,0.074283
5.2476,0.089884
5.2613,0.086713
5.2751,0.064816
5.2888,0.064392
5.3026,0.088612
5.3163,0.063774
5.3301,0.056452
5.3438,0.043478
5.3576,0.057850
5.3713,0.075443
5.3851,0.078895
5.3988,0.055006
5.4126,0.067778
5.4264,0.051726
5.4401,0.084837
5.4539,0.115730
5.4676,0.079922
5.4814,0.108704
5.4951,0.100286
5.5089,0.065123
5.5226,0.014933
5.5364,0.071707
5.5501,0.031097
5.5639,0.038261
5.5776,0.087339
5.5914,0.044712
5.6052,0.035828
5.6189,0.088524
5.6327,0.112508
5.6464,0.063429
5.6602,0.070658
5.6739,0.063039
5.6877,0.063039
5.7014,0.093475
5.7152,0.055971
5.7289,0.093885
5.7427,0.099950
5.7564,0.033086
5.7702,0.047028
5.7839,0.088031
5.7977,0.043994
5.8115,0.041031
5.8252,0.058844
5.8390,0.110437
5.8527,0.049905
5.8665,0.059557
5.8802,0.053833
5.8940,0.088206
5.9077,0.068605
5.9215,0.100114
5.9352,0.034154
5.9490,0.044080
5.9627,0.051628
5.9765,0.063868
5.9902,0.052220
6.0040,0.039716
6.0178,0.072793
6.0315,0.075297
6.0453,0.064929
6.0590,0.085778
6.0728,0.044589
6.0865,0.086591
6.1003,0.097010
6.1140,0.101620
6.1278,0.025308
6.1415,0.091565
6.1553,0.081895
6.1690,0.077155
6.1828,0.046434
6.1965,0.080610
6.2103,0.084892
6.2241,0.052211
6.2378,0.072864
6.2516,0.075272
6.2653,0.110247
6.2791,0.111857
6.2928,0.067957
6.3066,0.088205
6.3203,0.049522
6.3341,0.073010
6.3478,0.049905
6.3616,0.040719
6.3753,0.045536
6.3891,0.040940
6.4029,0.011177
6.4166,0.057200
6.4304,0.069728
6.4441,0.061037
6.4579,0.034162
6.4716,0.073411
6.4854,0.077752
6.4991,0.105409
6.5129,0.103402
6.5266,0.044436
6.5404,0.069294
6.5541,0.073951
6.5679,0.060961
6.5816,0.062142
6.5954,0.031503
6.6092,0.100638
6.6229,0.081271
6.6367,0.047687
6.6504,0.062559
6.6642,0.062575
6.6779,0.090946
6.6917,0.097342
6.7054,0.097102
6.7192,0.106283
6.7329,0.072860
6.7467,0.061710
6.7604,0.031704
6.7742,0.061303
6.7879,0.102839
6.8017,0.036235
6.8155,0.078050
6.8292,0.080546
6.8430,0.076037
6.8567,0.063415
6.8705,0.101427
6.8842,0.061518
6.8980,0.031288
6.9117,0.060311
6.9255,0.082314
6.9392,0.055005
6.9530,0.056879
6.9667,0.115080
6.9805,0.057373
6.9942,0.093089
7.0080,0.076107
7.0218,0.038418
7.0355,0.056004
7.0493,0.082473
7.0630,0.083378
7.0768,0.069947
7.0905,0.056476
7.1043,0.095591
7.1180,0.081610
7.1318,0.069397
7.1455,0.078400
7.1593,0.072927
7.1730,0.054176
7.1868,0.114669
7.2006,0.075519
7.2143,0.109244
7.2281,0.093692
7.2418,0.083072
7.2556,0.022765
7.2693,0.062252
7.2831,0.043682
7.2968,0.087370
7.3106,0.108077
7.3243,0.048178
7.3381,0.077085
7.3518,0.040873
7.3656,0.071031
7.3793,0.050545
7.3931,0.047471
7.4069,0.079530
7.4206,0.026136
7.4344,0.061799
7.4481,0.068567
7.4619,0.092849
7.4756,0.056923
7.4894,0.100316
7.5031,0.073742
7.5169,0.086383
7.5306,0.083848
7.5444,0.087662
7.5581,0.074966
7.5719,0.076999
7.5856,0.050014
7.5994,0.059989
7.6132,0.051634
7.6269,0.065052
7.6407,0.084595
7.6544,0.092803
7.6682,0.099326
7.6819,0.086278
7.6957,0.081686
7.7094,0.055204
7.7232,0.041273
7.7369,0.089759
7.7507,0.123337
7.7644,0.066149
7.7782,0.076131
7.7919,0.061046
7.8057,0.071104
7.8195,0.054091
7.8332,0.055986
7.8470,0.057046
7.8607,0.051715
7.8745,0.074391
7.8882,0.065755
7.9020,0.056973
7.9157,0.075302
7.9295,0.099003
7.9432,0.078809
7.9570,0.053535
7.9707,0.075215
7.9845,0.079837
7.9982,0.058200
8.0120,0.059095
8.0258,0.056965
8.0395,0.085287
8.0533,0.064171
8.0670,0.051864
8.0808,0.084901
8.0945,0.099038
8.1083,0.049494
8.1220,0.056689
8.1358,0.067085
8.1495,0.041710
8.1633,0.082525
8.1770,0.087840
8.1908,0.071752
8.2046,0.085777
8.2183,0.074124
8.2321,0.096525
8.2458,0.021908
8.2596,0.054264
8.2733,0.054364
8.2871,0.068911
8.3008,0.066022
8.3146,0.063453
8.3283,0.080359
8.3421,0.050344
8.3558,0.056438
8.3696,0.102063
8.3833,0.064179
8.3971,0.067281
8.4109,0.051902
8.4246,0.067889
8.4384,0.089705
8.4521,0.079848
8.4659,0.083457
8.4796,0.073208
8.4934,0.057892
8.5071,0.069980
8.5209,0.042977
8.5346,0.070149
8.5484,0.048987
8.5621,0.094361
8.5759,0.101079
8.5896,0.105056
8.6034,0.094359
8.6172,0.092979
8.6309,0.077072
8.6447,0.037991
8.6584,0.053683
8.6722,0.036962
8.6859,0.069411
8.6997,0.068605
8.7134,0.086377
8.7272,0.070776
8.7409,0.089003
8.7547,0.081859
8.7684,0.089323
8.7822,0.058778
8.7959,0.070864
8.8097,0.027444
8.8235,0.112236
8.8372,0.022907
8.8510,0.061757
8.8647,0.085540
8.8785,0.104670
8.8922,0.060282
8.9060,0.026895
8.9197,0.112359
8.9335,0.019947
8.9472,0.062549
8.9610,0.099423
8.9747,0.064502
8.9885,0.085615
9.0023,0.062485
9.0160,0.058264
9.0298,0.027970
9.0435,0.050595
9.0573,0.097683
9.0710,0.037034
9.0848,0.082660
9.0985,0.096162
9.1123,0.077259
9.1260,0.105199
9.1398,0.071091
9.1535,0.052915
9.1673,0.054594
9.1810,0.075619
9.1948,0.094900
9.2086,0.100566
9.2223,0.086058
9.2361,0.076505
9.2498,0.078487
9.2636,0.055391
9.2773,0.097198
9.2911,0.040487
9.3048,0.088797
9.3186,0.083183
9.3323,0.016643
9.3461,0.067931
9.3598,0.069621
9.3736,0.066143
9.3873,0.099220
9.4011,0.070585
9.4149,0.066415
9.4286,0.054794
9.4424,0.062320
9.4561,0.053432
9.4699,0.033403
9.4836,0.019070
9.4974,0.080304
9.5111,0.032229
9.5249,0.094574
9.5386,0.095439
9.5524,0.073562
9.5661,0.051940
9.5799,0.067356
9.5936,0.035508
9.6074,0.051185
9.6212,0.086734
9.6349,0.064918
9.6487,0.076205
9.6624,0.060950
9.6762,0.022012
9.6899,0.072628
9.7037,0.081722
9.7174,0.069935
9.7312,0.076631
9.7449,0.094571
9.7587,0.049178
9.7724,0.094324
9.7862,0.059682
9.7999,0.078840
9.8137,0.095086
9.8275,0.053592
9.8412,0.070653
9.8550,0.079575
9.8687,0.058119
9.8825,0.023174
9.8962,0.091020
9.9100,0.061729
9.9237,0.102495
9.9375,0.079885
9.9512,0.045094
9.9650,0.091408
9.9787,0.075357
9.9925,0.100992
10.0063,0.048280
10.0200,0.058106
10.0338,0.081015
10.0475,0.050372
10.0613,0.062777
10.0750,0.054508
10.0888,0.083002
10.1025,0.073119
10.1163,0.050651
10.1300,0.094675
10.1438,0.072295
10.1575,0.036869
10.1713,0.115660
10.1850,0.057786
10.1988,0.075366
10.2126,0.070273
10.2263,0.068531
10.2401,0.100996
10.2538,0.078329
10.2676,0.080553
10.2813,0.067526
10.2951,0.107257
10.3088,0.100780
10.3226,0.083109
10.3363,0.065164
10.3501,0.088360
10.3638,0.041087
10.3776,0.079923
10.3913,0.101843
10.4051,0.131833
10.4189,0.090986
10.4326,0.019276
10.4464,0.071113
10.4601,0.070954
