two_theta,intensity
5.0000,0.065283
5.0138,0.128602
5.0275,0.086151
5.0413,0.114373
5.0550,0.171182
5.0688,0.133119
5.0825,0.132154
5.0963,0.114208
5.1100,0.230201
5.1238,0.165232
5.1375,0.141722
5.1513,0.177353
5.1650,0.098722
5.1788,0.109113
5.1925,0.123744
5.2063,0.059413
5.2201,0.105289
5.2338,0.157880
5.2476,0.114114
5.2613,0.143460
5.2751,0.171518
5.2888,0.107459
5.3026,0.108239
5.3163,0.170637
5.3301,0.117018
5.3438,0.159783
5.3576,0.105692
5.3713,0.121309
5.3851,0.150798
5.3988,0.179999
5.4126,0.121397
5.4264,0.187385
5.4401,0.199221
5.4539,0.186297
5.4676,0.063020
5.4814,0.080115
5.4951,0.126304
5.5089,0.168942
5.5226,0.100562
5.5364,0.117159
5.5501,0.097840
5.5639,0.136590
5.5776,0.089721
5.5914,0.136950
5.6052,0.134985
5.6189,0.132381
5.6327,0.091297
5.6464,0.122229
5.6602,0.048846
5.6739,0.116093
5.6877,0.157376
5.7014,0.056352
5.7152,0.101258
5.7289,0.164697
5.7427,0.146697
5.7564,0.130008
5.7702,0.125340
5.7839,0.161456
5.7977,0.140134
5.8115,0.080791
5.8252,0.108454
5.8390,0.070130
5.8527,0.123681
5.8665,0.118739
5.8802,0.162967
5.8940,0.075059
5.9077,0.043201
5.9215,0.223423
5.9352,0.155239
5.9490,0.086700
5.9627,0.153308
5.9765,0.046421
5.9902,0.161302
6.0040,0.144103
6.0178,0.164263
6.0315,0.137718
6.0453,0.139262
6.0590,0.130194
6.0728,0.136527
6.0865,0.088060
6.1003,0.117485
6.1140,0.135449
6.1278,0.133903
6.1415,0.138156
6.1553,0.132861
6.1690,0.097808
6.1828,0.130834
6.1965,0.076107
6.2103,0.145777
6.2241,0.153645
6.2378,0.179901
6.2516,0.129919
6.2653,0.113023
6.2791,0.139837
6.2928,0.121400
6.3066,0.093970
6.3203,0.104552
6.3341,0.051584
6.3478,0.145538
6.3616,0.169751
6.3753,0.104698
6.3891,0.140711
6.4029,0.130986
6.4166,0.128377
6.4304,0.125731
6.4441,0.092769
6.4579,0.144413
6.4716,0.119088
6.4854,0.161653
6.4991,0.147063
6.5129,0.126142
6.5266,0.117833
6.5404,0.167147
6.5541,0.107989
6.5679,0.116836
6.5816,0.107483
6.5954,0.168795
6.6092,0.157728
6.6229,0.147015
6.6367,0.152355
6.6504,0.108988
6.6642,0.112579
6.6779,0.033802
6.6917,0.142521
6.7054,0.179480
6.7192,0.129473
6.7329,0.098666
6.7467,0.131461
6.7604,0.070356
6.7742,0.170695
6.7879,0.147235
6.8017,0.119869
6.8155,0.180760
6.8292,0.061534
6.8430,0.119535
6.8567,0.115424
6.8705,0.073978
6.8842,0.180843
6.8980,0.134970
6.9117,0.112659
6.9255,0.116351
6.9392,0.149449
6.9530,0.152920
6.9667,0.171810
6.9805,0.105578
6.9942,0.161767
7.0080,0.156563
7.0218,0.089289
7.0355,0.145247
7.0493,0.150561
7.0630,0.098518
7.0768,0.118133
7.0905,0.128232
7.1043,0.115536
7.1180,0.108701
7.1318,0.113185
7.1455,0.143707
7.1593,0.072780
7.1730,0.096462
7.1868,0.151946
7.2006,0.088473
7.2143,0.123322
7.2281,0.077001
7.2418,0.145272
7.2556,0.090510
7.2693,0.104282
7.2831,0.114937
7.2968,0.146292
7.3106,0.101054
7.3243,0.077918
7.3381,0.137503
7.3518,0.124136
7.3656,0.170161
7.3793,0.084724
7.3931,0.143801
7.4069,0.092422
7.4206,0.176557
7.4344,0.151119
7.4481,0.037794
7.4619,0.166794
7.4756,0.158263
7.4894,0.160773
7.5031,0.161606
7.5169,0.101380
7.5306,0.128138
7.5444,0.164503
7.5581,0.170860
