two_theta,intensity
5.0000,0.133362
5.0138,0.117848
5.0275,0.088498
5.0413,0.086067
5.0550,0.130960
5.0688,0.069770
5.0825,0.104408
5.0963,0.091535
5.1100,0.122745
5.1238,0.120860
5.1375,0.145589
5.1513,0.100661
5.1650,0.058281
5.1788,0.088323
5.1925,0.070298
5.2063,0.076541
5.2201,0.106461
5.2338,0.055872
5.2476,0.095084
5.2613,0.073623
5.2751,0.097770
5.2888,0.116857
5.3026,0.101655
5.3163,0.090278
5.3301,0.067448
5.3438,0.111039
5.3576,0.089408
5.3713,0.088235
5.3851,0.114144
5.3988,0.089805
5.4126,0.140759
5.4264,0.087822
5.4401,0.123084
5.4539,0.078838
5.4676,0.099998
5.4814,0.146197
5.4951,0.049002
5.5089,0.071077
5.5226,0.105454
5.5364,0.065083
5.5501,0.083727
5.5639,0.082495
5.5776,0.103211
5.5914,0.122345
5.6052,0.079043
5.6189,0.110216
5.6327,0.100701
5.6464,0.056998
5.6602,0.100408
5.6739,0.098674
5.6877,0.089319
5.7014,0.120170
5.7152,0.088882
5.7289,0.046611
5.7427,0.100375
5.7564,0.112042
5.7702,0.094880
5.7839,0.102797
5.7977,0.085294
5.8115,0.078807
5.8252,0.159386
5.8390,0.144357
5.8527,0.081778
5.8665,0.131899
5.8802,0.043669
5.8940,0.066550
5.9077,0.086774
5.9215,0.061423
5.9352,0.102524
5.9490,0.125220
5.9627,0.099462
5.9765,0.086059
5.9902,0.095651
6.0040,0.112072
6.0178,0.099094
6.0315,0.099494
6.0453,0.128197
6.0590,0.081998
6.0728,0.105937
6.0865,0.135063
6.1003,0.123419
6.1140,0.128746
6.1278,0.108368
6.1415,0.092273
6.1553,0.063442
6.1690,0.111187
6.1828,0.101095
6.1965,0.039561
6.2103,0.066705
6.2241,0.134586
6.2378,0.103349
6.2516,0.064238
6.2653,0.114261
6.2791,0.084178
6.2928,0.075243
6.3066,0.134064
6.3203,0.087462
6.3341,0.072384
6.3478,0.114783
6.3616,0.098356
6.3753,0.132212
6.3891,0.116510
6.4029,0.083989
6.4166,0.096499
6.4304,0.104149
6.4441,0.105018
6.4579,0.113689
6.4716,0.082311
6.4854,0.031661
6.4991,0.074881
6.5129,0.076021
6.5266,0.059568
6.5404,0.088616
6.5541,0.098802
6.5679,0.085427
6.5816,0.075085
6.5954,0.113629
6.6092,0.116372
6.6229,0.065836
6.6367,0.030545
6.6504,0.139146
6.6642,0.044317
6.6779,0.115513
6.6917,0.087118
6.7054,0.096799
6.7192,0.124992
6.7329,0.141933
6.7467,0.122958
6.7604,0.076624
6.7742,0.076407
6.7879,0.093392
6.8017,0.041958
6.8155,0.063430
6.8292,0.104494
6.8430,0.033028
6.8567,0.077274
6.8705,0.097191
6.8842,0.077523
6.8980,0.050163
6.9117,0.093925
6.9255,0.083365
6.9392,0.063663
6.9530,0.106664
6.9667,0.095771
6.9805,0.073313
6.9942,0.077733
7.0080,0.087512
7.0218,0.099716
7.0355,0.064224
7.0493,0.090120
7.0630,0.097525
7.0768,0.065328
7.0905,0.092987
7.1043,0.047175
7.1180,0.114164
7.1318,0.082391
7.1455,0.102202
7.1593,0.089272
7.1730,0.138694
7.1868,0.055533
7.2006,0.029175
7.2143,0.119868
7.2281,0.099988
7.2418,0.137489
7.2556,0.096703
7.2693,0.103639
7.2831,0.025869
7.2968,0.076904
7.3106,0.077700
7.3243,0.082867
7.3381,0.063073
7.3518,0.078381
7.3656,0.087899
7.3793,0.061431
7.3931,0.089004
7.4069,0.133047
7.4206,0.071233
7.4344,0.106784
7.4481,0.107507
7.4619,0.127451
7.4756,0.067352
7.4894,0.059003
7.5031,0.120728
7.5169,0.100263
7.5306,0.155494
7.5444,0.111085
7.5581,0.093187
7.5719,0.070277
7.5856,0.073103
7.5994,0.079883
7.6132,0.079096
7.6269,0.110160
7.6407,0.084983
7.6544,0.101314
7.6682,0.095211
7.6819,0.069003
7.6957,0.065269
7.7094,0.118495
7.7232,0.017857
7.7369,0.123127
7.7507,0.091904
7.7644,0.139974
7.7782,0.087456
7.7919,0.101143
7.8057,0.094913
7.8195,0.098769
7.8332,0.090015
7.8470,0.075982
7.8607,0.097654
7.8745,0.079351
7.8882,0.098708
7.9020,0.070522
7.9157,0.091011
7.9295,0.108558
7.9432,0.114966
7.9570,0.069176
7.9707,0.069519
7.9845,0.080711
7.9982,0.101317
8.0120,0.089428
8.0258,0.094616
8.0395,0.080217
8.0533,0.077197
8.0670,0.140260
8.0808,0.065661
8.0945,0.130189
8.1083,0.071457
8.1220,0.073973
8.1358,0.136364
8.1495,0.074713
8.1633,0.095182
8.1770,0.089212
8.1908,0.087902
8.2046,0.116979
8.2183,0.048278
8.2321,0.094942
8.2458,0.068948
8.2596,0.074879
8.2733,0.109531
8.2871,0.104982
8.3008,0.102888
8.3146,0.127012
8.3283,0.080410
8.3421,0.125600
8.3558,0.068439
8.3696,0.098987
8.3833,0.107507
8.3971,0.092493
8.4109,0.146099
8.4246,0.097300
8.4384,0.030787
8.4521,0.080255
8.4659,0.073758
8.4796,0.026108
8.4934,0.097836
8.5071,0.141226
8.5209,0.103986
8.5346,0.081269
8.5484,0.078089
8.5621,0.088925
8.5759,0.108796
8.5896,0.142140
8.6034,0.074200
8.6172,0.072616
8.6309,0.044265
8.6447,0.087274
8.6584,0.114149
8.6722,0.110738
8.6859,0.085721
8.6997,0.156202
8.7134,0.100440
8.7272,0.106651
8.7409,0.094213
8.7547,0.072852
8.7684,0.052570
