two_theta,intensity
5.0000,0.165126
5.0138,0.079379
5.0275,0.118783
5.0413,0.151251
5.0550,0.210377
5.0688,0.087215
5.0825,0.044334
5.0963,0.152190
5.1100,0.146553
5.1238,0.137894
5.1375,0.137721
5.1513,0.203376
5.1650,0.114128
5.1788,0.131062
5.1925,0.111034
5.2063,0.111774
5.2201,0.183482
5.2338,0.028553
5.2476,0.105018
5.2613,0.179005
5.2751,0.162760
5.2888,0.145378
5.3026,0.046786
5.3163,0.151482
5.3301,0.084320
5.3438,0.125951
5.3576,0.092846
5.3713,0.127206
5.3851,0.164657
5.3988,0.151205
5.4126,0.154935
5.4264,0.116318
5.4401,0.126138
5.4539,0.135518
5.4676,0.130094
5.4814,0.060758
5.4951,0.174235
5.5089,0.070496
5.5226,0.057118
5.5364,0.148442
5.5501,0.099698
5.5639,0.108327
5.5776,0.109302
5.5914,0.214432
5.6052,0.098806
5.6189,0.135762
5.6327,0.114812
5.6464,0.129466
5.6602,0.070299
5.6739,0.063684
5.6877,0.118470
5.7014,0.080202
5.7152,0.177041
5.7289,0.114970
5.7427,0.056722
5.7564,0.087822
5.7702,0.143802
5.7839,0.150806
5.7977,0.113663
5.8115,0.120356
5.8252,0.169131
5.8390,0.086287
5.8527,0.173698
5.8665,0.172780
5.8802,0.121089
5.8940,0.091383
5.9077,0.186785
5.9215,0.086605
5.9352,0.196814
5.9490,0.058042
5.9627,0.116621
5.9765,0.047209
5.9902,0.098812
6.0040,0.090265
6.0178,0.168619
6.0315,0.064397
6.0453,0.109787
6.0590,0.118151
6.0728,0.075883
6.0865,0.067551
6.1003,0.052160
6.1140,0.095152
6.1278,0.125053
6.1415,0.105662
6.1553,0.137715
6.1690,0.100993
6.1828,0.157979
6.1965,0.144530
6.2103,0.091968
6.2241,0.091382
6.2378,0.099008
6.2516,0.125244
6.2653,0.051192
6.2791,0.150750
6.2928,0.128931
6.3066,0.106261
6.3203,0.072293
6.3341,0.115925
6.3478,0.135948
6.3616,0.071142
6.3753,0.099326
6.3891,0.112780
6.4029,0.025117
6.4166,0.130889
6.4304,0.114239
6.4441,0.084413
6.4579,0.138305
6.4716,0.125304
6.4854,0.149470
6.4991,0.071514
6.5129,0.115211
6.5266,0.099157
6.5404,0.111700
6.5541,0.143992
6.5679,0.110930
6.5816,0.134224
6.5954,0.119495
6.6092,0.174883
6.6229,0.127009
6.6367,0.142854
6.6504,0.073895
6.6642,0.091853
6.6779,0.094655
6.6917,0.117208
6.7054,0.114164
6.7192,0.131556
6.7329,0.037509
6.7467,0.154159
6.7604,0.159371
6.7742,0.188101
6.7879,0.146024
6.8017,0.138531
6.8155,0.170693
6.8292,0.156846
6.8430,0.147537
6.8567,0.126037
6.8705,0.126403
6.8842,0.094518
6.8980,0.084327
6.9117,0.155766
6.9255,0.146633
6.9392,0.116412
6.9530,0.152071
6.9667,0.137891
6.9805,0.166789
6.9942,0.145857
7.0080,0.066087
7.0218,0.156035
7.0355,0.113472
7.0493,0.093300
7.0630,0.129110
7.0768,0.100626
7.0905,0.104861
7.1043,0.143171
7.1180,0.163869
7.1318,0.093462
7.1455,0.141670
7.1593,0.089794
7.1730,0.137271
7.1868,0.128208
7.2006,0.108232
7.2143,0.121590
7.2281,0.137148
7.2418,0.084103
7.2556,0.120540
7.2693,0.144818
7.2831,0.088582
7.2968,0.180133
7.3106,0.107526
7.3243,0.083998
7.3381,0.121507
7.3518,0.025342
7.3656,0.141054
7.3793,0.113584
7.3931,0.061886
7.4069,0.116309
7.4206,0.127412
7.4344,0.112800
7.4481,0.119193
7.4619,0.124402
7.4756,0.135198
7.4894,0.125721
7.5031,0.057096
7.5169,0.097121
7.5306,0.176903
7.5444,0.123803
7.5581,0.089863
7.5719,0.167844
7.5856,0.132010
7.5994,0.178514
7.6132,0.124801
7.6269,0.174337
7.6407,0.133798
7.6544,0.148254
7.6682,0.117802
7.6819,0.113754
7.6957,0.165433
7.7094,0.108105
7.7232,0.230341
7.7369,0.155618
7.7507,0.083676
7.7644,0.132604
7.7782,0.142173
7.7919,0.149013
7.8057,0.066779
7.8195,0.097036
7.8332,0.136097
7.8470,0.078384
