two_theta,intensity
5.0000,0.061788
5.0138,0.082911
5.0275,0.094801
5.0413,0.076520
5.0550,0.092506
5.0688,0.096780
5.0825,0.061583
5.0963,0.070721
5.1100,0.098919
5.1238,0.065671
5.1375,0.080071
5.1513,0.092390
5.1650,0.015340
5.1788,0.025161
5.1925,0.050831
5.2063,0.066507
5.2201,0.080073
5.2338,0.119461
5.2476,0.053973
5.2613,0.099705
5.2751,0.067651
5.2888,0.112636
5.3026,0.062600
5.3163,0.110095
5.3301,0.088704
5.3438,0.036570
5.3576,0.122296
5.3713,0.094793
5.3851,0.095607
5.3988,0.086181
5.4126,0.103614
5.4264,0.078241
5.4401,0.039210
5.4539,0.092903
5.4676,0.051827
5.4814,0.116242
5.4951,0.113515
5.5089,0.046218
5.5226,0.080607
5.5364,0.112059
5.5501,0.054717
5.5639,0.102860
5.5776,0.107932
5.5914,0.133798
5.6052,0.029673
5.6189,0.089667
5.6327,0.054838
5.6464,0.058535
5.6602,0.103916
5.6739,0.034855
5.6877,0.061563
5.7014,0.097522
5.7152,0.123992
5.7289,0.112426
5.7427,0.055984
5.7564,0.097320
5.7702,0.080449
5.7839,0.075718
5.7977,0.051859
5.8115,0.091073
5.8252,0.084007
5.8390,0.044143
5.8527,0.095419
5.8665,0.050418
5.8802,0.083000
5.8940,0.076379
5.9077,0.064477
5.9215,0.129820
5.9352,0.141354
5.9490,0.080946
5.9627,0.081304
5.9765,0.108845
5.9902,0.090531
6.0040,0.068872
6.0178,0.094521
6.0315,0.118281
6.0453,0.084070
6.0590,0.083994
6.0728,0.063127
6.0865,0.039576
6.1003,0.077115
6.1140,0.086977
6.1278,0.058556
6.1415,0.093501
6.1553,0.023927
6.1690,0.084701
6.1828,0.096382
6.1965,0.044989
6.2103,0.071672
6.2241,0.106991
6.2378,0.106847
6.2516,0.117825
6.2653,0.052045
6.2791,0.045933
6.2928,0.106717
6.3066,0.114856
6.3203,0.085279
6.3341,0.068062
6.3478,0.077036
6.3616,0.068865
6.3753,0.083469
6.3891,0.127443
6.4029,0.064906
6.4166,0.063630
6.4304,0.063566
6.4441,0.089730
6.4579,0.063200
6.4716,0.130509
6.4854,0.106495
6.4991,0.112682
6.5129,0.047461
6.5266,0.078050
6.5404,0.078831
6.5541,0.128237
6.5679,0.139601
6.5816,0.089505
6.5954,0.092163
6.6092,0.079824
6.6229,0.065525
6.6367,0.092498
6.6504,0.083219
6.6642,0.165896
6.6779,0.077034
6.6917,0.068590
6.7054,0.074614
6.7192,0.071400
6.7329,0.074325
6.7467,0.089310
6.7604,0.086542
6.7742,0.109480
6.7879,0.096922
6.8017,0.131593
6.8155,0.076142
6.8292,0.039223
6.8430,0.059410
6.8567,0.054502
6.8705,0.091972
6.8842,0.058001
6.8980,0.042415
6.9117,0.053855
6.9255,0.059692
6.9392,0.124066
6.9530,0.106688
6.9667,0.077449
6.9805,0.092096
6.9942,0.074486
7.0080,0.084386
7.0218,0.070833
7.0355,0.086946
7.0493,0.114529
7.0630,0.075266
7.0768,0.096952
7.0905,0.062093
7.1043,0.107553
7.1180,0.107519
7.1318,0.076767
7.1455,0.139903
7.1593,0.091834
7.1730,0.033939
7.1868,0.086587
7.2006,0.085357
7.2143,0.094400
7.2281,0.071960
7.2418,0.107392
7.2556,0.102782
7.2693,0.072018
7.2831,0.055825
7.2968,0.101608
7.3106,0.105879
7.3243,0.092405
7.3381,0.095550
7.3518,0.097193
7.3656,0.078081
