two_theta,intensity
5.0000,0.089735
5.0138,0.081197
5.0275,0.085209
5.0413,0.067987
5.0550,0.071916
5.0688,0.096373
5.0825,0.035544
5.0963,0.068937
5.1100,0.098815
5.1238,0.070096
5.1375,0.078960
5.1513,0.088696
5.1650,0.087253
5.1788,0.048745
5.1925,0.074996
5.2063,0.115980
5.2201,0.069796
5.2338,0.057991
5.2476,0.096389
5.2613,0.066971
5.2751,0.082851
5.2888,0.085019
5.3026,0.079132
5.3163,0.091734
5.3301,0.097825
5.3438,0.060995
5.3576,0.106489
5.3713,0.051219
5.3851,0.023153
5.3988,0.040941
5.4126,0.041739
5.4264,0.040457
5.4401,0.108817
5.4539,0.086180
5.4676,0.091777
5.4814,0.047077
5.4951,0.045086
5.5089,0.074810
5.5226,0.087908
5.5364,0.055218
5.5501,0.102752
5.5639,0.051872
5.5776,0.125119
5.5914,0.084075
5.6052,0.100813
5.6189,0.090009
5.6327,0.072659
5.6464,0.080775
5.6602,0.061648
5.6739,0.084405
5.6877,0.050438
5.7014,0.134152
5.7152,0.103474
5.7289,0.049327
5.7427,0.086789
5.7564,0.074854
5.7702,0.105452
5.7839,0.067143
5.7977,0.056902
5.8115,0.140642
5.8252,0.128927
5.8390,0.117600
5.8527,0.091224
5.8665,0.096442
5.8802,0.038220
5.8940,0.057141
5.9077,0.024356
5.9215,0.020603
5.9352,0.064833
5.9490,0.055972
5.9627,0.123251
5.9765,0.053057
5.9902,0.073041
6.0040,0.053488
6.0178,0.047046
6.0315,0.071960
6.0453,0.051376
6.0590,0.114051
6.0728,0.084890
6.0865,0.117955
6.1003,0.070056
6.1140,0.051884
6.1278,0.092694
6.1415,0.099613
6.1553,0.133974
6.1690,0.104954
6.1828,0.079325
6.1965,0.112958
6.2103,0.093429
6.2241,0.080954
6.2378,0.081795
6.2516,0.024714
6.2653,0.077110
6.2791,0.084474
6.2928,0.072501
6.3066,0.072598
6.3203,0.083358
6.3341,0.080504
6.3478,0.050208
6.3616,0.127253
6.3753,0.073255
6.3891,0.076132
6.4029,0.089524
6.4166,0.117168
6.4304,0.049714
6.4441,0.067941
6.4579,0.059685
6.4716,0.073959
6.4854,0.062599
6.4991,0.084705
6.5129,0.065170
6.5266,0.069099
6.5404,0.074710
6.5541,0.092824
6.5679,0.079493
