two_theta,intensity
5.0000,0.053651
5.0138,0.139320
5.0275,0.123290
5.0413,0.063853
5.0550,0.054435
5.0688,0.094688
5.0825,0.050092
5.0963,0.078699
5.1100,0.042008
5.1238,0.072323
5.1375,0.064800
5.1513,0.089131
5.1650,0.093077
5.1788,0.087538
5.1925,0.070834
5.2063,0.060475
5.2201,0.080256
5.2338,0.079332
5.2476,0.124082
5.2613,0.075368
5.2751,0.067324
5.2888,0.064060
5.3026,0.062406
5.3163,0.127617
5.3301,0.103734
5.3438,0.069268
5.3576,0.081663
5.3713,0.061458
5.3851,0.061208
5.3988,0.060147
5.4126,0.078099
5.4264,0.082315
5.4401,0.045819
5.4539,0.092215
5.4676,0.043014
5.4814,0.065750
5.4951,0.073686
5.5089,0.101977
5.5226,0.105626
5.5364,0.082990
5.5501,0.060497
5.5639,0.110955
5.5776,0.054249
5.5914,0.100663
5.6052,0.053717
5.6189,0.083405
5.6327,0.092193
5.6464,0.113554
5.6602,0.075487
5.6739,0.116693
5.6877,0.115839
5.7014,0.099426
5.7152,0.105648
5.7289,0.108354
5.7427,0.054807
5.7564,0.092602
5.7702,0.068924
5.7839,0.048220
5.7977,0.093019
5.8115,0.102414
5.8252,0.073747
5.8390,0.094281
5.8527,0.056803
5.8665,0.078704
5.8802,0.117149
5.8940,0.085355
5.9077,0.086739
5.9215,0.096233
5.9352,0.065973
5.9490,0.084719
5.9627,0.057393
5.9765,0.082234
5.9902,0.067155
6.0040,0.080651
6.0178,0.087566
6.0315,0.079671
6.0453,0.057852
6.0590,0.084244
6.0728,0.077312
6.0865,0.079875
6.1003,0.067798
6.1140,0.090025
6.1278,0.104703
6.1415,0.076797
6.1553,0.020841
6.1690,0.102060
6.1828,0.074670
6.1965,0.080330
6.2103,0.107941
6.2241,0.053983
6.2378,0.115138
6.2516,0.093226
6.2653,0.077790
6.2791,0.085613
6.2928,0.115992
6.3066,0.037348
6.3203,0.089734
6.3341,0.035550
6.3478,0.027722
6.3616,0.115614
6.3753,0.091095
6.3891,0.114177
6.4029,0.054934
6.4166,0.062863
6.4304,0.038225
6.4441,0.052239
6.4579,0.055420
6.4716,0.113410
6.4854,0.125606
6.4991,0.102494
6.5129,0.112419
6.5266,0.044016
6.5404,0.110480
6.5541,0.075320
6.5679,0.099980
6.5816,0.111662
6.5954,0.059953
6.6092,0.089404
6.6229,0.055425
6.6367,0.054239
6.6504,0.093229
6.6642,0.065579
6.6779,0.074933
6.6917,0.122496
6.7054,0.070800
6.7192,0.111142
6.7329,0.063269
6.7467,0.101294
6.7604,0.073102
6.7742,0.078987
6.7879,0.058791
6.8017,0.085555
6.8155,0.045055
6.8292,0.089582
6.8430,0.086215
6.8567,0.078041
6.8705,0.048353
6.8842,0.070888
6.8980,0.082898
6.9117,0.055762
6.9255,0.075523
6.9392,0.070960
6.9530,0.129940
6.9667,0.067079
6.9805,0.068193
6.9942,0.091071
7.0080,0.076111
7.0218,0.075990
7.0355,0.110498
7.0493,0.102579
7.0630,0.083771
7.0768,0.062120
7.0905,0.078232
7.1043,0.069686
7.1180,0.057226
7.1318,0.138398
7.1455,0.083393
7.1593,0.084977
7.1730,0.088507
7.1868,0.094615
7.2006,0.108958
7.2143,0.052750
7.2281,0.084013
7.2418,0.075673
7.2556,0.069431
7.2693,0.106602
7.2831,0.082915
7.2968,0.075675
7.3106,0.101117
7.3243,0.090935
7.3381,0.068751
7.3518,0.092293
7.3656,0.073093
7.3793,0.096737
7.3931,0.103627
7.4069,0.092418
7.4206,0.053347
7.4344,0.103998
7.4481,0.104048
7.4619,0.093049
7.4756,0.070862
7.4894,0.079514
7.5031,0.066705
7.5169,0.078396
7.5306,0.077846
7.5444,0.083902
7.5581,0.106971
7.5719,0.079333
7.5856,0.120024
7.5994,0.079607
7.6132,0.069994
7.6269,0.066424
7.6407,0.085271
7.6544,0.086723
7.6682,0.109106
7.6819,0.090337
7.6957,0.125828
7.7094,0.099920
7.7232,0.044576
7.7369,0.041780
7.7507,0.074780
7.7644,0.060494
7.7782,0.083028
7.7919,0.069583
7.8057,0.027765
7.8195,0.050735
7.8332,0.076611
7.8470,0.098208
7.8607,0.097320
7.8745,0.081296
7.8882,0.109422
7.9020,0.092691
7.9157,0.064741
7.9295,0.094314
7.9432,0.089107
7.9570,0.063092
7.9707,0.048824
7.9845,0.029231
7.9982,0.073952
8.0120,0.053909
8.0258,0.042323
8.0395,0.051750
8.0533,0.070000
8.0670,0.072962
8.0808,0.089196
8.0945,0.082050
8.1083,0.085743
8.1220,0.080947
8.1358,0.083571
8.1495,0.118256
8.1633,0.093678
8.1770,0.096752
8.1908,0.043738
8.2046,0.087383
8.2183,0.109237
8.2321,0.091500
8.2458,0.067755
8.2596,0.132581
8.2733,0.071032
8.2871,0.065215
8.3008,0.065931
8.3146,0.065861
8.3283,0.071773
8.3421,0.079972
8.3558,0.054785
8.3696,0.079032
8.3833,0.066560
8.3971,0.042994
8.4109,0.053466
8.4246,0.101160
8.4384,0.096496
8.4521,0.052068
8.4659,0.064464
8.4796,0.086644
8.4934,0.089971
8.5071,0.081986
8.5209,0.092998
8.5346,0.117448
8.5484,0.069511
8.5621,0.108211
8.5759,0.082959
8.5896,0.056813
8.6034,0.096527
8.6172,0.043485
8.6309,0.108525
8.6447,0.075192
8.6584,0.130149
8.6722,0.135964
8.6859,0.053604
8.6997,0.136893
8.7134,0.060505
8.7272,0.097752
8.7409,0.092423
8.7547,0.075956
8.7684,0.068890
8.7822,0.066828
8.7959,0.097710
8.8097,0.078959
8.8235,0.058241
8.8372,0.067905
8.8510,0.093972
8.8647,0.067132
8.8785,0.058359
8.8922,0.054399
8.9060,0.105874
8.9197,0.069549
8.9335,0.043987
8.9472,0.111637
8.9610,0.065727
8.9747,0.081942
8.9885,0.117686
9.0023,0.087178
9.0160,0.088409
9.0298,0.053811
9.0435,0.057848
9.0573,0.132685
9.0710,0.071702
9.0848,0.062638
9.0985,0.103905
9.1123,0.070566
9.1260,0.095604
9.1398,0.071778
9.1535,0.062466
9.1673,0.079015
9.1810,0.058395
9.1948,0.101861
9.2086,0.077505
9.2223,0.069129
9.2361,0.127712
9.2498,0.057221
9.2636,0.072995
9.2773,0.088922
9.2911,0.062960
9.3048,0.097342
9.3186,0.102442
9.3323,0.078203
9.3461,0.082823
9.3598,0.095185
9.3736,0.044241
9.3873,0.132796
9.4011,0.088655
9.4149,0.034283
9.4286,0.046602
9.4424,0.050627
9.4561,0.066034
9.4699,0.100061
9.4836,0.094973
9.4974,0.062907
9.5111,0.081998
9.5249,0.101230
9.5386,0.056492
9.5524,0.063260
9.5661,0.109513
9.5799,0.076759
9.5936,0.109013
9.6074,0.087746
9.6212,0.069368
9.6349,0.060960
9.6487,0.074062
9.6624,0.027419
9.6762,0.089915
9.6899,0.100842
9.7037,0.064008
9.7174,0.077349
9.7312,0.070810
9.7449,0.106894
9.7587,0.084941
9.7724,0.055892
9.7862,0.066253
9.7999,0.070387
9.8137,0.126085
9.8275,0.053374
9.8412,0.088271
9.8550,0.083979
9.8687,0.056959
9.8825,0.087604
9.8962,0.068803
9.9100,0.109674
9.9237,0.038739
9.9375,0.056935
9.9512,0.102568
9.9650,0.092618
9.9787,0.061007
9.9925,0.083664
10.0063,0.081250
10.0200,0.041999
10.0338,0.054679
10.0475,0.074867
10.0613,0.110996
10.0750,0.110864
10.0888,0.102532
10.1025,0.116861
10.1163,0.085939
10.1300,0.068410
10.1438,0.099643
10.1575,0.067411
10.1713,0.085091
10.1850,0.069652
10.1988,0.060461
10.2126,0.064768
10.2263,0.082349
10.2401,0.042308
10.2538,0.055098
10.2676,0.067046
10.2813,0.060644
10.2951,0.060071
10.3088,0.105758
10.3226,0.085947
10.3363,0.091937
10.3501,0.073165
10.3638,0.074217
10.3776,0.061680
10.3913,0.087546
10.4051,0.070880
10.4189,0.056201
10.4326,0.095012
10.4464,0.082280
10.4601,0.067954
10.4739,0.077657
10.4876,0.092573
10.5014,0.101511
10.5151,0.125632
10.5289,0.124455
10.5426,0.059207
10.5564,0.111651
10.5701,0.068460
10.5839,0.088947
10.5976,0.120283
10.6114,0.068474
10.6252,0.044893
10.6389,0.084825
10.6527,0.072019
10.6664,0.072792
10.6802,0.089746
10.6939,0.092532
10.7077,0.109961
10.7214,0.106434
10.7352,0.061788
10.7489,0.076929
10.7627,0.084489
10.7764,0.071347
10.7902,0.065432
10.8040,0.085737
10.8177,0.103395
10.8315,0.105883
10.8452,0.077090
10.8590,0.069566
10.8727,0.074933
10.8865,0.092917
10.9002,0.061519
10.9140,0.079879
10.9277,0.084072
10.9415,0.087327
10.9552,0.082512
10.9690,0.033168
10.9827,0.055257
10.9965,0.065327
11.0103,0.066146
11.0240,0.110511
11.0378,0.093665
11.0515,0.078843
11.0653,0.062065
11.0790,0.048010
11.0928,0.075994
11.1065,0.065842
11.1203,0.060601
11.1340,0.080569
11.1478,0.066412
11.1615,0.042498
11.1753,0.078403
11.1890,0.095235
11.2028,0.049450
11.2166,0.101477
11.2303,0.055363
11.2441,0.081531
11.2578,0.100795
11.2716,0.053016
11.2853,0.104522
11.2991,0.081499
11.3128,0.121383
11.3266,0.097199
11.3403,0.110587
11.3541,0.064341
11.3678,0.078229
11.3816,0.087368
11.3953,0.105076
11.4091,0.051448
11.4229,0.048729
11.4366,0.089651
11.4504,0.079589
11.4641,0.089741
11.4779,0.047266
11.4916,0.069203
11.5054,0.071002
11.5191,0.127866
11.5329,0.089656
11.5466,0.059362
11.5604,0.127393
11.5741,0.059658
11.5879,0.069748
11.6017,0.094081
11.6154,0.118616
11.6292,0.059480
11.6429,0.089777
11.6567,0.072884
11.6704,0.078483
11.6842,0.086496
11.6979,0.069740
11.7117,0.104642
11.7254,0.103088
11.7392,0.073632
11.7529,0.105159
11.7667,0.073403
11.7804,0.052966
11.7942,0.056712
11.8080,0.086806
11.8217,0.019537
11.8355,0.096044
11.8492,0.090923
11.8630,0.040719
11.8767,0.070215
11.8905,0.110372
11.9042,0.090098
11.9180,0.082989
11.9317,0.064114
11.9455,0.100858
11.9592,0.079437
11.9730,0.065799
11.9867,0.115845
12.0005,0.100594
12.0143,0.052228
12.0280,0.091248
12.0418,0.099636
12.0555,0.057579
12.0693,0.122590
12.0830,0.091863
12.0968,0.074642
12.1105,0.075670
12.1243,0.079875
12.1380,0.074628
12.1518,0.061225
12.1655,0.088283
12.1793,0.097471
12.1930,0.073333
12.2068,0.096016
12.2206,0.061142
12.2343,0.115822
12.2481,0.057962
12.2618,0.074839
12.2756,0.083124
12.2893,0.106185
12.3031,0.059653
12.3168,0.044703
12.3306,0.096063
12.3443,0.126879
12.3581,0.088627
12.3718,0.104215
12.3856,0.063950
12.3993,0.099680
12.4131,0.095974
12.4269,0.099090
12.4406,0.096936
12.4544,0.095287
12.4681,0.049704
12.4819,0.086377
12.4956,0.077228
12.5094,0.095953
12.5231,0.058428
12.5369,0.037393
12.5506,0.061316
12.5644,0.061847
12.5781,0.114003
12.5919,0.110902
12.6057,0.114392
12.6194,0.092782
12.6332,0.064263
12.6469,0.087908
12.6607,0.088246
12.6744,0.098117
12.6882,0.027137
12.7019,0.089668
12.7157,0.066854
12.7294,0.046903
12.7432,0.056828
12.7569,0.070390
12.7707,0.073612
12.7844,0.107789
12.7982,0.079369
12.8120,0.071701
12.8257,0.075906
12.8395,0.094308
12.8532,0.084148
12.8670,0.078529
12.8807,0.065066
12.8945,0.070174
12.9082,0.103169
12.9220,0.084418
12.9357,0.107897
12.9495,0.045636
12.9632,0.056135
12.9770,0.072318
12.9907,0.087685
13.0045,0.078440
13.0183,0.116599
13.0320,0.088199
13.0458,0.090504
13.0595,0.080591
13.0733,0.110021
13.0870,0.072919
13.1008,0.065267
13.1145,0.075259
13.1283,0.114192
13.1420,0.085219
13.1558,0.083963
13.1695,0.017357
13.1833,0.037256
13.1970,0.090500
13.2108,0.103597
13.2246,0.122852
13.2383,0.104658
13.2521,0.076370
13.2658,0.058372
13.2796,0.071699
13.2933,0.059031
13.3071,0.087329
13.3208,0.076464
13.3346,0.121338
13.3483,0.055031
13.3621,0.086150
13.3758,0.114978
13.3896,0.101198
13.4034,0.079034
13.4171,0.138480
13.4309,0.090213
13.4446,0.079799
13.4584,0.127730
13.4721,0.079324
13.4859,0.068459
13.4996,0.106864
13.5134,0.068112
13.5271,0.058387
13.5409,0.086559
13.5546,0.080793
13.5684,0.071488
13.5821,0.101425
13.5959,0.101191
13.6097,0.101487
13.6234,0.114628
13.6372,0.075186
13.6509,0.058848
13.6647,0.077268
13.6784,0.101870
13.6922,0.090390
13.7059,0.062174
13.7197,0.093541
13.7334,0.072208
13.7472,0.104226
13.7609,0.081629
13.7747,0.085053
13.7884,0.072188
13.8022,0.042649
13.8160,0.085357
13.8297,0.103444
13.8435,0.082431
13.8572,0.073679
13.8710,0.083697
13.8847,0.093309
13.8985,0.097960
13.9122,0.089114
13.9260,0.088723
13.9397,0.098361
13.9535,0.084970
13.9672,0.081181
13.9810,0.104105
13.9947,0.140997
14.0085,0.063607
14.0223,0.060991
14.0360,0.076129
14.0498,0.062233
14.0635,0.104226
14.0773,0.094082
14.0910,0.050723
14.1048,0.069536
14.1185,0.102269
14.1323,0.085875
14.1460,0.105810
14.1598,0.105223
14.1735,0.075549
14.1873,0.104317
14.2011,0.066385
14.2148,0.126378
14.2286,0.079328
14.2423,0.099583
14.2561,0.100922
14.2698,0.112016
14.2836,0.123639
14.2973,0.063444
14.3111,0.124200
14.3248,0.096520
14.3386,0.023120
14.3523,0.058160
14.3661,0.117366
14.3798,0.090087
14.3936,0.085440
14.4074,0.106582
14.4211,0.114452
14.4349,0.112735
14.4486,0.068989
14.4624,0.093753
14.4761,0.089538
14.4899,0.116452
14.5036,0.091015
14.5174,0.093454
14.5311,0.100297
14.5449,0.077866
14.5586,0.036727
14.5724,0.097817
14.5861,0.094421
14.5999,0.121356
14.6137,0.085721
14.6274,0.101555
14.6412,0.097780
14.6549,0.097730
14.6687,0.055407
14.6824,0.086675
14.6962,0.125468
14.7099,0.072565
14.7237,0.067264
14.7374,0.060214
14.7512,0.066222
14.7649,0.103968
14.7787,0.103766
14.7924,0.055496
14.8062,0.099440
14.8200,0.072908
14.8337,0.084348
14.8475,0.116834
14.8612,0.072041
14.8750,0.128273
14.8887,0.105140
14.9025,0.108942
14.9162,0.107314
14.9300,0.080329
14.9437,0.125410
14.9575,0.091592
14.9712,0.075037
14.9850,0.120435
14.9987,0.097746
15.0125,0.089949
15.0263,0.077483
15.0400,0.115210
15.0538,0.122820
15.0675,0.098013
15.0813,0.069955
15.0950,0.121674
15.1088,0.110406
15.1225,0.056876
15.1363,0.113686
15.1500,0.104705
15.1638,0.095151
15.1775,0.081926
15.1913,0.070647
15.2051,0.111922
15.2188,0.080619
15.2326,0.121185
15.2463,0.112157
15.2601,0.104903
15.2738,0.079607
15.2876,0.108972
15.3013,0.094646
15.3151,0.151786
15.3288,0.126906
15.3426,0.089597
15.3563,0.116140
15.3701,0.096997
15.3838,0.098542
15.3976,0.123338
15.4114,0.124046
15.4251,0.115110
15.4389,0.137912
15.4526,0.091754
15.4664,0.130796
15.4801,0.088557
15.4939,0.100579
15.5076,0.122854
15.5214,0.104999
15.5351,0.060232
15.5489,0.097038
15.5626,0.154407
15.5764,0.135143
15.5901,0.091859
15.6039,0.059491
15.6177,0.090699
15.6314,0.106942
15.6452,0.084431
15.6589,0.121771
15.6727,0.071930
15.6864,0.127916
15.7002,0.064795
15.7139,0.110365
15.7277,0.093661
15.7414,0.118363
15.7552,0.095899
15.7689,0.097010
15.7827,0.094750
15.7964,0.126460
15.8102,0.107112
15.8240,0.084875
15.8377,0.091180
15.8515,0.052588
15.8652,0.090186
15.8790,0.092239
15.8927,0.129240
15.9065,0.142956
15.9202,0.105005
15.9340,0.105237
15.9477,0.115619
15.9615,0.107243
15.9752,0.148255
15.9890,0.148547
16.0028,0.127986
16.0165,0.077695
16.0303,0.046141
16.0440,0.129657
16.0578,0.133884
16.0715,0.118963
16.0853,0.070562
16.0990,0.103136
16.1128,0.129816
16.1265,0.101853
16.1403,0.097891
16.1540,0.129227
16.1678,0.149881
