two_theta,intensity
5.0000,0.031042
5.0138,0.100032
5.0275,0.048338
5.0413,0.101558
5.0550,0.080200
5.0688,0.111989
5.0825,0.087758
5.0963,0.091718
5.1100,0.063381
5.1238,0.078728
5.1375,0.126698
5.1513,0.063751
5.1650,0.092338
5.1788,0.048400
5.1925,0.071002
5.2063,0.091773
5.2201,0.057250
5.2338,0.097302
5.2476,0.086771
5.2613,0.065428
5.2751,0.022501
5.2888,0.071263
5.3026,0.086607
5.3163,0.097232
5.3301,0.102663
5.3438,0.101421
5.3576,0.106039
5.3713,0.080265
5.3851,0.055715
5.3988,0.142736
5.4126,0.101999
5.4264,0.058771
5.4401,0.055632
5.4539,0.109197
5.4676,0.144289
5.4814,0.045124
5.4951,0.067954
5.5089,0.064681
5.5226,0.038483
5.5364,0.072396
5.5501,0.047217
5.5639,0.064865
5.5776,0.054358
5.5914,0.067535
5.6052,0.120017
5.6189,0.081725
5.6327,0.076567
5.6464,0.083406
5.6602,0.070163
5.6739,0.095383
5.6877,0.092287
5.7014,0.106333
5.7152,0.109680
5.7289,0.101539
5.7427,0.082753
5.7564,0.064389
5.7702,0.097089
5.7839,0.086775
5.7977,0.029517
5.8115,0.075709
5.8252,0.122097
5.8390,0.106619
5.8527,0.082095
5.8665,0.106462
5.8802,0.020141
5.8940,0.124645
5.9077,0.094735
5.9215,0.036943
5.9352,0.105796
5.9490,0.064915
5.9627,0.058023
5.9765,0.117209
5.9902,0.106908
6.0040,0.087829
6.0178,0.079549
6.0315,0.056248
6.0453,0.085877
6.0590,0.029638
6.0728,0.063448
6.0865,0.115288
6.1003,0.074079
6.1140,0.098583
6.1278,0.038600
6.1415,0.082878
6.1553,0.088820
6.1690,0.085341
6.1828,0.081301
6.1965,0.101223
6.2103,0.118359
6.2241,0.089800
6.2378,0.090978
6.2516,0.097764
6.2653,0.068998
6.2791,0.129377
6.2928,0.124086
6.3066,0.098575
6.3203,0.076276
6.3341,0.144921
6.3478,0.104262
6.3616,0.079084
6.3753,0.079543
6.3891,0.105925
6.4029,0.099960
6.4166,0.078884
6.4304,0.079749
6.4441,0.100528
6.4579,0.123237
6.4716,0.071316
6.4854,0.072707
6.4991,0.095301
6.5129,0.068901
6.5266,0.100641
6.5404,0.060931
6.5541,0.133757
6.5679,0.066562
6.5816,0.096322
6.5954,0.096733
6.6092,0.140154
6.6229,0.108662
6.6367,0.070009
6.6504,0.063084
6.6642,0.107267
6.6779,0.053132
6.6917,0.078975
6.7054,0.073385
6.7192,0.035390
6.7329,0.071274
6.7467,0.092582
6.7604,0.096208
6.7742,0.055021
6.7879,0.095508
6.8017,0.115218
6.8155,0.070166
6.8292,0.099506
6.8430,0.114352
6.8567,0.081947
6.8705,0.126678
6.8842,0.043701
6.8980,0.084655
6.9117,0.087573
6.9255,0.040085
6.9392,0.039573
6.9530,0.069058
6.9667,0.041276
6.9805,0.055738
6.9942,0.049287
7.0080,0.130402
7.0218,0.074657
7.0355,0.057180
7.0493,0.061447
7.0630,0.066146
7.0768,0.084624
7.0905,0.061928
7.1043,0.117020
7.1180,0.111260
7.1318,0.057172
7.1455,0.093756
7.1593,0.052916
7.1730,0.091936
7.1868,0.081911
7.2006,0.054949
7.2143,0.056065
7.2281,0.089483
7.2418,0.105700
7.2556,0.074291
7.2693,0.098806
7.2831,0.097020
7.2968,0.041769
7.3106,0.090087
