two_theta,intensity
5.0000,0.063750
5.0138,0.066791
5.0275,0.056304
5.0413,0.075328
5.0550,0.070068
5.0688,0.093196
5.0825,0.028982
5.0963,0.109142
5.1100,0.089311
5.1238,0.055524
5.1375,0.029249
5.1513,0.077420
5.1650,0.075718
5.1788,0.043828
5.1925,0.066707
5.2063,0.060049
5.2201,0.063027
5.2338,0.076547
5.2476,0.068106
5.2613,0.071166
5.2751,0.061161
5.2888,0.042554
5.3026,0.061844
5.3163,0.060946
5.3301,0.078872
5.3438,0.056706
5.3576,0.091076
5.3713,0.066731
5.3851,0.076177
5.3988,0.069807
5.4126,0.053635
5.4264,0.059417
5.4401,0.071824
5.4539,0.055196
5.4676,0.056214
5.4814,0.072972
5.4951,0.022687
5.5089,0.084102
5.5226,0.045114
5.5364,0.079961
5.5501,0.067843
5.5639,0.054667
5.5776,0.053857
5.5914,0.089040
5.6052,0.027625
5.6189,0.047033
5.6327,0.076477
5.6464,0.050943
5.6602,0.061630
5.6739,0.073665
5.6877,0.067100
5.7014,0.036542
5.7152,0.087104
5.7289,0.084204
5.7427,0.060649
5.7564,0.070948
5.7702,0.036564
5.7839,0.067771
5.7977,0.050327
5.8115,0.037027
5.8252,0.098892
5.8390,0.060915
5.8527,0.058688
5.8665,0.077974
5.8802,0.066874
5.8940,0.099981
5.9077,0.049811
5.9215,0.106956
5.9352,0.099775
5.9490,0.105282
5.9627,0.058119
5.9765,0.065938
5.9902,0.055176
6.0040,0.056451
6.0178,0.053973
6.0315,0.057576
6.0453,0.080593
6.0590,0.041533
6.0728,0.068351
6.0865,0.063295
6.1003,0.069695
6.1140,0.052676
6.1278,0.068836
6.1415,0.082862
6.1553,0.060856
6.1690,0.029970
6.1828,0.092220
6.1965,0.047062
6.2103,0.082736
6.2241,0.062026
6.2378,0.042763
6.2516,0.069297
6.2653,0.081196
6.2791,0.061589
6.2928,0.067785
6.3066,0.064336
6.3203,0.075549
6.3341,0.059901
6.3478,0.059890
6.3616,0.074154
