two_theta,intensity
5.0000,0.037747
5.0138,0.101301
5.0275,0.088279
5.0413,0.140085
5.0550,0.130494
5.0688,0.081062
5.0825,0.119225
5.0963,0.032045
5.1100,0.087947
5.1238,0.081775
5.1375,0.093389
5.1513,0.115392
5.1650,0.067916
5.1788,0.098190
5.1925,0.046008
5.2063,0.074977
5.2201,0.112147
5.2338,0.139633
5.2476,0.080872
5.2613,0.111795
5.2751,0.088876
5.2888,0.074290
5.3026,0.073635
5.3163,0.087628
5.3301,0.097143
5.3438,0.057768
5.3576,0.076168
5.3713,0.086191
5.3851,0.137293
5.3988,0.071752
5.4126,0.085201
5.4264,0.069888
5.4401,0.098802
5.4539,0.092206
5.4676,0.056751
5.4814,0.110216
5.4951,0.079244
5.5089,0.138742
5.5226,0.051296
5.5364,0.147386
5.5501,0.132088
5.5639,0.117473
5.5776,0.113802
5.5914,0.110048
5.6052,0.076115
5.6189,0.100727
5.6327,0.046407
5.6464,0.044321
5.6602,0.103107
5.6739,0.082080
5.6877,0.025505
5.7014,0.067819
5.7152,0.104163
5.7289,0.131423
5.7427,0.098394
5.7564,0.112364
5.7702,0.109099
5.7839,0.067138
5.7977,0.094869
5.8115,0.120005
5.8252,0.103818
5.8390,0.062350
5.8527,0.100561
5.8665,0.083128
5.8802,0.096503
5.8940,0.117952
5.9077,0.093648
5.9215,0.100554
5.9352,0.100538
5.9490,0.068472
5.9627,0.197862
5.9765,0.112708
5.9902,0.084121
6.0040,0.084041
6.0178,0.080739
6.0315,0.018288
6.0453,0.078544
6.0590,0.063947
6.0728,0.150833
6.0865,0.083564
6.1003,0.100220
6.1140,0.122308
6.1278,0.065310
6.1415,0.072213
6.1553,0.072307
6.1690,0.085786
6.1828,0.107976
6.1965,0.096301
6.2103,0.062660
6.2241,0.084164
6.2378,0.150421
6.2516,0.063242
6.2653,0.075236
6.2791,0.082987
6.2928,0.116162
6.3066,0.109132
6.3203,0.062128
6.3341,0.098612
6.3478,0.070482
6.3616,0.078576
6.3753,0.063751
6.3891,0.091591
6.4029,0.081398
6.4166,0.140208
6.4304,0.071206
6.4441,0.129084
6.4579,0.067179
6.4716,0.093373
6.4854,0.082843
6.4991,0.076018
6.5129,0.088790
6.5266,0.087236
6.5404,0.012891
6.5541,0.113410
6.5679,0.146378
6.5816,0.052359
6.5954,0.112363
6.6092,0.091279
6.6229,0.088644
6.6367,0.047287
6.6504,0.053654
6.6642,0.124159
6.6779,0.128727
6.6917,0.074131
6.7054,0.082937
6.7192,0.156994
6.7329,0.061410
6.7467,0.060209
6.7604,0.121780
6.7742,0.151097
6.7879,0.086103
6.8017,0.124059
6.8155,0.051920
6.8292,0.100731
6.8430,0.085523
6.8567,0.080892
6.8705,0.032083
6.8842,0.084367
6.8980,0.027278
6.9117,0.120807
6.9255,0.099098
6.9392,0.065279
6.9530,0.109635
6.9667,0.075454
6.9805,0.112400
6.9942,0.093722
7.0080,0.151080
7.0218,0.123589
7.0355,0.160812
7.0493,0.063224
7.0630,0.132068
7.0768,0.062166
7.0905,0.108522
7.1043,0.081119
7.1180,0.062306
7.1318,0.074744
7.1455,0.104408
7.1593,0.055495
7.1730,0.062482
7.1868,0.063990
7.2006,0.057586
7.2143,0.141397
7.2281,0.131652
7.2418,0.085893
7.2556,0.078631
7.2693,0.124146
7.2831,0.101441
7.2968,0.110749
7.3106,0.096596
7.3243,0.088086
7.3381,0.174517
7.3518,0.120649
7.3656,0.055856
7.3793,0.096572
7.3931,0.103773
7.4069,0.065641
7.4206,0.062818
7.4344,0.091441
7.4481,0.069646
7.4619,0.105475
7.4756,0.098558
7.4894,0.143216
