two_theta,intensity
5.0000,0.077615
5.0138,0.063365
5.0275,0.050929
5.0413,0.014295
5.0550,0.037250
5.0688,0.057839
5.0825,0.054245
5.0963,0.061985
5.1100,0.067729
5.1238,0.053117
5.1375,0.061751
5.1513,0.083707
5.1650,0.055677
5.1788,0.058430
5.1925,0.051621
5.2063,0.053174
5.2201,0.049477
5.2338,0.062595
5.2476,0.044899
5.2613,0.044545
5.2751,0.053276
5.2888,0.035448
5.3026,0.077551
5.3163,0.058372
5.3301,0.095129
5.3438,0.055630
5.3576,0.069179
5.3713,0.016477
5.3851,0.063567
5.3988,0.024624
5.4126,0.079708
5.4264,0.055399
5.4401,0.064760
5.4539,0.041136
5.4676,0.059757
5.4814,0.048601
5.4951,0.022343
5.5089,0.060474
5.5226,0.040373
5.5364,0.053269
5.5501,0.076031
5.5639,0.054001
5.5776,0.039287
5.5914,0.056303
5.6052,0.024611
5.6189,0.057206
5.6327,0.059479
5.6464,0.073386
5.6602,0.054219
5.6739,0.085290
5.6877,0.040175
5.7014,0.048646
5.7152,0.077143
5.7289,0.088403
5.7427,0.072712
5.7564,0.023779
5.7702,0.052252
5.7839,0.081306
5.7977,0.087293
5.8115,0.067371
5.8252,0.065481
5.8390,0.018532
5.8527,0.061459
5.8665,0.069928
5.8802,0.131826
5.8940,0.084665
5.9077,0.035445
5.9215,0.064924
5.9352,0.045522
5.9490,0.024568
5.9627,0.062076
5.9765,0.072171
5.9902,0.049361
6.0040,0.097428
6.0178,0.018516
6.0315,0.021436
6.0453,0.049765
6.0590,0.090599
6.0728,0.072239
6.0865,0.054650
6.1003,0.044126
6.1140,0.075774
6.1278,0.029777
6.1415,0.075022
6.1553,0.068666
6.1690,0.052135
6.1828,0.050940
6.1965,0.059721
6.2103,0.046207
6.2241,0.083714
6.2378,0.095627
6.2516,0.073943
6.2653,0.097813
6.2791,0.033184
6.2928,0.083978
6.3066,0.078761
6.3203,0.038166
6.3341,0.066875
6.3478,0.040286
6.3616,0.041809
6.3753,0.067045
6.3891,0.011144
6.4029,0.064701
6.4166,0.084267
6.4304,0.024944
6.4441,0.061959
6.4579,0.056420
6.4716,0.054538
6.4854,0.067511
6.4991,0.066286
6.5129,0.088337
6.5266,0.026309
6.5404,0.032422
6.5541,0.015587
6.5679,0.067021
6.5816,0.031409
6.5954,0.030551
6.6092,0.075993
6.6229,0.042980
6.6367,0.055063
6.6504,0.067515
6.6642,0.060231
6.6779,0.052137
6.6917,0.067131
6.7054,0.051942
6.7192,0.003562
