two_theta,intensity
5.0000,0.098820
5.0138,0.094987
5.0275,0.126215
5.0413,0.082928
5.0550,0.084065
5.0688,0.087119
5.0825,0.097564
5.0963,0.085759
5.1100,0.108301
5.1238,0.141491
5.1375,0.120703
5.1513,0.115943
5.1650,0.155296
5.1788,0.142308
5.1925,0.123805
5.2063,0.098454
5.2201,0.106091
5.2338,0.120156
5.2476,0.085552
5.2613,0.128220
5.2751,0.104995
5.2888,0.115117
5.3026,0.147636
5.3163,0.148066
5.3301,0.130991
5.3438,0.140889
5.3576,0.095666
5.3713,0.139807
5.3851,0.121900
5.3988,0.103651
5.4126,0.092094
5.4264,0.112934
5.4401,0.125740
5.4539,0.109981
5.4676,0.085541
5.4814,0.096227
5.4951,0.072594
5.5089,0.100872
5.5226,0.106251
5.5364,0.092671
5.5501,0.045169
5.5639,0.138152
5.5776,0.097156
5.5914,0.131387
5.6052,0.075509
5.6189,0.097634
5.6327,0.088746
5.6464,0.088909
5.6602,0.142845
5.6739,0.162593
5.6877,0.083378
5.7014,0.053330
5.7152,0.051452
5.7289,0.078498
5.7427,0.072754
5.7564,0.135455
5.7702,0.098018
5.7839,0.071305
5.7977,0.123105
5.8115,0.119907
5.8252,0.107116
5.8390,0.115419
5.8527,0.066106
5.8665,0.102082
5.8802,0.111981
5.8940,0.104110
5.9077,0.076351
5.9215,0.146407
5.9352,0.103301
5.9490,0.072180
5.9627,0.115478
5.9765,0.140159
5.9902,0.140676
6.0040,0.131623
6.0178,0.113436
6.0315,0.147459
6.0453,0.054715
6.0590,0.123626
6.0728,0.096044
6.0865,0.048974
6.1003,0.067418
6.1140,0.155851
6.1278,0.077562
6.1415,0.063717
6.1553,0.137301
6.1690,0.070049
6.1828,0.135492
6.1965,0.178902
6.2103,0.155538
6.2241,0.120176
6.2378,0.105619
6.2516,0.107471
6.2653,0.099607
6.2791,0.097275
6.2928,0.136910
6.3066,0.091463
6.3203,0.116077
6.3341,0.066065
6.3478,0.168680
6.3616,0.113749
6.3753,0.085346
6.3891,0.141494
6.4029,0.088938
6.4166,0.142754
6.4304,0.125354
6.4441,0.071503
6.4579,0.114382
6.4716,0.069942
6.4854,0.111268
6.4991,0.088597
6.5129,0.169973
6.5266,0.162864
6.5404,0.108634
6.5541,0.149048
6.5679,0.088738
6.5816,0.156849
6.5954,0.080631
6.6092,0.110031
6.6229,0.135917
6.6367,0.103225
6.6504,0.094577
6.6642,0.147660
6.6779,0.120751
6.6917,0.076116
6.7054,0.115342
6.7192,0.105948
6.7329,0.095482
6.7467,0.177736
6.7604,0.133597
6.7742,0.133119
6.7879,0.101179
6.8017,0.107486
6.8155,0.071833
6.8292,0.106197
6.8430,0.141944
6.8567,0.100028
6.8705,0.106801
6.8842,0.134413
6.8980,0.140554
6.9117,0.166035
6.9255,0.106599
6.9392,0.059228
6.9530,0.123204
6.9667,0.100754
6.9805,0.084673
6.9942,0.096766
7.0080,0.130620
7.0218,0.138450
7.0355,0.049332
7.0493,0.103781
7.0630,0.129732
7.0768,0.103334
7.0905,0.116847
7.1043,0.095669
7.1180,0.095515
7.1318,0.027057
7.1455,0.138005
7.1593,0.078583
7.1730,0.136987
7.1868,0.095663
7.2006,0.108358
7.2143,0.099064
7.2281,0.088156
7.2418,0.100398
7.2556,0.049200
7.2693,0.127969
7.2831,0.045030
7.2968,0.139988
7.3106,0.098890
7.3243,0.101724
7.3381,0.077006
7.3518,0.166524
7.3656,0.100771
7.3793,0.118296
7.3931,0.079215
7.4069,0.154662
7.4206,0.107609
7.4344,0.094020
7.4481,0.139480
7.4619,0.115140
7.4756,0.135329
7.4894,0.076224
7.5031,0.120426
7.5169,0.159711
7.5306,0.196323
7.5444,0.152158
7.5581,0.138749
7.5719,0.133700
7.5856,0.079245
7.5994,0.115071
7.6132,0.146821
7.6269,0.124413
7.6407,0.078963
7.6544,0.153521
7.6682,0.105156
7.6819,0.109467
7.6957,0.146968
7.7094,0.152764
7.7232,0.103178
7.7369,0.100191
7.7507,0.110108
7.7644,0.113363
7.7782,0.152936
7.7919,0.068860
7.8057,0.047146
7.8195,0.113285
7.8332,0.111289
7.8470,0.130462
7.8607,0.085551
7.8745,0.138122
7.8882,0.131490
7.9020,0.093108
7.9157,0.115121
7.9295,0.111200
7.9432,0.129031
7.9570,0.129949
7.9707,0.110273
7.9845,0.110309
7.9982,0.082119
8.0120,0.135937
8.0258,0.150207
8.0395,0.107047
8.0533,0.113243
8.0670,0.101977
8.0808,0.148213
8.0945,0.110883
8.1083,0.132987
8.1220,0.087834
8.1358,0.070120
8.1495,0.088200
8.1633,0.130389
8.1770,0.134165
8.1908,0.107368
8.2046,0.113401
8.2183,0.125120
8.2321,0.076809
8.2458,0.100550
8.2596,0.098941
8.2733,0.087754
8.2871,0.105235
8.3008,0.112647
8.3146,0.122921
8.3283,0.173519
8.3421,0.117544
8.3558,0.090275
8.3696,0.098240
8.3833,0.089777
8.3971,0.180579
8.4109,0.076319
8.4246,0.148699
8.4384,0.128987
8.4521,0.110013
8.4659,0.072302
8.4796,0.146185
8.4934,0.109771
8.5071,0.120290
8.5209,0.133473
8.5346,0.101924
8.5484,0.146738
8.5621,0.079244
8.5759,0.103371
8.5896,0.141512
8.6034,0.100001
8.6172,0.164349
8.6309,0.142602
8.6447,0.192395
8.6584,0.076663
8.6722,0.116665
8.6859,0.121614
8.6997,0.121390
8.7134,0.091099
8.7272,0.118348
8.7409,0.138248
8.7547,0.057080
8.7684,0.022274
8.7822,0.131270
8.7959,0.122507
8.8097,0.123832
8.8235,0.120028
8.8372,0.168526
8.8510,0.083748
8.8647,0.134448
8.8785,0.100912
8.8922,0.106239
8.9060,0.103109
8.9197,0.128831
8.9335,0.069319
8.9472,0.129262
8.9610,0.172518
8.9747,0.133930
8.9885,0.092811
9.0023,0.137765
9.0160,0.154315
9.0298,0.096837
9.0435,0.106479
9.0573,0.069843
9.0710,0.132048
9.0848,0.127041
9.0985,0.112363
9.1123,0.149596
9.1260,0.000000
9.1398,0.084817
9.1535,0.116012
9.1673,0.109498
9.1810,0.129708
9.1948,0.068396
9.2086,0.145119
9.2223,0.091306
9.2361,0.096683
9.2498,0.128880
9.2636,0.058019
9.2773,0.126568
9.2911,0.127511
9.3048,0.119705
9.3186,0.054226
9.3323,0.069955
9.3461,0.062622
9.3598,0.115328
9.3736,0.130314
9.3873,0.116836
9.4011,0.166790
9.4149,0.102864
9.4286,0.117824
9.4424,0.076278
9.4561,0.133690
9.4699,0.144418
9.4836,0.118776
9.4974,0.068830
9.5111,0.058807
9.5249,0.103082
9.5386,0.094572
9.5524,0.110531
9.5661,0.038818
9.5799,0.153541
9.5936,0.113890
9.6074,0.053660
9.6212,0.130280
9.6349,0.109637
9.6487,0.121190
9.6624,0.090997
9.6762,0.096665
9.6899,0.122171
9.7037,0.092365
9.7174,0.116464
9.7312,0.119131
9.7449,0.140330
9.7587,0.117248
9.7724,0.095598
9.7862,0.131164
9.7999,0.146170
9.8137,0.102560
9.8275,0.149085
9.8412,0.137872
9.8550,0.110229
9.8687,0.073007
9.8825,0.075869
9.8962,0.118903
9.9100,0.107625
9.9237,0.135231
9.9375,0.086292
9.9512,0.125813
9.9650,0.133431
9.9787,0.093896
9.9925,0.097546
10.0063,0.111148
10.0200,0.071656
10.0338,0.168617
10.0475,0.098699
10.0613,0.098114
10.0750,0.117383
10.0888,0.099572
10.1025,0.074128
10.1163,0.099209
10.1300,0.074872
10.1438,0.101226
10.1575,0.180731
10.1713,0.121812
10.1850,0.100688
10.1988,0.139678
10.2126,0.108222
10.2263,0.141755
10.2401,0.147675
10.2538,0.098153
10.2676,0.110222
10.2813,0.124823
10.2951,0.171215
10.3088,0.077914
10.3226,0.088727
