two_theta,intensity
5.0000,0.098291
5.0138,0.099633
5.0275,0.092703
5.0413,0.093999
5.0550,0.068200
5.0688,0.088124
5.0825,0.052446
5.0963,0.077505
5.1100,0.101082
5.1238,0.116386
5.1375,0.063026
5.1513,0.063953
5.1650,0.094186
5.1788,0.063883
5.1925,0.080645
5.2063,0.086298
5.2201,0.124591
5.2338,0.093131
5.2476,0.048882
5.2613,0.067720
5.2751,0.076401
5.2888,0.084912
5.3026,0.051604
5.3163,0.124573
5.3301,0.081605
5.3438,0.057488
5.3576,0.072281
5.3713,0.073232
5.3851,0.058823
5.3988,0.071599
5.4126,0.083275
5.4264,0.081473
5.4401,0.073039
5.4539,0.050346
5.4676,0.100853
5.4814,0.100521
5.4951,0.101418
5.5089,0.071024
5.5226,0.063712
5.5364,0.082841
5.5501,0.082011
5.5639,0.073908
5.5776,0.016828
5.5914,0.067219
5.6052,0.072032
5.6189,0.038431
5.6327,0.077836
5.6464,0.076859
5.6602,0.080422
5.6739,0.097218
5.6877,0.080929
5.7014,0.078140
5.7152,0.101524
5.7289,0.070641
5.7427,0.082309
5.7564,0.069728
5.7702,0.082061
5.7839,0.078885
5.7977,0.083873
5.8115,0.103249
5.8252,0.084711
5.8390,0.080247
5.8527,0.051484
5.8665,0.097787
5.8802,0.059056
5.8940,0.066693
5.9077,0.078381
5.9215,0.085628
5.9352,0.049800
5.9490,0.072744
5.9627,0.061050
5.9765,0.078839
5.9902,0.111497
6.0040,0.045778
6.0178,0.056207
6.0315,0.068486
6.0453,0.093359
6.0590,0.094467
6.0728,0.081181
6.0865,0.126981
6.1003,0.086764
6.1140,0.090210
6.1278,0.096219
6.1415,0.108616
6.1553,0.088727
6.1690,0.032954
6.1828,0.079677
6.1965,0.092525
6.2103,0.058457
6.2241,0.085604
6.2378,0.085739
6.2516,0.064831
6.2653,0.074868
6.2791,0.056557
6.2928,0.065462
6.3066,0.093103
6.3203,0.043259
6.3341,0.058625
6.3478,0.060845
6.3616,0.091565
6.3753,0.035008
6.3891,0.054893
6.4029,0.037487
6.4166,0.081270
6.4304,0.154443
6.4441,0.072232
6.4579,0.070059
6.4716,0.081331
6.4854,0.065561
6.4991,0.134960
6.5129,0.114313
6.5266,0.075011
6.5404,0.142237
6.5541,0.083793
6.5679,0.108395
6.5816,0.056642
6.5954,0.077443
6.6092,0.076352
6.6229,0.101945
6.6367,0.073931
6.6504,0.070830
6.6642,0.066047
6.6779,0.064036
6.6917,0.124835
6.7054,0.133940
6.7192,0.098859
6.7329,0.053547
6.7467,0.034338
6.7604,0.096444
6.7742,0.058349
6.7879,0.069714
6.8017,0.079611
6.8155,0.089019
6.8292,0.089430
6.8430,0.087499
6.8567,0.087648
6.8705,0.064820
6.8842,0.074344
6.8980,0.099318
6.9117,0.076973
6.9255,0.068716
6.9392,0.060836
6.9530,0.084211
6.9667,0.090008
6.9805,0.080406
6.9942,0.063629
7.0080,0.061441
7.0218,0.053544
7.0355,0.043378
7.0493,0.048906
7.0630,0.104448
7.0768,0.067659
7.0905,0.030065
7.1043,0.057884
7.1180,0.094095
7.1318,0.086073
7.1455,0.102628
7.1593,0.070615
7.1730,0.083126
7.1868,0.090470
7.2006,0.068837
7.2143,0.058947
7.2281,0.077023
7.2418,0.096274
7.2556,0.056189
7.2693,0.103001
7.2831,0.119124
7.2968,0.079147
7.3106,0.036058
7.3243,0.090141
7.3381,0.027260
7.3518,0.109205
7.3656,0.065187
7.3793,0.039696
7.3931,0.082866
7.4069,0.073236
7.4206,0.118109
7.4344,0.082476
7.4481,0.092479
7.4619,0.066892
7.4756,0.087783
7.4894,0.101337
7.5031,0.073373
7.5169,0.102207
7.5306,0.107980
7.5444,0.077284
7.5581,0.080707
7.5719,0.075016
7.5856,0.067965
7.5994,0.081142
7.6132,0.060978
7.6269,0.011578
7.6407,0.112534
7.6544,0.104484
7.6682,0.063185
7.6819,0.083206
7.6957,0.056242
7.7094,0.103792
7.7232,0.057708
7.7369,0.099573
7.7507,0.064317
7.7644,0.038033
7.7782,0.097158
7.7919,0.070309
7.8057,0.079086
7.8195,0.091075
7.8332,0.114070
7.8470,0.051710
7.8607,0.087374
7.8745,0.058876
7.8882,0.100855
7.9020,0.104886
7.9157,0.085517
7.9295,0.098504
7.9432,0.068404
7.9570,0.073110
7.9707,0.072783
7.9845,0.076855
7.9982,0.059717
8.0120,0.073788
8.0258,0.097211
8.0395,0.105111
8.0533,0.048121
8.0670,0.067021
8.0808,0.058221
8.0945,0.080402
8.1083,0.095453
8.1220,0.104198
8.1358,0.045341
8.1495,0.037926
8.1633,0.054888
8.1770,0.074998
8.1908,0.039994
8.2046,0.062448
8.2183,0.070191
8.2321,0.111373
8.2458,0.062625
8.2596,0.079512
8.2733,0.063250
8.2871,0.092600
8.3008,0.127145
8.3146,0.083782
8.3283,0.078502
8.3421,0.087817
8.3558,0.043174
8.3696,0.084870
8.3833,0.058061
8.3971,0.081255
8.4109,0.066289
8.4246,0.063347
8.4384,0.040844
8.4521,0.093616
8.4659,0.101609
8.4796,0.124721
8.4934,0.086004
8.5071,0.049655
8.5209,0.086005
8.5346,0.064574
8.5484,0.051255
8.5621,0.083184
8.5759,0.099970
8.5896,0.029070
8.6034,0.074957
8.6172,0.114855
8.6309,0.049004
8.6447,0.086892
8.6584,0.079730
8.6722,0.092845
8.6859,0.042182
8.6997,0.133698
8.7134,0.067138
8.7272,0.078448
8.7409,0.075881
8.7547,0.104285
8.7684,0.088601
8.7822,0.083546
8.7959,0.050114
8.8097,0.086103
8.8235,0.085532
8.8372,0.071378
8.8510,0.086059
8.8647,0.094047
8.8785,0.074162
8.8922,0.064951
8.9060,0.055902
8.9197,0.053822
8.9335,0.097738
8.9472,0.080449
8.9610,0.056408
8.9747,0.083648
8.9885,0.098276
9.0023,0.058448
9.0160,0.058472
9.0298,0.089056
9.0435,0.068784
9.0573,0.081261
9.0710,0.070085
9.0848,0.072621
9.0985,0.102770
9.1123,0.041567
9.1260,0.088349
9.1398,0.054909
9.1535,0.089989
9.1673,0.080241
9.1810,0.053511
9.1948,0.110101
9.2086,0.085477
9.2223,0.079346
9.2361,0.068835
9.2498,0.083283
9.2636,0.092139
9.2773,0.042306
9.2911,0.080784
9.3048,0.065701
9.3186,0.081435
9.3323,0.080936
9.3461,0.045674
9.3598,0.116708
9.3736,0.086769
9.3873,0.049270
9.4011,0.087547
9.4149,0.101678
9.4286,0.099449
9.4424,0.093905
9.4561,0.039760
9.4699,0.060455
9.4836,0.047703
9.4974,0.056760
9.5111,0.074311
9.5249,0.052938
9.5386,0.067078
9.5524,0.078821
9.5661,0.048260
9.5799,0.110905
9.5936,0.070057
9.6074,0.075411
9.6212,0.084986
9.6349,0.061199
9.6487,0.088182
9.6624,0.106021
9.6762,0.059742
9.6899,0.068881
9.7037,0.069956
