two_theta,intensity
5.0000,0.141578
5.0138,0.069794
5.0275,0.138027
5.0413,0.113899
5.0550,0.157126
5.0688,0.126217
5.0825,0.179027
5.0963,0.084587
5.1100,0.121084
5.1238,0.145719
5.1375,0.112838
5.1513,0.070927
5.1650,0.079932
5.1788,0.157156
5.1925,0.158283
5.2063,0.082368
5.2201,0.127678
5.2338,0.135236
5.2476,0.222762
5.2613,0.065232
5.2751,0.081567
5.2888,0.134559
5.3026,0.179935
5.3163,0.120159
5.3301,0.142788
5.3438,0.148559
5.3576,0.138250
5.3713,0.120868
5.3851,0.073831
5.3988,0.113037
5.4126,0.121332
5.4264,0.111396
5.4401,0.112093
5.4539,0.125821
5.4676,0.138148
5.4814,0.096431
5.4951,0.149431
5.5089,0.063987
5.5226,0.092048
5.5364,0.096267
5.5501,0.073988
5.5639,0.132416
5.5776,0.094659
5.5914,0.174372
5.6052,0.134110
5.6189,0.154408
5.6327,0.124166
5.6464,0.092559
5.6602,0.093693
5.6739,0.161622
5.6877,0.156713
5.7014,0.116553
5.7152,0.153516
5.7289,0.123735
5.7427,0.131016
5.7564,0.122171
5.7702,0.155163
5.7839,0.086658
5.7977,0.151567
5.8115,0.135143
5.8252,0.154084
5.8390,0.145982
5.8527,0.077852
5.8665,0.140522
5.8802,0.056713
5.8940,0.085760
5.9077,0.106824
5.9215,0.108934
5.9352,0.088240
5.9490,0.122931
5.9627,0.151783
5.9765,0.100135
5.9902,0.176239
6.0040,0.146807
6.0178,0.067375
6.0315,0.101405
6.0453,0.109338
6.0590,0.120642
6.0728,0.196874
6.0865,0.075197
6.1003,0.070431
6.1140,0.136135
6.1278,0.182861
6.1415,0.096857
6.1553,0.133219
6.1690,0.115068
6.1828,0.073049
6.1965,0.084759
6.2103,0.150806
6.2241,0.090673
6.2378,0.104096
6.2516,0.064416
6.2653,0.134198
6.2791,0.126036
6.2928,0.053001
6.3066,0.065268
6.3203,0.113166
6.3341,0.093955
6.3478,0.000000
6.3616,0.072354
6.3753,0.092443
6.3891,0.166641
6.4029,0.080886
6.4166,0.116742
6.4304,0.110344
6.4441,0.115263
6.4579,0.185707
6.4716,0.084861
6.4854,0.121414
6.4991,0.121859
6.5129,0.109956
6.5266,0.076878
6.5404,0.092170
6.5541,0.137889
6.5679,0.116595
6.5816,0.154604
6.5954,0.167970
6.6092,0.131631
6.6229,0.103244
6.6367,0.077110
6.6504,0.145850
6.6642,0.089263
6.6779,0.182197
6.6917,0.052560
6.7054,0.127365
6.7192,0.132290
6.7329,0.129129
6.7467,0.099435
6.7604,0.116997
6.7742,0.093556
6.7879,0.069539
6.8017,0.123520
6.8155,0.152780
6.8292,0.163240
6.8430,0.078440
6.8567,0.055183
6.8705,0.068824
6.8842,0.137303
6.8980,0.132748
6.9117,0.137808
6.9255,0.118975
6.9392,0.132867
6.9530,0.077824
6.9667,0.000078
6.9805,0.133176
6.9942,0.103487
7.0080,0.086433
7.0218,0.051785
7.0355,0.129326
7.0493,0.141864
7.0630,0.132119
7.0768,0.076782
7.0905,0.055215
7.1043,0.112314
7.1180,0.044686
7.1318,0.141068
7.1455,0.072261
7.1593,0.106160
7.1730,0.123831
7.1868,0.164677
7.2006,0.129736
7.2143,0.075533
7.2281,0.161386
7.2418,0.087537
7.2556,0.140810
7.2693,0.097629
7.2831,0.077192
7.2968,0.078617
7.3106,0.088791
7.3243,0.107553
7.3381,0.076259
7.3518,0.088051
7.3656,0.149196
7.3793,0.060483
7.3931,0.111980
7.4069,0.120940
7.4206,0.149848
7.4344,0.072817
7.4481,0.115101
7.4619,0.071074
7.4756,0.163456
7.4894,0.123829
7.5031,0.132047
7.5169,0.128991
7.5306,0.120413
7.5444,0.092233
7.5581,0.098524
7.5719,0.101534
7.5856,0.200379
7.5994,0.092445
7.6132,0.115348
7.6269,0.078561
7.6407,0.044129
7.6544,0.062658
7.6682,0.132849
7.6819,0.147116
7.6957,0.086960
7.7094,0.118269
7.7232,0.185513
7.7369,0.149897
7.7507,0.074250
7.7644,0.109316
7.7782,0.118380
7.7919,0.181218
7.8057,0.068597
7.8195,0.137615
7.8332,0.133313
7.8470,0.108096
7.8607,0.091507
7.8745,0.100299
7.8882,0.128228
7.9020,0.144504
7.9157,0.083006
7.9295,0.054868
7.9432,0.120895
7.9570,0.121876
7.9707,0.124790
7.9845,0.087314
7.9982,0.144766
8.0120,0.100843
8.0258,0.147003
8.0395,0.131301
8.0533,0.145156
8.0670,0.076047
8.0808,0.213808
8.0945,0.144813
8.1083,0.080410
8.1220,0.112119
8.1358,0.132853
8.1495,0.192196
8.1633,0.147700
8.1770,0.142413
8.1908,0.192065
8.2046,0.108366
8.2183,0.090595
8.2321,0.141046
8.2458,0.137805
8.2596,0.162421
8.2733,0.103856
8.2871,0.069008
8.3008,0.067634
8.3146,0.150911
8.3283,0.131174
8.3421,0.082900
8.3558,0.106773
8.3696,0.066995
8.3833,0.105653
8.3971,0.069146
8.4109,0.103764
8.4246,0.054319
8.4384,0.052414
8.4521,0.128615
8.4659,0.055013
8.4796,0.084995
8.4934,0.115512
8.5071,0.162447
8.5209,0.142957
8.5346,0.139054
8.5484,0.127682
8.5621,0.113056
8.5759,0.086500
8.5896,0.135963
8.6034,0.125398
8.6172,0.158209
8.6309,0.174791
8.6447,0.140279
8.6584,0.171007
8.6722,0.040601
8.6859,0.136967
8.6997,0.120467
8.7134,0.119914
8.7272,0.105027
8.7409,0.108242
8.7547,0.133994
8.7684,0.091254
8.7822,0.159034
8.7959,0.118852
8.8097,0.123028
8.8235,0.077674
8.8372,0.046220
8.8510,0.160089
8.8647,0.109297
8.8785,0.089310
8.8922,0.085479
8.9060,0.089278
8.9197,0.082463
8.9335,0.087856
8.9472,0.167850
8.9610,0.205874
8.9747,0.067728
8.9885,0.147523
9.0023,0.126285
9.0160,0.180307
9.0298,0.131450
9.0435,0.103692
9.0573,0.114282
9.0710,0.143441
9.0848,0.154819
9.0985,0.079274
9.1123,0.100369
9.1260,0.123632
9.1398,0.144438
9.1535,0.074955
9.1673,0.184095
9.1810,0.045287
9.1948,0.168434
9.2086,0.124126
9.2223,0.151899
9.2361,0.137209
9.2498,0.134588
9.2636,0.115284
9.2773,0.112636
9.2911,0.125527
9.3048,0.150625
9.3186,0.148242
9.3323,0.075249
9.3461,0.145064
9.3598,0.077060
9.3736,0.119929
9.3873,0.127016
9.4011,0.110518
9.4149,0.174706
9.4286,0.118948
9.4424,0.093558
9.4561,0.108648
9.4699,0.095847
9.4836,0.145272
9.4974,0.090463
9.5111,0.121695
9.5249,0.093863
9.5386,0.099051
9.5524,0.093101
9.5661,0.156689
9.5799,0.062970
9.5936,0.148354
9.6074,0.154112
9.6212,0.118346
9.6349,0.193521
9.6487,0.154893
9.6624,0.194559
9.6762,0.146316
9.6899,0.132835
9.7037,0.087407
9.7174,0.098366
9.7312,0.104128
9.7449,0.187501
9.7587,0.088845
9.7724,0.118828
9.7862,0.135225
9.7999,0.116385
9.8137,0.158934
9.8275,0.130508
9.8412,0.113882
9.8550,0.095233
9.8687,0.163413
9.8825,0.066037
9.8962,0.180927
9.9100,0.121089
9.9237,0.151264
9.9375,0.141098
9.9512,0.090606
9.9650,0.176439
9.9787,0.082391
9.9925,0.075613
10.0063,0.099202
10.0200,0.108621
10.0338,0.108267
10.0475,0.156600
10.0613,0.105773
10.0750,0.084113
10.0888,0.130481
10.1025,0.095185
10.1163,0.031329
10.1300,0.113513
10.1438,0.164880
10.1575,0.141223
10.1713,0.141089
10.1850,0.158913
10.1988,0.170634
10.2126,0.168341
10.2263,0.134794
10.2401,0.166395
10.2538,0.194909
10.2676,0.096156
10.2813,0.149772
10.2951,0.082663
10.3088,0.189786
10.3226,0.127760
10.3363,0.086241
10.3501,0.128274
10.3638,0.081247
10.3776,0.088338
10.3913,0.120293
10.4051,0.082299
10.4189,0.140024
10.4326,0.149561
10.4464,0.047527
10.4601,0.071376
10.4739,0.146116
10.4876,0.106382
10.5014,0.129511
10.5151,0.153874
10.5289,0.096957
10.5426,0.146580
10.5564,0.089444
10.5701,0.116545
10.5839,0.167845
10.5976,0.107479
10.6114,0.168051
10.6252,0.116031
10.6389,0.019046
10.6527,0.114565
10.6664,0.108725
10.6802,0.111948
10.6939,0.171039
10.7077,0.051969
10.7214,0.159137
10.7352,0.107450
10.7489,0.046066
10.7627,0.159131
10.7764,0.121956
10.7902,0.153104
10.8040,0.142685
10.8177,0.161682
10.8315,0.093043
10.8452,0.108130
10.8590,0.104278
10.8727,0.170066
10.8865,0.183212
10.9002,0.130824
10.9140,0.107839
10.9277,0.090882
10.9415,0.084324
10.9552,0.091998
10.9690,0.085614
10.9827,0.107035
10.9965,0.185312
11.0103,0.114834
11.0240,0.068365
11.0378,0.178833
11.0515,0.104332
11.0653,0.049969
11.0790,0.103544
11.0928,0.138266
11.1065,0.135089
11.1203,0.101599
11.1340,0.105540
11.1478,0.186380
11.1615,0.093597
11.1753,0.066200
11.1890,0.127354
11.2028,0.107472
11.2166,0.189346
11.2303,0.107219
11.2441,0.114965
11.2578,0.109915
11.2716,0.153930
11.2853,0.064301
11.2991,0.091531
11.3128,0.103471
11.3266,0.124345
11.3403,0.171649
11.3541,0.114655
11.3678,0.120719
11.3816,0.090877
11.3953,0.152784
11.4091,0.181210
11.4229,0.183078
11.4366,0.163502
11.4504,0.113819
