two_theta,intensity
5.0000,0.098803
5.0138,0.086659
5.0275,0.116547
5.0413,0.100827
5.0550,0.074825
5.0688,0.077058
5.0825,0.209096
5.0963,0.117846
5.1100,0.153779
5.1238,0.055656
5.1375,0.073140
5.1513,0.131864
5.1650,0.094900
5.1788,0.146786
5.1925,0.120682
5.2063,0.087991
5.2201,0.127548
5.2338,0.126704
5.2476,0.144619
5.2613,0.056655
5.2751,0.172035
5.2888,0.136884
5.3026,0.098950
5.3163,0.124504
5.3301,0.136889
5.3438,0.104304
5.3576,0.110336
5.3713,0.125871
5.3851,0.097430
5.3988,0.110571
5.4126,0.154529
5.4264,0.084905
5.4401,0.112167
5.4539,0.086146
5.4676,0.087294
5.4814,0.139129
5.4951,0.019053
5.5089,0.166766
5.5226,0.119720
5.5364,0.147041
5.5501,0.166038
5.5639,0.131213
5.5776,0.077796
5.5914,0.091964
5.6052,0.119034
5.6189,0.114843
5.6327,0.131885
5.6464,0.106341
5.6602,0.150753
5.6739,0.131170
5.6877,0.088631
5.7014,0.123820
5.7152,0.108840
5.7289,0.075744
5.7427,0.105190
5.7564,0.117883
5.7702,0.118054
5.7839,0.107741
5.7977,0.140775
5.8115,0.158281
5.8252,0.109938
5.8390,0.128047
5.8527,0.102288
5.8665,0.144977
5.8802,0.103159
5.8940,0.099068
5.9077,0.050140
5.9215,0.102084
5.9352,0.116013
5.9490,0.088468
5.9627,0.064879
5.9765,0.090548
5.9902,0.094436
6.0040,0.118404
6.0178,0.059618
6.0315,0.092370
6.0453,0.119305
6.0590,0.129197
6.0728,0.182338
6.0865,0.116543
6.1003,0.055141
6.1140,0.160349
6.1278,0.158586
6.1415,0.090689
6.1553,0.143868
6.1690,0.092798
6.1828,0.100478
6.1965,0.101472
6.2103,0.191516
6.2241,0.093933
6.2378,0.121677
6.2516,0.156053
6.2653,0.131313
6.2791,0.122403
6.2928,0.150562
6.3066,0.114286
6.3203,0.094874
6.3341,0.097144
6.3478,0.094768
6.3616,0.109973
6.3753,0.171093
6.3891,0.131186
6.4029,0.113071
6.4166,0.090200
6.4304,0.084468
6.4441,0.089186
6.4579,0.100462
6.4716,0.165499
6.4854,0.091821
6.4991,0.186648
6.5129,0.065060
6.5266,0.125883
6.5404,0.071592
6.5541,0.100375
6.5679,0.112943
6.5816,0.068352
6.5954,0.031928
6.6092,0.119630
6.6229,0.133235
6.6367,0.036332
6.6504,0.092671
6.6642,0.095399
6.6779,0.081557
6.6917,0.142244
6.7054,0.143869
6.7192,0.136132
6.7329,0.064721
6.7467,0.062341
6.7604,0.131327
6.7742,0.091211
6.7879,0.093517
6.8017,0.145528
6.8155,0.081471
6.8292,0.143073
6.8430,0.110982
6.8567,0.049982
6.8705,0.120299
6.8842,0.050577
6.8980,0.113172
6.9117,0.125375
6.9255,0.140033
6.9392,0.120516
6.9530,0.098185
6.9667,0.106584
6.9805,0.116579
6.9942,0.005174
7.0080,0.148072
7.0218,0.146672
7.0355,0.124348
7.0493,0.173639
7.0630,0.099908
7.0768,0.123740
7.0905,0.124294
7.1043,0.131139
7.1180,0.093857
7.1318,0.079068
7.1455,0.085085
7.1593,0.025964
7.1730,0.156946
7.1868,0.071192
7.2006,0.143106
7.2143,0.113242
7.2281,0.116173
7.2418,0.136229
7.2556,0.133130
7.2693,0.038981
7.2831,0.128696
7.2968,0.075825
7.3106,0.121420
7.3243,0.067106
