two_theta,intensity
5.0000,0.070695
5.0138,0.087404
5.0275,0.070497
5.0413,0.099799
5.0550,0.053300
5.0688,0.068400
5.0825,0.032564
5.0963,0.066827
5.1100,0.040712
5.1238,0.053292
5.1375,0.066819
5.1513,0.058780
5.1650,0.089704
5.1788,0.063963
5.1925,0.075466
5.2063,0.026200
5.2201,0.082754
5.2338,0.071174
5.2476,0.066358
5.2613,0.065389
5.2751,0.054199
5.2888,0.059315
5.3026,0.079455
5.3163,0.066087
5.3301,0.041372
5.3438,0.054674
5.3576,0.046487
5.3713,0.069067
5.3851,0.063722
5.3988,0.073920
5.4126,0.047447
5.4264,0.026315
5.4401,0.057000
5.4539,0.070329
5.4676,0.078873
5.4814,0.084961
5.4951,0.034921
5.5089,0.092796
5.5226,0.046791
5.5364,0.073314
5.5501,0.041722
5.5639,0.089008
5.5776,0.077925
5.5914,0.059921
5.6052,0.077960
5.6189,0.098009
5.6327,0.080356
5.6464,0.078088
5.6602,0.083708
5.6739,0.058124
5.6877,0.080021
5.7014,0.082790
5.7152,0.051789
5.7289,0.045899
5.7427,0.075180
5.7564,0.069169
5.7702,0.097658
5.7839,0.081188
5.7977,0.081499
5.8115,0.068348
5.8252,0.066527
5.8390,0.048232
5.8527,0.071501
5.8665,0.060118
5.8802,0.092037
5.8940,0.081693
5.9077,0.085982
5.9215,0.104016
5.9352,0.058590
5.9490,0.069307
5.9627,0.071875
5.9765,0.071061
5.9902,0.088867
6.0040,0.063350
6.0178,0.047481
6.0315,0.059473
6.0453,0.064414
6.0590,0.057353
6.0728,0.100080
6.0865,0.066022
6.1003,0.052662
6.1140,0.071073
6.1278,0.086152
6.1415,0.107116
6.1553,0.087581
6.1690,0.056965
6.1828,0.079009
6.1965,0.069557
6.2103,0.069752
6.2241,0.065729
6.2378,0.088766
6.2516,0.072507
6.2653,0.063849
6.2791,0.081872
6.2928,0.071039
6.3066,0.079400
6.3203,0.079032
6.3341,0.085499
6.3478,0.036209
6.3616,0.077199
6.3753,0.085565
6.3891,0.068594
6.4029,0.035453
6.4166,0.060026
6.4304,0.033476
6.4441,0.041173
6.4579,0.113425
6.4716,0.033860
6.4854,0.073900
6.4991,0.046933
6.5129,0.049318
6.5266,0.063825
6.5404,0.048896
6.5541,0.040564
6.5679,0.070644
6.5816,0.057391
6.5954,0.060237
6.6092,0.060610
6.6229,0.028391
6.6367,0.078028
6.6504,0.044067
6.6642,0.057066
6.6779,0.043652
6.6917,0.044600
6.7054,0.053875
6.7192,0.061903
6.7329,0.074440
6.7467,0.041219
6.7604,0.065356
6.7742,0.079244
6.7879,0.053922
6.8017,0.071978
6.8155,0.084105
6.8292,0.070642
6.8430,0.059059
6.8567,0.081602
6.8705,0.036532
6.8842,0.109001
6.8980,0.060987
6.9117,0.065726
6.9255,0.045044
6.9392,0.072163
6.9530,0.078678
6.9667,0.091932
6.9805,0.070036
6.9942,0.081465
7.0080,0.114663
7.0218,0.066393
7.0355,0.064945
7.0493,0.057400
7.0630,0.037463
7.0768,0.066901
7.0905,0.081479
7.1043,0.072384
7.1180,0.065360
7.1318,0.064618
7.1455,0.070646
7.1593,0.062790
7.1730,0.064831
7.1868,0.052184
7.2006,0.060832
7.2143,0.073588
7.2281,0.069751
7.2418,0.111802
7.2556,0.069092
7.2693,0.103084
7.2831,0.089777
7.2968,0.082534
7.3106,0.074752
7.3243,0.075235
7.3381,0.064559
7.3518,0.065127
7.3656,0.058786
7.3793,0.060990
7.3931,0.073717
7.4069,0.035156
7.4206,0.056893
7.4344,0.099770
7.4481,0.081603
7.4619,0.041772
7.4756,0.065245
7.4894,0.069288
7.5031,0.092355
7.5169,0.055715
7.5306,0.024678
7.5444,0.064643
7.5581,0.069847
7.5719,0.065149
7.5856,0.092729
7.5994,0.043197
7.6132,0.069351
7.6269,0.056489
7.6407,0.074741
7.6544,0.076352
7.6682,0.063158
7.6819,0.070456
7.6957,0.068890
7.7094,0.069455
7.7232,0.022106
7.7369,0.049146
7.7507,0.052813
7.7644,0.093986
7.7782,0.035785
7.7919,0.100061
7.8057,0.043964
7.8195,0.068190
