two_theta,intensity
5.0000,0.076394
5.0138,0.069997
5.0275,0.098812
5.0413,0.110346
5.0550,0.046777
5.0688,0.099938
5.0825,0.090856
5.0963,0.079179
5.1100,0.091704
5.1238,0.089323
5.1375,0.095173
5.1513,0.107454
5.1650,0.124091
5.1788,0.102800
5.1925,0.094915
5.2063,0.095345
5.2201,0.082608
5.2338,0.071041
5.2476,0.103642
5.2613,0.103856
5.2751,0.123731
5.2888,0.034492
5.3026,0.091534
5.3163,0.074117
5.3301,0.054678
5.3438,0.092134
5.3576,0.102118
5.3713,0.159469
5.3851,0.060822
5.3988,0.083311
5.4126,0.070220
5.4264,0.106796
5.4401,0.119463
5.4539,0.107534
5.4676,0.087139
5.4814,0.060979
5.4951,0.081733
5.5089,0.133419
5.5226,0.091657
5.5364,0.068274
5.5501,0.067375
5.5639,0.053503
5.5776,0.052165
5.5914,0.096155
5.6052,0.097151
5.6189,0.100600
5.6327,0.086352
5.6464,0.097151
5.6602,0.126712
5.6739,0.087931
5.6877,0.109633
5.7014,0.116054
5.7152,0.087702
5.7289,0.116297
5.7427,0.081623
5.7564,0.127862
5.7702,0.015025
5.7839,0.100521
5.7977,0.102605
5.8115,0.087964
5.8252,0.095748
5.8390,0.079362
5.8527,0.088746
5.8665,0.095436
5.8802,0.110001
5.8940,0.087419
5.9077,0.085721
5.9215,0.089919
5.9352,0.068657
5.9490,0.082226
5.9627,0.099194
5.9765,0.084033
5.9902,0.062374
6.0040,0.134126
6.0178,0.100575
6.0315,0.069939
6.0453,0.100301
6.0590,0.117402
6.0728,0.085394
6.0865,0.054316
6.1003,0.079771
6.1140,0.075998
6.1278,0.135432
6.1415,0.124146
6.1553,0.117595
6.1690,0.082512
6.1828,0.092773
6.1965,0.092335
6.2103,0.094529
6.2241,0.075439
6.2378,0.070185
6.2516,0.127128
6.2653,0.079417
6.2791,0.078196
6.2928,0.083978
6.3066,0.093168
6.3203,0.123776
6.3341,0.079591
6.3478,0.170816
6.3616,0.090848
6.3753,0.105602
6.3891,0.052371
6.4029,0.042846
6.4166,0.084531
6.4304,0.071918
6.4441,0.043261
6.4579,0.110769
6.4716,0.059815
6.4854,0.058605
6.4991,0.113003
6.5129,0.005351
6.5266,0.142426
6.5404,0.147038
6.5541,0.099452
6.5679,0.009413
6.5816,0.046661
6.5954,0.086840
6.6092,0.105088
