two_theta,intensity
5.0000,0.076322
5.0138,0.102840
5.0275,0.105820
5.0413,0.071385
5.0550,0.081573
5.0688,0.082004
5.0825,0.059155
5.0963,0.071287
5.1100,0.033782
5.1238,0.112490
5.1375,0.077424
5.1513,0.084351
5.1650,0.099806
5.1788,0.138990
5.1925,0.073879
5.2063,0.070478
5.2201,0.078549
5.2338,0.083748
5.2476,0.113285
5.2613,0.110193
5.2751,0.085808
5.2888,0.103454
5.3026,0.105608
5.3163,0.134285
5.3301,0.031784
5.3438,0.080131
5.3576,0.085786
5.3713,0.104881
5.3851,0.116150
5.3988,0.038130
5.4126,0.028833
5.4264,0.107285
5.4401,0.085297
5.4539,0.086002
5.4676,0.084782
5.4814,0.060093
5.4951,0.052729
5.5089,0.078413
5.5226,0.123718
5.5364,0.106023
5.5501,0.130885
5.5639,0.092697
5.5776,0.083151
5.5914,0.113668
5.6052,0.074974
5.6189,0.078664
5.6327,0.110426
5.6464,0.087584
5.6602,0.116673
5.6739,0.096322
5.6877,0.102597
5.7014,0.121342
5.7152,0.097318
5.7289,0.097622
5.7427,0.022814
5.7564,0.107895
5.7702,0.070569
5.7839,0.091995
5.7977,0.069346
5.8115,0.100295
5.8252,0.070490
5.8390,0.123684
5.8527,0.082862
5.8665,0.066663
5.8802,0.076706
5.8940,0.105684
5.9077,0.088287
5.9215,0.086498
5.9352,0.108900
5.9490,0.107712
5.9627,0.062458
5.9765,0.093372
5.9902,0.081180
6.0040,0.111832
6.0178,0.110749
6.0315,0.079928
6.0453,0.032845
6.0590,0.078055
6.0728,0.131090
6.0865,0.070987
6.1003,0.032260
6.1140,0.098978
6.1278,0.085358
6.1415,0.113748
6.1553,0.021467
6.1690,0.059868
6.1828,0.078324
6.1965,0.038032
6.2103,0.062446
6.2241,0.036229
6.2378,0.044506
6.2516,0.113277
6.2653,0.105356
6.2791,0.105111
6.2928,0.062176
6.3066,0.049239
6.3203,0.103653
6.3341,0.063227
6.3478,0.093086
6.3616,0.114497
6.3753,0.089910
6.3891,0.079997
6.4029,0.078814
6.4166,0.044406
6.4304,0.066724
6.4441,0.106872
6.4579,0.139238
6.4716,0.065122
6.4854,0.087349
6.4991,0.117212
6.5129,0.142185
6.5266,0.075798
6.5404,0.067607
6.5541,0.041285
6.5679,0.073213
6.5816,0.112887
6.5954,0.126180
6.6092,0.117913
6.6229,0.108210
6.6367,0.108093
6.6504,0.085953
6.6642,0.099957
6.6779,0.059719
6.6917,0.117847
6.7054,0.095546
6.7192,0.110051
6.7329,0.076802
6.7467,0.039172
6.7604,0.073781
6.7742,0.073820
6.7879,0.084922
6.8017,0.099546
6.8155,0.122117
6.8292,0.045959
6.8430,0.100742
6.8567,0.095151
6.8705,0.059072
6.8842,0.118116
6.8980,0.084841
6.9117,0.065914
6.9255,0.043965
6.9392,0.114135
6.9530,0.051053
6.9667,0.050974
6.9805,0.112340
6.9942,0.043428
7.0080,0.088959
7.0218,0.073406
7.0355,0.081500
7.0493,0.012683
7.0630,0.116513
7.0768,0.089035
7.0905,0.067736
7.1043,0.085085
7.1180,0.058884
7.1318,0.046981
7.1455,0.034266
7.1593,0.064653
7.1730,0.045960
7.1868,0.082857
7.2006,0.093484
7.2143,0.075695
7.2281,0.095539
7.2418,0.030989
7.2556,0.058604
7.2693,0.080024
7.2831,0.101175
7.2968,0.111854
7.3106,0.116192
7.3243,0.065356
7.3381,0.066134
7.3518,0.033569
7.3656,0.123965
7.3793,0.080273
7.3931,0.132155
7.4069,0.053451
7.4206,0.089754
7.4344,0.058816
7.4481,0.062868
7.4619,0.098253
7.4756,0.125044
7.4894,0.114708
7.5031,0.104721
7.5169,0.111093
7.5306,0.096968
7.5444,0.076449
7.5581,0.085187
7.5719,0.073877
7.5856,0.095575
7.5994,0.092483
7.6132,0.075690
7.6269,0.102380
7.6407,0.119407
7.6544,0.065198
7.6682,0.095883
7.6819,0.110910
7.6957,0.126323
7.7094,0.093430
7.7232,0.076841
7.7369,0.093299
7.7507,0.063570
7.7644,0.121262
7.7782,0.062852
7.7919,0.059570
7.8057,0.120311
7.8195,0.088919
7.8332,0.055154
7.8470,0.073029
7.8607,0.128703
7.8745,0.022102
7.8882,0.061992
7.9020,0.111779
7.9157,0.087530
7.9295,0.037708
7.9432,0.102998
7.9570,0.102283
7.9707,0.099215
7.9845,0.090754
7.9982,0.107852
8.0120,0.098326
8.0258,0.099515
8.0395,0.115940
8.0533,0.094357
8.0670,0.093706
8.0808,0.056720
8.0945,0.142831
8.1083,0.082890
8.1220,0.116001
8.1358,0.077812
8.1495,0.065174
8.1633,0.111256
8.1770,0.064663
8.1908,0.134008
8.2046,0.060454
8.2183,0.071104
8.2321,0.102809
8.2458,0.083484
8.2596,0.047521
8.2733,0.084353
8.2871,0.043278
8.3008,0.080029
8.3146,0.047228
8.3283,0.102307
