two_theta,intensity
5.0000,0.086515
5.0138,0.105258
5.0275,0.120015
5.0413,0.095502
5.0550,0.106770
5.0688,0.118804
5.0825,0.099896
5.0963,0.114208
5.1100,0.066284
5.1238,0.140443
5.1375,0.107014
5.1513,0.085556
5.1650,0.103441
5.1788,0.063921
5.1925,0.075182
5.2063,0.068663
5.2201,0.134931
5.2338,0.113588
5.2476,0.061540
5.2613,0.111286
5.2751,0.094687
5.2888,0.028603
5.3026,0.064853
5.3163,0.072988
5.3301,0.080860
5.3438,0.072071
5.3576,0.081320
5.3713,0.058863
5.3851,0.110620
5.3988,0.121105
5.4126,0.072220
5.4264,0.066011
5.4401,0.088778
5.4539,0.138515
5.4676,0.099550
5.4814,0.108030
5.4951,0.118840
5.5089,0.109868
5.5226,0.089783
5.5364,0.107045
5.5501,0.059926
5.5639,0.079907
5.5776,0.045837
5.5914,0.077873
5.6052,0.084529
5.6189,0.068027
5.6327,0.087551
5.6464,0.078908
5.6602,0.072708
5.6739,0.059190
5.6877,0.087370
5.7014,0.087985
5.7152,0.092914
5.7289,0.073701
5.7427,0.087453
5.7564,0.104334
5.7702,0.065643
5.7839,0.094141
5.7977,0.080671
5.8115,0.086420
5.8252,0.097773
5.8390,0.088996
5.8527,0.107333
5.8665,0.077736
5.8802,0.092117
5.8940,0.065373
5.9077,0.101670
5.9215,0.065187
5.9352,0.102707
5.9490,0.113855
5.9627,0.138344
5.9765,0.111101
5.9902,0.108319
6.0040,0.115951
6.0178,0.041300
6.0315,0.105004
6.0453,0.133774
6.0590,0.105621
6.0728,0.082095
6.0865,0.059398
6.1003,0.121851
6.1140,0.038112
6.1278,0.103991
6.1415,0.068402
6.1553,0.069678
6.1690,0.068789
6.1828,0.070383
6.1965,0.071593
6.2103,0.088608
6.2241,0.076205
6.2378,0.126042
6.2516,0.076353
6.2653,0.082422
6.2791,0.044783
6.2928,0.073562
6.3066,0.083247
6.3203,0.131732
6.3341,0.082305
6.3478,0.092871
6.3616,0.084079
6.3753,0.071945
6.3891,0.100241
6.4029,0.040402
6.4166,0.122250
6.4304,0.076450
6.4441,0.083464
6.4579,0.040996
6.4716,0.086089
6.4854,0.113463
