temperature_C,porosity,permeability_m2,saturation_degree,pore_pressure_MPa,moisture_diffusivity_m2_s,damage_parameter,rubber_content_%
20,0.13059663508287103,8.1178155467675425e-19,0.7578336473519001,0.34352180093470586,6.401980938446296e-10,0,0
40,0.13843857287290423,1.0397568774153545e-18,0.7147487522699345,1.4265104656702985,1.0247736374032822e-09,0,0
60,0.13456305432680873,1.2247982547297328e-18,0.7593883349100933,2.9406786999754155,1.6246745733942794e-09,0,0
80,0.1307436134290904,1.0917855118592171e-18,0.7254667133035169,10.070005659174281,2.649009168541937e-09,0,0
100,0.13723262509445444,1.2123922566318667e-18,0.7437636108284625,18.235312267862152,3.950356918394407e-09,0,0
120,0.13659998462692333,3.125005959903545e-18,0.7316998985553756,0.5402158377583313,6.4684629492762525e-09,0,0
140,0.13781921282939844,4.691392565567383e-18,0.7298494034369273,0.7917548524399753,9.60182198633025e-09,0,0
160,0.13247956222532295,7.480608100740037e-18,0.6930766616330273,1.2189756485935654,1.1294440193079903e-08,0,0
180,0.13567415837009125,8.765051172290954e-18,0.7405162669922712,1.961426266300008,1.7104484665298046e-08,0,0
200,0.15440087400187982,1.8564421979112444e-17,0.6940640373426616,2.378747454694855,1.9913690600196776e-08,0,0
220,0.15158089385319476,3.0093727616142506e-17,0.7099050822048838,3.756314240221828,3.0611052823742366e-08,0,0
240,0.1489531644100451,4.1721952890445845e-17,0.7127943223057029,5.723303465420568,3.605903883563004e-08,0,0
260,0.15088811757912102,5.3031365505281695e-17,0.6861198013183462,8.097673388253757,3.9622921115327925e-08,0,0
280,0.14662326268702658,5.9776285563987e-17,0.6549354191738119,9.390442641521853,4.0811740089515956e-08,0,0
300,0.1568117020049736,9.734348935896733e-17,0.6679463899352039,18.07578088353435,5.839690348074761e-08,0,0
320,0.16324435334239168,1.5520158381425334e-16,0.6765568126500868,28.50997922945227,6.609715233090112e-08,0,0
340,0.15871120490830737,1.1688554688101834e-16,0.6295118065079135,15.53213167454566,7.105921168114796e-08,0,0
360,0.15717861358284504,1.3357722966211655e-16,0.6238608545014128,22.62452450991272,7.364528324060683e-08,0,0
380,0.16907061561356695,2.1246592057409325e-16,0.6542237383809383,32.290082402987736,1.0178718229172256e-07,0,0
400,0.16469217502601846,2.358127027201115e-16,0.5860554681411912,43.48130665065926,9.58617167600966e-08,0,0
420,0.1661508907757759,4.2635850805040537e-16,0.6080935283599732,75.32818397929731,1.1511560328681342e-07,0,0
440,0.17705251352462614,7.211457886350307e-16,0.5937945545343001,88.49626565854444,1.2539308689026044e-07,0,0
460,0.18157450288053353,1.072662929367575e-15,0.5888500563177191,150.72651488671667,1.4230638089515186e-07,0,0
480,0.18412308580356473,1.2993459441850085e-15,0.6190619944572064,255.80932168116811,1.9367919838621531e-07,0,0
500,0.18016878470244796,1.276562772732304e-15,0.6126955954585422,376.92347374463134,1.9030898355103184e-07,0,0
520,0.18186037429384466,1.607350854322129e-15,0.5832981198105541,463.44392476547563,1.8848609364440684e-07,0,0
540,0.19335245005591367,2.2502445109527973e-15,0.6379415713120264,781.8499003169363,2.482715818691279e-07,0,0
560,0.18704796437160384,2.9122098545121866e-15,0.6150734308441478,1208.6404484504792,2.829003166325741e-07,0,0
580,0.1971397531775762,4.098786681330548e-15,0.6014992898460317,1703.2220119874164,2.688185683532602e-07,0,0
600,0.1847532696883535,3.458283592196444e-15,0.6225340990336606,3028.8999757610172,3.055254671498485e-07,0,0
620,0.19232656883976296,4.7187892842231176e-15,0.6094442421720707,4033.7991660880825,3.5934406668828597e-07,0,0
640,0.19046066560512476,7.12080715604462e-15,0.6342020380300267,7223.975390487837,3.759846904753579e-07,0,0
660,0.20250947673818728,8.04783816255474e-15,0.6186577577839741,7739.262910547624,4.236600817480527e-07,0,0
680,0.20437430225514983,8.858291553303632e-15,0.5992866759103993,6435.375454225845,4.472690651528783e-07,0,0
700,0.20102828751203136,1.1695996804438638e-14,0.609807098681296,10996.426613770118,4.796168435773671e-07,0,0
720,0.19936900083876838,1.2577210310765401e-14,0.5915876582683179,15506.06622677443,4.5471245378129285e-07,0,0
740,0.20106560558345812,1.5356208762483307e-14,0.6098184996843462,29998.08424208694,5.774172934554296e-07,0,0
760,0.2006168510979834,1.8505360961629342e-14,0.5929250133839946,34670.977608080495,4.851666380631355e-07,0,0
780,0.20530150706592143,2.463760628353889e-14,0.6363837832928014,54652.39907411732,6.3860220767682e-07,0,0
800,0.21547562975876441,2.6049552481165096e-14,0.6083209163243697,68364.45417153774,6.097578401565499e-07,0,0
