temperature_C,porosity,permeability_m2,saturation_degree,pore_pressure_MPa,moisture_diffusivity_m2_s,damage_parameter,rubber_content_%
20,0.16713019160185055,2.6116972017601144e-18,0.7456090967653195,0.3328127705818446,5.004919206832355e-10,0,20
40,0.17300026963511017,2.7742720024312047e-18,0.7672844913609698,1.094528081175024,1.0452900386837062e-09,0,20
60,0.17270726434727882,3.169382337786029e-18,0.7461304887394629,3.952551721511489,1.6749278883491674e-09,0,20
80,0.17098773585835228,3.103224586983268e-18,0.7730076382779977,9.156222449356624,2.999088928041729e-09,0,20
100,0.17866916233322655,3.58581726372945e-18,0.7366866648743349,19.661248721614502,4.577831394149897e-09,0,20
120,0.17326874569748005,9.45702753692448e-18,0.7447893042900383,0.5644963202882791,6.517976193626544e-09,0,20
140,0.17867878541619162,1.805695991930157e-17,0.7518478888271416,0.8234988265399598,7.93491335607677e-09,0,20
160,0.18524495702921326,2.808664099117223e-17,0.7671704360808794,1.371495162111891,1.4556343821303704e-08,0,20
180,0.18744217567477425,3.813068741147008e-17,0.7307431388185929,1.6827497027844978,1.5196113023778417e-08,0,20
200,0.19258453883690985,5.075838259871162e-17,0.7160095748442885,2.8092619803112133,1.9807936303844205e-08,0,20
220,0.1900332681835432,9.567756024263017e-17,0.6740776663313652,2.828150023492948,2.326694713638158e-08,0,20
240,0.18540934763677117,9.960709106005822e-17,0.6914627888118091,2.2017535595805895,3.20106473282907e-08,0,20
260,0.19812075623700337,1.62828979549188e-16,0.691575087450929,3.48555450337901,4.081563854390444e-08,0,20
280,0.2037152215290058,3.2868955511411554e-16,0.6725304346215664,4.90261601262406,5.034140012712991e-08,0,20
300,0.20378530043633458,3.717525175567417e-16,0.6348170289042813,6.276378623700594,4.839946934272042e-08,0,20
320,0.2084030720321325,4.71546259198789e-16,0.6524073333855157,10.811804928241061,6.654401525741305e-08,0,20
340,0.21780759212179288,8.168440782427413e-16,0.596282075801813,14.182149042136276,6.612975530465182e-08,0,20
360,0.2174478990635329,9.058504557983273e-16,0.6221966748919708,22.94976684960432,8.17983871791313e-08,0,20
380,0.20643119251934025,1.121016822116579e-15,0.6120371000182672,35.47263583053678,8.764369388141788e-08,0,20
400,0.2279216105663535,1.3800370689760857e-15,0.6266243827867686,55.143320209323036,1.2350718565562225e-07,0,20
420,0.21451408501134786,2.8233799067306383e-15,0.6219969680254417,81.55825614793828,1.2739224418441458e-07,0,20
440,0.22474044030326334,4.144464034943302e-15,0.6060757410570823,114.69740783133345,1.2525105605213666e-07,0,20
460,0.23435590581812485,7.144638128872375e-15,0.6351342158150621,167.15327460364227,1.7824743019818352e-07,0,20
480,0.23950535192008363,1.0911360199852966e-14,0.5834172959587225,107.631967845374,1.7334176155058311e-07,0,20
500,0.24264624935304596,1.6894978430421687e-14,0.5964621236865871,195.14801997329369,1.8746807545635425e-07,0,20
520,0.24851815840667213,1.9697578421594292e-14,0.6084014214093312,291.5374898783949,2.223201786458634e-07,0,20
540,0.24843097757273652,1.922960678861586e-14,0.6210074952240183,447.2578621557333,2.486606285561329e-07,0,20
560,0.2513639971753781,2.7437718787428354e-14,0.6176657863930103,605.5600810583921,2.6349191432024293e-07,0,20
580,0.25513773972787684,3.194184533527527e-14,0.6068611707823339,810.1528912803067,2.919088905185913e-07,0,20
600,0.2612883265776626,4.019007605998233e-14,0.6272137433217656,1309.2732012128347,3.4966938013732814e-07,0,20
620,0.25438472003688084,4.4667038974689326e-14,0.6337287166729859,1891.1051855717515,3.589797972677164e-07,0,20
640,0.26696364879865564,9.060913367074991e-14,0.6265433252684232,2855.1616577137715,3.78872222493927e-07,0,20
660,0.27278740991558464,9.41146740391841e-14,0.6129711220825922,3879.3739593033033,3.790451404046495e-07,0,20
680,0.27278320708608395,1.0263993501500383e-13,0.6035569315708414,6895.314452778225,4.56784272022283e-07,0,20
700,0.26012941547486107,9.343715521398115e-14,0.6415402648047366,9162.356661039696,5.178584586960775e-07,0,20
720,0.2735197064585137,1.6725686669372096e-13,0.6607696237357175,13254.83188181832,5.864747816519483e-07,0,20
740,0.28502833009293327,2.1513621449050792e-13,0.5831403777339863,18821.755636886464,4.919422786858551e-07,0,20
760,0.2798559602098817,1.9863773800641922e-13,0.6019884307074762,28943.683698079007,5.891684924577358e-07,0,20
780,0.28662775400639995,2.2581898896336377e-13,0.6031529477567583,47544.14124174581,6.568174705839271e-07,0,20
800,0.29394186642084963,3.3152463725919703e-13,0.6346585064447643,64810.69159169007,6.703110026073266e-07,0,20
