temperature_C,porosity,permeability_m2,saturation_degree,pore_pressure_MPa,moisture_diffusivity_m2_s,damage_parameter,rubber_content_%
20,0.2952872148321125,1.2671616393449807e-16,0.7331251331789367,0.3395107442672558,5.437619960168432e-10,0.5,0
40,0.2943361055111886,1.5179187906552272e-16,0.7350299886785149,1.2231328219336615,9.80596672287165e-10,0.5,0
60,0.2926021504453682,1.1261124062086242e-16,0.7847867397163384,3.813680218921423,1.962835673725525e-09,0.5,0
80,0.2904287370363185,1.1821389176111241e-16,0.7496827983170027,10.102827209142717,2.738959685811056e-09,0.5,0
100,0.30132053310383206,1.3290987392175577e-16,0.7397987966548105,19.859283862284478,3.814105827710085e-09,0.5,0
120,0.2997097719626557,4.634707967235181e-16,0.7541590090849299,0.5791530287725286,6.597757049161975e-09,0.5,0
140,0.31070951793656304,8.804441001265653e-16,0.7431007851405569,0.954954101532269,8.980697444176605e-09,0.5,0
160,0.31175088024575287,1.4060357692207248e-15,0.7207383449585222,1.133272346593217,1.2603546434736574e-08,0.5,0
180,0.3117336021997497,1.5855720286608568e-15,0.7321634991869171,1.3445075333023122,1.7922569190256636e-08,0.5,0
200,0.3168778680038264,2.31464196796736e-15,0.6874427308283031,2.567387497686116,1.909281111366423e-08,0.5,0
220,0.3310392694739831,4.550973517009894e-15,0.6956708489562716,3.3799060168491497,2.5479595491248352e-08,0.5,0
240,0.3413079505600517,7.557893412457542e-15,0.6882476264405922,5.6143878620361,3.1385294285991986e-08,0.5,0
260,0.33210989581142664,8.354838675690567e-15,0.6875655263126029,9.207423265364874,4.402790855928699e-08,0.5,0
280,0.33672541878268014,1.0383514936562982e-14,0.6609778411593188,13.40672661909694,4.6516075399280914e-08,0.5,0
300,0.34765793085580377,1.3206339228062495e-14,0.639776078026321,16.379705617079562,5.1652861131507455e-08,0.5,0
320,0.3461782692809366,1.3170563188195058e-14,0.6215772529329884,10.779115646868208,5.786032453509071e-08,0.5,0
340,0.3541224865465481,2.0923800142432047e-14,0.6239184118201107,13.39080074860389,6.807826068401771e-08,0.5,0
360,0.3593857571495636,2.573297284829261e-14,0.6519935110065997,22.17752701230392,8.617586261204858e-08,0.5,0
380,0.3636068105237598,3.140102882566016e-14,0.627340368917212,29.20634422320594,9.006512442224148e-08,0.5,0
400,0.37219171854763716,3.467086162305471e-14,0.6622276475346183,52.491724510243316,1.1222258641643186e-07,0.5,0
420,0.3701817787640968,6.301684455796376e-14,0.5826090364423739,71.03510165728991,1.0253750020559145e-07,0.5,0
440,0.3788379050338679,1.2182498530804095e-13,0.654431562457826,134.78024736471198,1.5556419538264737e-07,0.5,0
460,0.3842419900226023,1.3487200426979886e-13,0.64630109733077,167.59644832636604,1.826614428583495e-07,0.5,0
480,0.3867526184926953,2.337484321146259e-13,0.6123608442377573,260.34706433370815,1.670307943718906e-07,0.5,0
500,0.3955041942068487,2.4664559033338066e-13,0.6363960289936371,422.976360497979,2.090148625436589e-07,0.5,0
520,0.3958029917696525,2.7745010222743563e-13,0.6103624061751748,515.3618068474409,2.375183625276383e-07,0.5,0
540,0.41534828504112103,4.038968669992755e-13,0.6275197859058178,969.4235392214962,2.611427626896906e-07,0.5,0
560,0.4156092898676885,5.652510458443356e-13,0.6297599193485519,1330.4480634789186,3.016869198227797e-07,0.5,0
580,0.41071795042080667,4.847085231060193e-13,0.6293802116209956,1776.4773857530163,2.829636525396036e-07,0.5,0
600,0.42595491841804234,6.839322487968864e-13,0.626205200484325,2785.01573143301,2.947706321377646e-07,0.5,0
620,0.4360260478560614,9.377499651839897e-13,0.609159861753454,4258.801024944362,3.342974434538327e-07,0.5,0
640,0.43062525591290673,1.02630152089794e-12,0.6221851376777247,5778.531002769535,3.423197621443371e-07,0.5,0
660,0.45027374094822237,1.603332715979798e-12,0.6109949390279554,10050.513207884978,4.0897885022943874e-07,0.5,0
680,0.440813107444786,1.742749829719744e-12,0.6525976149307612,6140.336303949303,4.386391413015337e-07,0.5,0
700,0.44730857963358756,2.474094202175059e-12,0.6442364747335443,10871.370870731358,5.012924342587127e-07,0.5,0
720,0.45341879698689075,2.8425537673152906e-12,0.6054294099215041,16646.57322449044,4.789477351827328e-07,0.5,0
740,0.46416751216647534,3.4545957482988015e-12,0.6194011625484218,21216.49449618416,5.238278873345473e-07,0.5,0
760,0.46938687879063357,3.978493896975663e-12,0.6247105886898411,35999.24878664202,6.086472423578239e-07,0.5,0
780,0.46129668122416256,4.980737882334144e-12,0.565232453968858,44929.43650085399,5.083777416058267e-07,0.5,0
800,0.4714681670658664,4.6958162743247984e-12,0.6015430559380002,87357.89683410707,6.088409789341301e-07,0.5,0
