temperature_C,porosity,permeability_m2,saturation_degree,pore_pressure_MPa,moisture_diffusivity_m2_s,damage_parameter,rubber_content_%
20,0.2758421983811082,7.793318739933303e-17,0.7278841965233978,0.32716331122416176,5.365863009562417e-10,0.3,20
40,0.2760296453618247,8.229719766215656e-17,0.7524042028301052,1.3674293106297737,1.1183407361675315e-09,0.3,20
60,0.27156508177883143,6.162713736406809e-17,0.7445061120784966,4.033491236913778,1.7486858702978618e-09,0.3,20
80,0.2847383195833607,7.954370076359249e-17,0.7444826765515807,9.689672273301037,3.2874667542108057e-09,0.3,20
100,0.2739173909051194,7.077036742994344e-17,0.738022665957436,25.232613190528124,3.963025743351149e-09,0.3,20
120,0.28278589876363397,2.3474779723845767e-16,0.7339858239350564,0.6314295499687975,6.410454405698886e-09,0.3,20
140,0.2905577966255774,4.153402813007424e-16,0.7403873227841824,0.8963329566483389,8.91231417653957e-09,0.3,20
160,0.290487902737228,6.446115771772245e-16,0.7403865457596907,1.2347814432102515,1.3837149902749573e-08,0.3,20
180,0.3007916505603193,8.394078932058447e-16,0.734925893916767,1.6366253080725872,1.784572716718188e-08,0.3,20
200,0.30538047050941136,1.3252175598857111e-15,0.6900918985991029,2.5760408380789483,2.288059142110254e-08,0.3,20
220,0.30879701628219236,2.026456114547312e-15,0.7269721831396379,3.1911556246068593,2.832347202568838e-08,0.3,20
240,0.31391797502146046,3.3476187528065537e-15,0.6837201800646676,2.5891333074808793,3.1783848421671616e-08,0.3,20
260,0.3190192280866157,5.1623571039359744e-15,0.6821577095161181,2.880492061740698,4.379920198267212e-08,0.3,20
280,0.32656819515912094,8.00312432205976e-15,0.6726242987642943,5.026967944190313,4.679893195280103e-08,0.3,20
300,0.33175353514309236,7.888861713291219e-15,0.67724127371871,7.927528302193078,5.706677607182836e-08,0.3,20
320,0.32931807838901206,1.3013228118940311e-14,0.6049595542583154,10.361421182346936,5.436802525578998e-08,0.3,20
340,0.3337810377912344,1.7086559847229658e-14,0.6633912451882761,17.494433932528807,8.393320650062693e-08,0.3,20
360,0.333495513722684,1.817081845264943e-14,0.6390947346024145,19.064551216171758,9.426870875962546e-08,0.3,20
380,0.3483731501797525,2.6857165877621588e-14,0.5856354483783776,33.569768996688424,8.757468616974055e-08,0.3,20
400,0.3457816876126871,3.0279405109341376e-14,0.6225192154267558,47.73188323166857,1.0554970583550633e-07,0.3,20
420,0.3524211653004765,6.53362539892892e-14,0.6242945595826183,70.35621935745398,1.3657339926600104e-07,0.3,20
440,0.36068809056485096,1.193479942559016e-13,0.5896944156332922,94.60925490029585,1.2552660486617052e-07,0.3,20
460,0.3634839436760193,1.3530670216100096e-13,0.6104338358523577,148.34332841968498,1.4980618816438017e-07,0.3,20
480,0.3798238713286873,3.0470909526988435e-13,0.5948118307194717,217.48895538172715,1.610993297115472e-07,0.3,20
500,0.38660098281332556,3.7335079638704005e-13,0.6069647604494711,170.279615444161,2.0951809629190356e-07,0.3,20
520,0.38697413547257625,4.713901824444685e-13,0.58399420747278,264.18785427547635,2.0286228453549392e-07,0.3,20
540,0.3808163057104377,5.647358224809831e-13,0.5875444406632161,412.767402237282,2.1697037786760537e-07,0.3,20
560,0.3978774456380757,6.415753588558191e-13,0.612769552807495,607.5002896397915,2.5257674341478255e-07,0.3,20
580,0.41172726728824094,9.084757314146426e-13,0.6034333644068572,906.5295140420578,3.0511463161471275e-07,0.3,20
600,0.4096835397796766,9.32863761867834e-13,0.6359516968335276,1368.6846589707902,3.7154226405289357e-07,0.3,20
620,0.4147015978404013,1.358091924627464e-12,0.6383710483783013,2094.102383124236,3.6315335648654956e-07,0.3,20
640,0.4165122609627321,1.7344823474391115e-12,0.6449609158182091,3087.688598882535,4.3716572222491254e-07,0.3,20
660,0.42815893983598335,3.0464704255321004e-12,0.6482239112411927,5032.23120063237,4.4742764082239656e-07,0.3,20
680,0.4106752028912923,3.10206942208097e-12,0.6295326666434017,7400.918675610505,4.3306886609910557e-07,0.3,20
700,0.4313153165320731,3.438212105672322e-12,0.6122849609884073,9955.4389680893,4.6202999295059367e-07,0.3,20
720,0.4383997003937082,4.803852817388593e-12,0.6229108093361873,12462.480853193187,5.439698827635141e-07,0.3,20
740,0.43497650085168676,5.597591314776099e-12,0.5663529204564424,21536.71725875376,4.984999328857073e-07,0.3,20
760,0.4396609037896662,5.1420089049364895e-12,0.6411860097204367,32072.063477645792,6.319295866182152e-07,0.3,20
780,0.4409787014868608,7.0042383678120104e-12,0.593234585744937,51280.56351551448,5.862179529207892e-07,0.3,20
800,0.457238785388497,8.375606538718466e-12,0.6404231224589285,71309.03927268916,7.295826203304933e-07,0.3,20
