temperature_C,exposure_condition,surface_RH_%,depth_mm,saturation_degree,moisture_content_kg_m3,moisture_loss_rate_kg_m2h,test_duration_hours,rubber_content_%
20,sealed,100,0,0.7469101975183392,149.38203950366784,0.0,24,5
20,sealed,100,10,0.4470960650563198,89.41921301126396,0.0,24,5
20,sealed,100,20,0.2754235681848622,55.08471363697244,0.0,24,5
20,sealed,100,30,0.16114329261845792,32.228658523691585,0.0,24,5
20,sealed,100,40,0.10064991721738815,20.12998344347763,0.0,24,5
20,sealed,100,50,0.06225178733881217,12.450357467762434,0.0,24,5
50,sealed,100,0,0.7505782873833158,150.11565747666316,0.0,24,5
50,sealed,100,10,0.4490834327147042,89.81668654294084,0.0,24,5
50,sealed,100,20,0.28476392856767413,56.95278571353482,0.0,24,5
50,sealed,100,30,0.16644982672350825,33.28996534470165,0.0,24,5
50,sealed,100,40,0.1047331886885374,20.94663773770748,0.0,24,5
50,sealed,100,50,0.06543943260026563,13.087886520053127,0.0,24,5
80,sealed,100,0,0.7649002483394592,152.98004966789185,0.0,24,5
80,sealed,100,10,0.4772927491444256,95.45854982888513,0.0,24,5
80,sealed,100,20,0.2780993108029143,55.619862160582855,0.0,24,5
80,sealed,100,30,0.16790587188507353,33.581174377014705,0.0,24,5
80,sealed,100,40,0.10308097764005063,20.616195528010124,0.0,24,5
80,sealed,100,50,0.06165429563102853,12.330859126205706,0.0,24,5
105,sealed,100,0,0.723488429265536,144.6976858531072,0.0,24,5
105,sealed,100,10,0.44914111875458923,89.82822375091784,0.0,24,5
105,sealed,100,20,0.27859454523358473,55.718909046716945,0.0,24,5
105,sealed,100,30,0.16475617682507676,32.95123536501535,0.0,24,5
105,sealed,100,40,0.10374007763662127,20.748015527324252,0.0,24,5
105,sealed,100,50,0.06363665181025986,12.727330362051973,0.0,24,5
150,sealed,100,0,0.701854613384716,140.3709226769432,0.0,24,5
150,sealed,100,10,0.42313179609028484,84.62635921805696,0.0,24,5
150,sealed,100,20,0.2606273505631762,52.12547011263524,0.0,24,5
150,sealed,100,30,0.16176399693622964,32.35279938724593,0.0,24,5
150,sealed,100,40,0.09261441152530198,18.522882305060396,0.0,24,5
150,sealed,100,50,0.06101661285768121,12.203322571536242,0.0,24,5
200,sealed,100,0,0.6956664541335543,139.13329082671086,0.0,24,5
200,sealed,100,10,0.40074325217790197,80.1486504355804,0.0,24,5
200,sealed,100,20,0.23225766186483826,46.451532372967655,0.0,24,5
200,sealed,100,30,0.15168759130110954,30.337518260221906,0.0,24,5
200,sealed,100,40,0.08928233367215245,17.85646673443049,0.0,24,5
200,sealed,100,50,0.058276930610554334,11.655386122110867,0.0,24,5
20,RH50,50,0,0.7240705578249096,144.8141115649819,0.00122140275816017,24,5
20,RH50,50,10,0.4436078743050373,88.72157486100745,0.001099262482344153,24,5
20,RH50,50,20,0.2787493192833984,55.74986385667968,0.000977122206528136,24,5
20,RH50,50,30,0.16448930497639555,32.89786099527911,0.0008549819307121189,24,5
20,RH50,50,40,0.10377592219291547,20.755184438583093,0.000732841654896102,24,5
20,RH50,50,50,0.061862950105975895,12.37259002119518,0.000610701379080085,24,5
50,RH50,50,0,0.7497535036304906,149.95070072609812,0.0016487212707001282,24,5
50,RH50,50,10,0.4741844366634503,94.83688733269005,0.0014838491436301154,24,5
50,RH50,50,20,0.28311645950822945,56.62329190164589,0.0013189770165601027,24,5
50,RH50,50,30,0.16561630088928203,33.12326017785641,0.0011541048894900896,24,5
50,RH50,50,40,0.10094574528357965,20.18914905671593,0.000989232762420077,24,5
50,RH50,50,50,0.06339599194164693,12.679198388329386,0.0008243606353500641,24,5
80,RH50,50,0,0.7575278907424305,151.5055781484861,0.002225540928492468,24,5
80,RH50,50,10,0.4515875419807828,90.31750839615657,0.0020029868356432213,24,5
80,RH50,50,20,0.2846272641419272,56.92545282838544,0.0017804327427939745,24,5
80,RH50,50,30,0.17525774316515896,35.05154863303179,0.0015578786499447275,24,5
80,RH50,50,40,0.09841734852580851,19.683469705161702,0.0013353245570954808,24,5
80,RH50,50,50,0.06171082092619735,12.34216418523947,0.001112770464246234,24,5
105,RH50,50,0,0.7599938332818071,151.99876665636143,0.002857651118063164,24,5
105,RH50,50,10,0.4554773075507987,91.09546151015974,0.0025718860062568477,24,5
105,RH50,50,20,0.27327725241034534,54.65545048206907,0.0022861208944505314,24,5
105,RH50,50,30,0.1697253799028584,33.94507598057168,0.0020003557826442147,24,5
105,RH50,50,40,0.10507785822195041,21.015571644390082,0.0017145906708378982,24,5
105,RH50,50,50,0.061242554376951835,12.248510875390368,0.001428825559031582,24,5
150,RH50,50,0,0.6946956088867621,138.93912177735243,0.004481689070338065,24,5
150,RH50,50,10,0.4416285348555638,88.32570697111277,0.004033520163304259,24,5
150,RH50,50,20,0.2588021215982189,51.76042431964378,0.003585351256270452,24,5
150,RH50,50,30,0.1554487129016664,31.08974258033328,0.0031371823492366453,24,5
150,RH50,50,40,0.09197539032123521,18.39507806424704,0.0026890134422028387,24,5
150,RH50,50,50,0.05939004599876547,11.878009199753095,0.0022408445351690324,24,5
200,RH50,50,0,0.6962855330885108,139.25710661770216,0.007389056098930651,24,5
200,RH50,50,10,0.4013363466247405,80.2672693249481,0.006650150489037586,24,5
200,RH50,50,20,0.24918405454419443,49.836810908838885,0.005911244879144521,24,5
200,RH50,50,30,0.1535260834457318,30.705216689146358,0.005172339269251455,24,5
200,RH50,50,40,0.09121189767180739,18.24237953436148,0.0044334336593583904,24,5
200,RH50,50,50,0.05706415384738858,11.412830769477717,0.0036945280494653254,24,5
20,RH95,95,0,0.7347905740020444,146.95811480040888,0.00011426308117957227,24,5
20,RH95,95,10,0.4603730980630147,92.07461961260293,0.00010283677306161505,24,5
20,RH95,95,20,0.27254848420510935,54.50969684102187,9.141046494365783e-05,24,5
20,RH95,95,30,0.15947515505702892,31.895031011405784,7.998415682570059e-05,24,5
20,RH95,95,40,0.10300513136740852,20.601026273481704,6.855784870774337e-05,24,5
20,RH95,95,50,0.06039548375172353,12.079096750344705,5.713154058978614e-05,24,5
50,RH95,95,0,0.7636890468728171,152.73780937456343,0.00013956124250860897,24,5
50,RH95,95,10,0.46815516945435753,93.6310338908715,0.00012560511825774806,24,5
50,RH95,95,20,0.28014490522913027,56.02898104582606,0.00011164899400688718,24,5
50,RH95,95,30,0.1663290048514526,33.26580097029052,9.769286975602627e-05,24,5
50,RH95,95,40,0.10423276723341977,20.846553446683956,8.373674550516537e-05,24,5
50,RH95,95,50,0.06234645495572726,12.469290991145451,6.978062125430448e-05,24,5
80,RH95,95,0,0.7616072412290126,152.32144824580251,0.00017046048653227531,24,5
80,RH95,95,10,0.4518282253255516,90.36564506511033,0.0001534144378790478,24,5
80,RH95,95,20,0.2676541520421075,53.5308304084215,0.00013636838922582027,24,5
80,RH95,95,30,0.1647780453947219,32.955609078944384,0.00011932234057259272,24,5
80,RH95,95,40,0.09955591466000267,19.911182932000536,0.00010227629191936518,24,5
80,RH95,95,50,0.0615314929471381,12.30629858942762,8.523024326613766e-05,24,5
105,RH95,95,0,0.7184085176720778,143.68170353441556,0.00020137527074704767,24,5
105,RH95,95,10,0.4501785463574597,90.03570927149194,0.00018123774367234292,24,5
105,RH95,95,20,0.28229427197601387,56.45885439520277,0.00016110021659763814,24,5
105,RH95,95,30,0.1667701114739773,33.35402229479546,0.00014096268952293336,24,5
105,RH95,95,40,0.10230844984125177,20.461689968250354,0.0001208251624482286,24,5
105,RH95,95,50,0.06277810337820955,12.55562067564191,0.00010068763537352383,24,5
150,RH95,95,0,0.7356498583636542,147.12997167273082,0.00027182818284590454,24,5
150,RH95,95,10,0.43103615028147046,86.2072300562941,0.0002446453645613141,24,5
150,RH95,95,20,0.270523209412088,54.1046418824176,0.00021746254627672364,24,5
150,RH95,95,30,0.15888612753180267,31.777225506360534,0.00019027972799213317,24,5
150,RH95,95,40,0.09631437764795674,19.262875529591348,0.00016309690970754272,24,5
150,RH95,95,50,0.05930265842513466,11.860531685026931,0.00013591409142295227,24,5
200,RH95,95,0,0.6727620577150568,134.55241154301137,0.00037936678946831777,24,5
200,RH95,95,10,0.41222696890186694,82.4453937803734,0.000341430110521486,24,5
200,RH95,95,20,0.25895077584679765,51.79015516935953,0.0003034934315746542,24,5
200,RH95,95,30,0.14447375599609044,28.89475119921809,0.00026555675262782244,24,5
200,RH95,95,40,0.09063473670244675,18.126947340489348,0.00022762007368099066,24,5
200,RH95,95,50,0.05729703181872439,11.459406363744879,0.00018968339473415889,24,5
