temperature_C,porosity,permeability_m2,saturation_degree,pore_pressure_MPa,moisture_diffusivity_m2_s,damage_parameter,rubber_content_%
20,0.18900231666704384,4.063536384697989e-18,0.7615979092829378,0.4346545459633293,5.758653712982235e-10,0,25
40,0.18790533769545614,3.469627913529041e-18,0.7759981843811783,1.0590620029383473,1.1017893609525698e-09,0,25
60,0.18923161308360534,3.4641579941459785e-18,0.7394711130090713,3.7240201329645033,1.6906069540844236e-09,0,25
80,0.18444767708414977,3.2627376161808393e-18,0.759092520958821,8.433014336287592,2.916789981975955e-09,0,25
100,0.20184340775849768,4.54706761284693e-18,0.7744740864327601,20.194043519944604,4.5895339579597584e-09,0,25
120,0.18656320995672193,1.00146165028373e-17,0.757240452178394,0.5560795285296443,6.896143105831505e-09,0,25
140,0.19317734454908747,1.899407961246368e-17,0.7372127656013149,0.6458553982394462,8.582916406709854e-09,0,25
160,0.20494979987026835,3.170844004605256e-17,0.7568737494806637,1.0455562427862275,1.3135476465135124e-08,0,25
180,0.21365366391843923,4.461753383318344e-17,0.7494358701281005,1.711787526058522,1.76803803697311e-08,0,25
200,0.20291124646845135,5.041325833579272e-17,0.7333645346707683,2.6998282897314545,2.0763769142339353e-08,0,25
220,0.22125467812385036,1.2121661579668356e-16,0.6906565315094907,1.6907017943219282,2.498055276350286e-08,0,25
240,0.2170773659188201,1.4926211846740147e-16,0.6990628682899728,2.5728626827990873,3.4370455522010754e-08,0,25
260,0.2257878569168702,3.0112728573876466e-16,0.6605543907942745,2.7046380596571247,3.63415733298377e-08,0,25
280,0.22084563611430266,3.177618549222758e-16,0.646016610644462,3.9887117675885086,4.859021575377103e-08,0,25
300,0.2278187236252666,5.114517669935261e-16,0.6865449319587978,7.283697896410971,5.761233354030653e-08,0,25
320,0.227233154124621,4.927095059247641e-16,0.6353515412075896,9.400889782206546,6.325036643393673e-08,0,25
340,0.2248522547822672,9.250491641711682e-16,0.6387290626381869,15.157792631850029,7.110578110814701e-08,0,25
360,0.23641813990694957,1.1712036217255272e-15,0.6085777713003159,21.008772887691265,8.573075177326414e-08,0,25
380,0.23783698956124624,1.4075027802806751e-15,0.6240422116865412,29.908603115765725,9.791543410036235e-08,0,25
400,0.25216062014547874,1.882495027776532e-15,0.6118915586038248,40.67830220092098,1.085122163344627e-07,0,25
420,0.24909230797044216,4.1255265175400316e-15,0.6058542372070799,55.53181976207506,1.2335601548907117e-07,0,25
440,0.2399926965404824,4.66000439003337e-15,0.6314225845921095,109.87817064456443,1.5666110993102534e-07,0,25
460,0.2544020492251655,7.890940274757008e-15,0.6155690435531791,120.66544982037668,1.5621023386829156e-07,0,25
480,0.26055522298715333,1.5468319133643295e-14,0.6211041779918385,113.1036327476953,1.8385051124495862e-07,0,25
500,0.2683040449532225,2.0866991880937494e-14,0.6251447999310814,188.0654209916878,2.0021659870148582e-07,0,25
520,0.2712766344826087,1.8490572452528045e-14,0.6281756272967057,280.09888806655044,2.2512371053795743e-07,0,25
540,0.26971628334711023,2.8218340245937542e-14,0.659645834289945,445.32781463551066,2.5241932342029384e-07,0,25
560,0.2831920968111865,3.861712451131334e-14,0.6158520467113929,599.1351766173499,2.6847619540413625e-07,0,25
580,0.2847755436788384,4.246036340036802e-14,0.621482612257974,817.3836239551952,3.173712257963348e-07,0,25
600,0.28330257853766144,5.656892559477037e-14,0.5976746567821508,1403.8400141488225,3.042937664634305e-07,0,25
620,0.28318905757045165,7.292306995447423e-14,0.6448333966195697,1992.4756638764293,3.4661945097675523e-07,0,25
640,0.29274039613653713,1.1866118058882624e-13,0.6126914255361249,2673.778083898549,3.9241965397362803e-07,0,25
660,0.30292843658556845,1.632722649067883e-13,0.6357504126548424,4120.028251350425,4.135047487739751e-07,0,25
680,0.307301701546111,1.667840770886218e-13,0.6516084293263775,6432.30032355418,5.089867178917581e-07,0,25
700,0.30503675041593503,2.0687167394366402e-13,0.6386026338882788,11350.809862468175,5.552201709408533e-07,0,25
720,0.3015603660931656,2.1259397616423897e-13,0.6007469815324473,14923.31972131152,5.334040827335832e-07,0,25
740,0.31000098494542244,2.998120968381654e-13,0.6005682891223062,22121.03384043889,4.972119312420643e-07,0,25
760,0.31206580312790716,3.497248719720223e-13,0.6240119494483669,32007.74083606727,6.200917551329579e-07,0,25
780,0.3218500629601986,3.699501342453366e-13,0.6136872262288782,51050.12271788097,6.27941943060848e-07,0,25
800,0.3183884322872635,3.391476876201797e-13,0.5937909104375994,59665.83576136696,6.319383749962399e-07,0,25
